County,Precinct Name,Location Name,Address,City,State,Zip,Lat,Lng,Accuracy Score,VANPCTCODE
Howard,Cresco 1 A,"CRESTWOOD HIGH SCHOOL, ROOM 10",100 SCHROEDER DR,CRESCO,IA,52136,43.37431,-92.1048,0.6,947109
Howard,Cresco 2,"CRESTWOOD HIGH SCHOOL, CAFETERIA",100 SCHROEDER DR,CRESCO,IA,52136,43.37431,-92.1048,0.6,947111
Howard,Cresco 3,"CRESTWOOD HIGH SCHOOL, AUDITORIUM",100 SCHROEDER DR,CRESCO,IA,52136,43.37431,-92.1048,0.6,947112
Howard,Jamestown/Oakdale,"RICEVILLE HIGH SCHOOL, CAFETERIA",912 WOODLAND AVE,RICEVILLE,IA,50466,43.3556,-92.5541,1,1825047
Howard,New Oregon,"CRESTWOOD HIGH SCHOOL, ROOM 15",100 SCHROEDER DR,CRESCO,IA,52136,43.37431,-92.1048,0.6,947114
Howard,Saratoga/Howard Ctr/Chest,LIME SPRINGS COMMUNITY CENTER B,14258 45TH ST,LIME SPRINGS,IA,52155,43.45071,-92.2932,1,1825048
Howard,Vernon Springs,"CRESTWOOD HIGH SCHOOL, ROOM 14",100 SCHROEDER DR,CRESCO,IA,52136,43.37431,-92.1048,0.6,947110
Humboldt,Avery-North Weaver,TAFT ELEMENTARY SCHOOL RM. 302 A,612 2ND AVE N,HUMBOLDT,IA,50548,42.72343,-94.2171,1,1593570
Humboldt,Dakota City-Grove,TAFT ELEMENTARY SCHOOL RM. 302 B,612 2ND AVE N,HUMBOLDT,IA,50548,42.72343,-94.2171,1,947118
Humboldt,Delana-Wacousta-North Rutland,TAFT ELEMENTARY SCHOOL RM. 300,612 2ND AVE N,HUMBOLDT,IA,50548,42.72343,-94.2171,1,1593571
Humboldt,Humboldt 1-Corinth-South Weaver,TAFT ELEMENTARY SCHOOL RM. 305,612 2ND AVE N,HUMBOLDT,IA,50548,42.72343,-94.2171,1,947121
Humboldt,Humboldt 2-Beaver-South Norway,TAFT ELEMENTARY SCHOOL RM. 304,612 2ND AVE N,HUMBOLDT,IA,50548,42.72343,-94.2171,1,947122
Humboldt,Humboldt 3-South Rutland,TAFT ELEMENTARY SCHOOL RM. 303,612 2ND AVE N,HUMBOLDT,IA,50548,42.72343,-94.2171,1,947123
Humboldt,Humboldt-West Vernon,TAFT ELEMENTARY SCHOOL RM. 301 A,612 2ND AVE N,HUMBOLDT,IA,50548,42.72343,-94.2171,1,1593572
Humboldt,North Lake-East Vernon,TAFT ELEMENTARY SCHOOL RM. 301 B,612 2ND AVE N,HUMBOLDT,IA,50548,42.72343,-94.2171,1,1593573
Humboldt,South Lake-North Norway,TAFT ELEMENTARY SCHOOL RM 300,612 2ND AVE N,HUMBOLDT,IA,50548,42.72343,-94.2171,1,1593574
Ida,City of Arthur,IDA GROVE ELEMENTARY SCHOOL A,403 BARNES ST.,IDA GROVE,IA,51445,42.34207,-95.4654,1,947127
Ida,City of Battle Creek & Grant Township,IDA GROVE ELEMENTARY SCHOOL E,403 BARNES ST.,IDA GROVE,IA,51445,42.34207,-95.4654,1,947133
Ida,City of Galva,GALVA-HOLSTEIN HIGH SCHOOL B,519 E MAPLE ST,HOLSTEIN,IA,51025,42.48756,-95.5469,0.4,947129
Ida,City of Holstein,GALVA-HOLSTEIN HIGH SCHOOL A,519 E MAPLE ST,HOLSTEIN,IA,51025,42.48756,-95.5469,0.4,947128
Ida,Ida Grove Ward 1,IDA GROVE ELEMENTARY SCHOOL B,403 BARNES ST.,IDA GROVE,IA,51445,42.34207,-95.4654,1,947130
Ida,Ida Grove Ward 2,IDA GROVE ELEMENTARY SCHOOL C,403 BARNES ST.,IDA GROVE,IA,51445,42.34207,-95.4654,1,947131
Ida,Ida Grove Ward 3,IDA GROVE ELEMENTARY SCHOOL D,403 BARNES ST.,IDA GROVE,IA,51445,42.34207,-95.4654,1,947132
Iowa,Dayton/English I,MILLERSBURG CITY HALL,461 WASHINGTON ST,MILLERSBURG,IA,52316,41.51772,-92.0817,0.9,947134
Iowa,English II,ENGLISH VALLEY HIGH SCHOOL CAFETERIA,765 W BROAD ST,NORTH ENGLISH,IA,52316,41.51586,-92.0874,1,947135
Iowa,Fillmore/Greene,MARY WELSH ELEMENTARY SCHOOL,2383 RAIDER DR,WILLIAMSBURG,IA,52361,41.65919,-92.0264,0.6,947136
Iowa,Hartford I/Sumner,VICTOR LIBRARY B,710 2ND ST,VICTOR,IA,52347,41.73169,-92.2999,1,947139
Iowa,Hartford II/Lincoln,VICTOR LIBRARY A,710 2ND ST,VICTOR,IA,52347,41.73169,-92.2999,1,947138
Iowa,Hilton/Washington,IOWA VALLEY HIGH/JR SCHOOL LIBRARY,235 E HILTON ST,MARENGO,IA,52301,41.7988,-92.0683,1,947140
Iowa,Honey Creek/Marengo Rural,IOWA VALLEY HIGH/JR SCHOOL GYM,235 E HILTON ST,MARENGO,IA,52301,41.7988,-92.0683,1,947137
Iowa,Lenox/Iowa,"AMANA ELEMENTARY SCHOOL, CAFETERIA",3023 220TH TRAIL,MIDDLE AMANA,IA,52307,41.7941,-91.9027,0.6,947141
Iowa,Marengo City,IOWA VALLEY HIGH/JR SCHOOL CAFETERIA,235 E HILTON ST,MARENGO,IA,52301,41.7988,-92.0683,1,947142
Iowa,Pilot/Troy/York,"MARY WELSH ELEMENTARY SCHOOL, CAFETERIA",2383 RAIDER DR,WILLIAMSBURG,IA,52361,41.65919,-92.0264,0.6,947143
Iowa,Williamsburg,"MARY WELSH ELEMENTARY SCHOOL, GYM",2383 RAIDER DR,WILLIAMSBURG,IA,52361,41.65919,-92.0264,0.6,947144
Jackson,Jackson 01,BELLEVUE ELEMENTARY SCHOOL,100 S 3RD ST,BELLEVUE,IA,52031,42.25746,-90.4251,1,947145
Jackson,Jackson 10,MILES TOWN HALL,430 FERRY RD,MILES,IA,52064,42.04633,-90.3159,1,947154
Jackson,Jackson 11,SABULA CITY HALL,411 BROAD ST,SABULA,IA,52070,42.07144,-90.1737,1,947155
Jackson,Jackson 12,CARIDNAL ELEMENTARY SCHOOL,1003 PERSHING RD,MAQUOKETA,IA,52060,42.07622,-90.6477,1,947156
Jackson,Jackson 13,MAQUOKETA PUBLIC LIBRARY,126 S 2ND ST,MAQUOKETA,IA,52060,42.06812,-90.667,1,947157
Jackson,Jackson 14,MAQUOKETA HIGH SCHOOL ROOM 404,600 W WASHINGSTON ST,MAQUOKETA,IA,52060,42.19807,-90.6058,0.33,947158
Jackson,Jackson 15,"MAQUOKETA HIGH SCHOOL, MUSIC VOCAL ROOM",600 W WASHINGTON ST,MAQUOKETA,IA,52060,42.06007,-90.6715,1,947159
Jackson,Jackson 16,MAQUOKETA MIDDLE SCHOOL CAFETERIA,200 E LOCUST ST,MAQUOKETA,IA,52060,42.06444,-90.6629,1,947160
Jackson,Jackson 02,"KALMES RESTAURANT & CATERING, PRIVATE ROOM",100 MAIN ST,ST DONATUS,IA,52071,42.36054,-90.5395,1,947146
Jackson,Jackson 03,LA MOTTE REC CENTER,523 ELM ST,LA MOTTE,IA,52054,42.29586,-90.6246,1,947147
Jackson,Jackson 04,JIMI B'S,21701 HILL DR,BERNARD,IA,52032,42.23774,-90.7711,0.6,947148
Jackson,Jackson 05,FAITH UNITED METHODIST CHURCH,108 E WASHINGTON ST,MONMOUTH,IA,52309,42.07614,-90.8786,1,947149
Jackson,Jackson 06,ANDREW SCHOOL,13 S MARION ST,ANDREW,IA,52030,42.15215,-90.5915,1,947150
Jackson,Jackson 07,BRIGGS ELEMENTARY SCHOOL,400 W QUARRY ST,MAQUOKETA,IA,52060,42.07107,-90.6696,1,947151
Jackson,Jackson 08,SPRINGBROOK FIRE STATION,101 E MAIN ST,SPRINGBROOK,IA,52075,42.16405,-90.4772,0.8,947152
Jackson,Jackson 09,EASTON VALLEY HIGH SCHOOL,321 W SCHOOL ST,PRESTON,IA,52069,42.04782,-90.3977,1,947153
Jasper,Clear Creek/Poweshiek,MINGO COMMUNITY CENTER,200 E RAILROAD ST,MINGO,IA,50168,41.76802,-93.2828,0.6,947173
Jasper,Colfax Ward 1,"COLFAX-MINGO HIGH SCHOOL, MEDIA ROOM",204 N LEAGUE RD,COLFAX,IA,50054,41.67842,-93.2321,1,947161
Jasper,Colfax Ward 2,"COLFAX-MINGO HIGH SCHOO, CAFETERIA",204 N LEAGUE RD,COLFAX,IA,50054,41.67842,-93.2321,1,947164
Jasper,Colfax Ward 3,"COLFAX ELEMENTARY SCHOOL, ART ROOM",20 W BROADWAY ST,COLFAX,IA,50054,41.67534,-93.246,1,947167
Jasper,Des Moines,PRAIRIE CITY COMMUNITY BUILDING,503 S STATE ST,PRAIRIE CITY,IA,50228,41.59473,-93.2341,1,947174
Jasper,Elk Creek/Lynngrove,"LYNVILLE-SULLY HIGH SCHOOL, LIBRARY",12476 1ST ST,SULLY,IA,50251,41.58234,-92.8437,1,1593575
Jasper,Fairview,"MONROE HIGH SCHOOL, LIBRARY",400 E HWY 163,MONROE,IA,50170,41.51627,-93.0977,1,947175
Jasper,HG/K/RC/BV/RL,KELLOGG FIRE STATION,417 FRONT ST,KELLOGE,IA,50135,41.71628,-92.9079,1,947176
Jasper,Indep/Malaka/Mariposa,BAXTER COMMUNITY CENTER (CITY HALL ),203 S MAIN ST,BAXTER,IA,50028,41.82498,-93.1514,1,1593576
Jasper,Mound Prairie/Washington,COLFAX MINGO ELEMENTARY MULTIMEDIA ROOM,20 W BROADWAY ST,COLFAX,IA,50054,41.67534,-93.246,1,947179
Jasper,Newton 1-1,"EJH BEARD AMINISTRATION BUILDING, NEWTON COMMUNITY SCHOOLS",1302 FIRST AVE. W,NEWTON,IA,50208,41.69933,-93.0696,1,947162
Jasper,Newton 1-2,"BERG MIDDLE SCHOOL, COMMONS",1900 N 5TH AVE E,NEWTON,IA,50208,41.70365,-93.0276,1,947163
Jasper,Newton 2-1,"EMERSON HOUGH ELEMENTARY SCHOOL, GYM",700 N 4TH AVE E,NEWTON,IA,50208,41.70338,-93.0458,1,947165
Jasper,Newton 2-2,"BERG MIDDLE SCHOOL, GYM",1900 N 5TH AVE E,NEWTON,IA,50208,41.70365,-93.0276,1,947166
Jasper,Newton 3-1,"NEWTON HIGH SCHOOL, ROOM 11",800 E 4TH ST S,NEWTON,IA,50208,41.69267,-93.0497,1,947168
Jasper,Newton 3-2,"AURORA HEIGHTS ELEMENTARY SCHOOL, GYM",310 E 23RD ST S,NEWTON,IA,50208,41.69637,-93.0242,1,947169
Jasper,Newton 4-1,"WOODROW WILSON ELEMENTARY SCHOOL, GYM",801 S 8TH ST W,NEWTON,IA,50208,41.69269,-93.044,1,947170
Jasper,Newton 4-2,"NEWTON HIGH SCHOOL, CENTER FOR PERFORMANCE",800 E 4TH ST S,NEWTON,IA,50208,41.69267,-93.0497,1,947171
Jasper,Newton/Sherman,THOMAS JEFFERSON ELEMENTARY SCHOOL GYM,103 THOMAS JEFFERSON RD,LAMBS GROVE,IA,50208,41.69949,-93.0772,0.9,947180
Jasper,Palo Alto,FORE SEASONS GOLF,6232 HIGHWAY S74S,NEWTON,IA,50208,41.6257,-93.0388,1,947181
Jefferson,Blackhawk-Polk-Packwood,FIRST CHRISTIAN CHURCH,203 CHURCH ST,PACKWOOD,IA,52580,41.1337,-92.0827,1,947182
Jefferson,Buchanan Township,"SENIOR CENTER, DOWNSTAIRS",209 S. COURT ST.,FAIRFIELD,IA,52556,41.00526,-91.9623,1,947183
Jefferson,Center-Cedar-Maharishi Vedic City,"JEFFERSON COUNTY FAIRGROUNDS, AG GROUNDS/ACTIVITY BUILDING",2606 W. BURLINGTON AVE.,FAIRFIELD,IA,52556,41.0062,-91.995,1,947184
Jefferson,Fairfield 1st Ward,WASHINGTON ELEMENTARY SCHOOL,406 E. MADISON AVE.,FAIRFIELD,IA,52556,41.00278,-91.9571,1,947186
Jefferson,Fairfield 2nd Ward,"FAIRFIELD ARTS AND CONVENTION CENTER, EAST",200 N. MAIN ST.,FAIRFIELD,IA,52556,41.00876,-91.9638,1,947187
Jefferson,Fairfield 3rd Ward,"SENIOR CENTER, UPSTAIRS",209 S. COURT ST.,FAIRFIELD,IA,52556,41.00526,-91.9623,1,947188
Jefferson,Fairfield 4th Ward,"FAIRFIELD ARTS AND CONVENTION CENTER, WEST",200 N. MAIN ST.,FAIRFIELD,IA,52556,41.00876,-91.9638,1,947189
Jefferson,Fairfield 5th Ward,"JEFFERSON COUNTY FAIRGROUNDS, CAMBRIDGE BUILDING",2606 W. BURLINGTON AVE.,FAIRFIELD,IA,52556,41.0062,-91.995,1,947190
Jefferson,Des Moines-Liberty-Libertyville,LIBERTYVILLE CITY HALL,108 N. MAIN ST.,LIBERTYVILLE,IA,52567,40.95726,-92.0518,0.9,947185
Jefferson,Locust Grove-Batavia,BATAVIA CITY HALL,304 ALTO ST.,BATAVIA,IA,52533,40.99526,-92.1668,1,947191
Jefferson,Penn-Pleasant Plain,"ST. JOSEPH CHURCH, BASEMENT",1174 REED AVE.,BRIGHTON,IA,52540,41.13633,-91.8491,1,1593577
Jefferson,Lockridge-Round Prairie-Walnut-Lockridge City-Coppock,LOCKRIDGE CITY HALL,104 W. MAIN ST.,LOCKRIDGE,IA,52635,40.99451,-91.747,1,1593578
Johnson,BIG GROVE TOWNSHIP,SOLON CENTER FOR THE ARTS A,600 W. 5TH ST.,SOLON,IA,52333,41.80345,-91.5027,1,947194
Johnson,CEDAR TOWNSHIP,"SOLON COMMUNITY CENTER, SMALLER ROOM",313 S. IOWA ST.,SOLON,IA,52333,41.80503,-91.4959,1,947196
Johnson,CLEAR CREEK/TIFFIN,TIFFIN ELEMENTARY SCHOOL,104 N PARK RD,TIFFIN,IA,52340,41.7075,-91.6456,1,947195
Johnson,CORALVILLE 01,CORALVILLE CENTER FOR THE PERFORMING ARTS,1301 5TH ST,CORALVILLE,IA,52241,41.67637,-91.5808,1,947197
Johnson,CORALVILLE 02,RADISSON HOTEL AND CONFERENCE CENTER,1220 1ST AVE.,CORALVILLE,IA,52241,41.68816,-91.5657,1,947198
Johnson,CORALVILLE 03,WICKHAM ELEMENTARY,601 OAKDALE BLVD.,CORALVILLE,IA,52241,41.70648,-91.5761,1,947199
Johnson,CORALVILLE 04,CORALVILLE LIBRARY,1401 5TH ST.,CORALVILLE,IA,52241,41.67726,-91.5819,1,947200
Johnson,CORALVILLE 05,"NORTHWEST JUNIOR HIGH, CAFETERIA/GYM",1507 8TH AVE.,CORALVILLE,IA,52241,41.68286,-91.584,0.6,947201
Johnson,CORALVILLE 06,NORTH CENTRAL JUNIOR HIGH,180 W. FOREVERGREEN RD.,NORTH LIBERTY,IA,52317,41.7231,-91.6007,1,947202
Johnson,CORALVILLE 07,KIRKWOOD REGIONAL CENTER - CORALVILLE,2301 OAKDALE BLVD.,CORALVILLE,IA,52241,41.71064,-91.597,1,1593579
Johnson,FREMONT-LINCOLN (INCLUDES,"LONE TREE ELEMENTARY SCHOOL, CAFETERIA",303 DEVOE ST. S,LONE TREE,IA,52755,41.48437,-91.4257,1,947203
Johnson,GRAHAM TOWNSHIP,CELEBRATION FARM A,4696 ROBIN WOODS LN NE,IOWA CITY,IA,52240,41.7395,-91.4749,1,947204
Johnson,HARDIN TOWNSHIP,"COSGROVE INSTITUTE, GYM",2009 400TH ST SW,OXFORD,IA,52322,41.64251,-91.7356,1,947205
Johnson,HILLS,HILLS COMMUNITY CENTER,110 MAIN ST,HILLS,IA,52235,41.55441,-91.5349,1,1593580
Johnson,IOWA CITY 01,"CITY HIGH SCHOOL, CAFETERIA",1900 MORNINGSIDE DR.,IOWA CITY,IA,52245,41.65933,-91.5061,1,947206
Johnson,IOWA CITY 02,"WEST HIGH SCHOOL, CAFETERIA",2901 MELROSE AVE.,IOWA CITY,IA,52246,41.65413,-91.5812,1,947207
Johnson,IOWA CITY 03,"UNIVERSITY OF IOWA FIELD HOUSE, MAIN DECK",225 S GRAND AVE,IOWA CITY,IA,52240,41.65836,-91.5466,0.9,947208
Johnson,IOWA CITY 04,"UNIVERSITY OF IOWA FIELD HOUSE, SOUTH GYM",225 S GRAND AVE,IOWA CITY,IA,52240,41.65836,-91.5466,0.9,947209
Johnson,IOWA CITY 05,"IOWA MEMORIAL UNION, BALLROOM",125 N MADISON ST,IOWA CITY,IA,52242,41.66306,-91.5384,1,947210
Johnson,IOWA CITY 06,"MERCER PARK, GYM",2701 BRADFORD DR.,IOWA CITY,IA,52240,41.64543,-91.4977,1,947211
Johnson,IOWA CITY 07,UI ATHLETIC HALL OF FAME,2425 PRAIRIE MEADOW DR.,IOWA CITY,IA,52242,41.65893,-91.5745,0.9,947212
Johnson,IOWA CITY 08,"WEST HIGH SCHOOL, MAIN GYM",2901 MELROSE AVE.,IOWA CITY,IA,52246,41.65413,-91.5812,1,947213
Johnson,IOWA CITY 09,"WEST HIGH SCHOOL, AUDITORIUM",2901 MELROSE AVE.,IOWA CITY,IA,52246,41.65413,-91.5812,1,947214
Johnson,IOWA CITY 10/ELSW,TRUEBLOOD LODGE,4213 SAND RD SE,IOWA CITY,IA,,41.6172,-91.5219,1,947215
Johnson,IOWA CITY 11,"IOWA SCHOOL OF MUSIC - VOXMAN BUILDING, CONCERT HALL/RECITAL HALL",93 E. BURLINGTON ST.,IOWA CITY,IA,52240,41.65742,-91.5351,1,947216
Johnson,IOWA CITY 12/EAST LUCAS SE,"ALEXANDER ELEMENTARY SCHOOL, WHOLE BUILDING",3571 SYCAMORE ST.,IOWA CITY,IA,52240,41.62227,-91.513,1,947217
Johnson,IOWA CITY 13,JOHNSON COUNTY FAIR GROUNDS A,3109 OLD HWY 218 S,IOWA CITY,IA,52246,41.62363,-91.5454,1,947218
Johnson,IOWA CITY 14,FIRST AVENUE CLUB,1550 S. 1ST AVE.,IOWA CITY,IA,52240,41.64261,-91.5031,1,947219
Johnson,IOWA CITY 15,"MARK TWAIN ELEMENTARY, GYM A",1355 DEFOREST AVE,IOWA CITY,IA,,41.64341,-91.5158,1,947220
Johnson,IOWA CITY 16,LUCAS ELEMENTARY SCHOOL,830 SOUTHLAWN DR.,IOWA CITY,IA,52245,41.65099,-91.4921,1,947221
Johnson,IOWA CITY 17,"CITY HIGH SCHOOL, AUDITORIUM",1900 MORNINGSIDE DR,IOWA CITY,IA,52245,41.65933,-91.5061,1,947222
Johnson,IOWA CITY 18,"SOUTH EAST JUNIOR HIGH, LIBRARY",2501 BRADFORD DR,IOWA CITY,IA,,41.64534,-91.4996,1,947223
Johnson,IOWA CITY 19,ROBERT A. LEE COMMUNITY RECREATION CENTER,220 S GILBERT ST,IOWA CITY,IA,52240,41.65845,-91.5298,1,947224
Johnson,IOWA CITY 20,ENGLERT,221 E. WASHINGTON ST.,IOWA CITY,IA,52240,41.65979,-91.5323,1,947225
Johnson,IOWA CITY 21,"IOWA MEMORIAL UNION, MAIN LOUNGE",125 N MADISON ST,IOWA CITY,IA,52240,41.66306,-91.5384,0.9,947226
Johnson,IOWA CITY 22,"PAPPAJOHN BUSINESS BUILDING, RM. W10",21 E. MARKET ST.,IOWA CITY,IA,52242,41.66338,-91.5354,1,947227
Johnson,IOWA CITY 23,CLARION HIGHLANDER HOTEL,2525 N. DODGE ST.,IOWA CITY,IA,52245,41.68843,-91.4954,1,947228
Johnson,IOWA CITY 24,"HOOVER ELEMENTARY, CAFETERIA",1355 BARRINGTON RD.,IOWA CITY,IA,52240,41.64585,-91.4672,1,947229
Johnson,JEFFERSON EAST/SHUEYVILLE,"SHUEYVILLE COMMUNITY CENTER, GYM",2863 120TH ST. NE,SWISHER,IA,52338,41.84734,-91.6496,1,947231
Johnson,JW/MN/SW,"AMERICAN LEGION, UPPER ROOM",68 3RD ST. SE,SWISHER,IA,52338,41.84493,-91.6937,1,947232
Johnson,LIBERTY-PLEASANT VALLEY,"HILLS ELEMENTARY SCHOOL, CAFETERIA",301 MAIN ST,HILLS,IA,52235,41.55413,-91.5326,1,947233
Johnson,NEWPORT TOWNSHIP,CELEBRATION FARM B,4696 ROBIN WOODS LN NE,IOWA CITY,IA,52240,41.7395,-91.4749,1,947239
Johnson,NORTH LIBERTY 01,NORTH LIBERTY REC CENTER A,520 W CHERRY ST,NORTH LIBERTY,IA,,41.75017,-91.6053,1,947237
Johnson,NORTH LIBERTY 02,"BUFORD GARNER ELEMENTARY SCHOOL, GYM",80 BIRCH ST,NORTH LIBERTY,IA,,41.7429,-91.5994,1,947238
Johnson,NORTH LIBERTY 03 (PW),PENN ELEMENTARY,230 N. DUBUQUE ST.,NORTH LIBERTY,IA,52317,41.74787,-91.5955,1,1593581
Johnson,NORTH LIBERTY 04,VAN ALLEN ELEMENTARY SCHOOL,170 ABIGAIL RD,NORTH LIBERTY,IA,,41.72766,-91.5957,1,1593582
Johnson,NORTH LIBERTY 05,NORTH BEND ELEMENTARY SCHOOL,2230 SAINT ANDREWS DR,NORTH LIBERTY,IA,,41.73891,-91.6334,1,1593583
Johnson,NL06/MADISON /CCN,NORTH LIBERTY REC CENTER B,520 W CHERRY ST,NORTH LIBERTY,IA,,41.75017,-91.6053,1,1593584
Johnson,OXFORD TOWNSHIP/OXFORD,CLEAR CREEK ELEMENTARY SCHOOL,230 WILSON ST.,OXFORD,IA,52322,41.72471,-91.7929,0.9,947240
Johnson,PENN/ EAST LUCAS NORTH,LIBERTY HIGH SCHOOL B,1400 DUBUQUE ST. NE,NORTH LIBERTY,IA,52317,41.73541,-91.5697,0.8,947241
Johnson,SCOTT TWP-WEST BRANCH,IOWA CITY CHURCH,4643 AMERICAN LEGION RD.,IOWA CITY,IA,52240,41.64892,-91.479,0.9,947243
Johnson,SHARON TOWNSHIP,"HILLS ELEMENTARY SCHOOL, GYM",301 MAIN ST,HILLS,IA,52235,41.55413,-91.5326,1,947244
Johnson,SOLON,"SOLON COMMUNITY CENTER, LARGER ROOM",313 S. IOWA ST.,SOLON,IA,52333,41.80503,-91.4959,1,947245
Johnson,UNION TOWNSHIP,SEATS PARATRANSIT,4810 MELROSE AVE,IOWA CITY,IA,52246,41.65784,-91.6059,1,947248
Johnson,UNIVERSITY HEIGHTS,"ERNEST HORN ELEMENTARY SCHOOL, MPR",600 KOSER AVE,IOWA CITY,IA,,41.65065,-91.5631,1,947247
Johnson,WASHINGTON TOWNSHIP,MID-PRAIRIE HSEC,1592 ANGLE RD SW,KALONA,IA,,41.54683,-91.7716,1,947250
Johnson,WEST LUCAS TOWNSHIP,JOHNSON COUNTY FAIR GROUNDS B,3109 OLD HWY 218 S,IOWA CITY,IA,52246,41.62363,-91.5454,1,947249
Jones,ANN-ANAMOSA NORTH/CASS,"ANAMOSA MIDDLE SCHOOL, AUDITORIUM",410 OLD DUBUQUE RD,ANAMOSA,IA,52205,42.11243,-91.2738,1,1593585
Jones,ANS-ANAMOSA SOUTH/JACKSON,LAWRENCE COMMUNITY CENTER,600 E MAIN ST,ANAMOSA,IA,52205,42.10845,-91.2795,1,1593586
Jones,CGLW-CASTLE GRV/LOV/WAYN,MONTICELLO COMMUNITY BUILDING,766 N MAPLE ST,MONTICELLO,IA,52310,42.24669,-91.1896,1,1593587
Jones,FV-FAIRVIEW,ANAMOSA LIBRARY & LEARNING CENTER,600 E 1ST ST,ANAMOSA,IA,52205,42.10637,-91.2778,1,1593588
Jones,GF-GREENFIELD,MARTELLE LIBRARY,202 SOUTH ST,MARTELLE,IA,52305,42.02043,-91.3588,1,947257
Jones,MN1-MONTICELLO 1,KIRKWOOD COMMUNITY COLLLEGE: JONES COUNTY REGIONAL CENTER A,220 WELTER DR,MONTICELLO,IA,52310,42.23834,-91.1871,0.33,947258
Jones,MN2-MONTICELLO 2,"JONES COUNTY YOUTH EXTENSION, JONES COUNTY FAIRGROUNDS",800 N MAPLE ST,MONTICELLO,IA,52310,42.24714,-91.1898,1,947259
Jones,MN3-MONTICELLO 3,"MONTICELLO HIGH SCHOOL, LIBRARY",850 E OAK ST,MONTICELLO,IA,52310,42.23401,-91.185,1,947260
Jones,MN4-MONTICELLO 4,"MONTICELLO HIGH SCHOOL, BANDROOM",850 E OAK ST,MONTICELLO,IA,52310,42.23401,-91.185,1,947261
Jones,OX-OXFORD,OXFORD JUNCTION SENIOR CENTER,115 E BROADWAY,OXFORD JUNCTION,IA,52323,41.98359,-90.9568,0.7,947263
Jones,RLWS-RICHLAND WASHINGTON,KIRKWOOD COMMUNITY COLLLEGE: JONES COUNTY REGIONAL CENTER B,220 WELTER DR,MONTICELLO,IA,52310,42.23834,-91.1871,0.33,947264
Jones,ROHA-ROME/HALE,"OLIN ELEMENTARY SCHOOL, CAFETERIA",212 TRILBY ST,OLIN,IA,52320,41.99474,-91.1399,1,947265
Jones,SGMC-SC GRV/MADISON/CLAY,ONSLOW COMMUNITY ROOM,105 MAIN ST,ONSLOW,IA,52321,42.10628,-91.0146,1,1593589
Jones,WY-WYOMING,WYOMING MEMORIAL HALL,130 W MAIN ST,WYOMING,IA,52362,42.05873,-91.0062,0.9,947267
Keokuk,Adams,"TRI-COUNTY HIGH SCHOOL, GYM A",3003 IA-22,KESWICK,IA,50136,41.45127,-92.2392,0.6,947268
Keokuk,Benton/Steady Run,HEDRICK CITY HALL,109 N MAIN ST,HEDRICK,IA,52563,41.17157,-92.3092,1,947269
Keokuk,East/West Lancaster,HAYESVILLE CITY HALL,907 E. PLEASANT VALLEY ST.,SIGOURNEY,IA,52591,41.32995,-92.1938,1,947273
Keokuk,English River/Liberty,SOUTH ENGLISH FIRE DEPARTMENT,401 BROADWAY ST,SOUTH ENGLISH,IA,52335,41.4499,-92.0902,1,947271
Keokuk,Jackson,RICHLAND PUBLIC LIBRARY A,100 MAIN ST,RICHLAND,IA,52585,41.18459,-91.9919,1,947272
Keokuk,Lafayette/Clear Creek,LIBERTYVILLE SAVINGS BANK,225 E BROADWAY AVE,KEOTA,IA,52248,41.36372,-91.9525,0.9,1593590
Keokuk,Prairie,"TRI-COUNTY HIGH SCHOOL, GYM B",3003 IA-22,KESWICK,IA,50136,41.45127,-92.2392,0.6,947274
Keokuk,Richland,RICHLAND PUBLIC LIBRARY B,100 MAIN ST,RICHLAND,IA,52585,41.18459,-91.9919,1,947275
Keokuk,Sigourney 1st Ward,"SIGOURNEY LIBRARY, COMMUNITY ROOM",720 E JACKSON ST,SIGOURNEY,IA,52591,41.33698,-92.1971,1,947276
Keokuk,Sigourney 2nd Ward,SIGOURNEY CITY HALL,10 N MAIN ST,SIGOURNEY,IA,52591,41.3309,-92.205,0.6,947277
Keokuk,Sigourney 3rd Ward,SIGOURNEY COMMUNITY CENTER,615 S. JEFFERSON ST.,SIGOURNEY,IA,52591,41.32742,-92.2037,1,947278
Keokuk,Sigourney 4th Ward,SIGOURNEY HIGH SCHOOL A,907 E PLEASANT VALLEY ST,SIGOURNEY,IA,52591,41.32995,-92.1938,1,947279
Keokuk,Sigourney/Plank/Van Buren,"KEOKUK COUNTY EXPO., 4-H BUILDING CONFERENCE ROOM",22400 220TH AVE.,SIGOURNEY,IA,52591,41.28954,-92.1809,0.6,947280
Keokuk,Warren,DELTA CITY HALL,104 N 2ND ST,DELTA,IA,52550,41.32373,-92.3304,1,947283
Keokuk,What Cheer/Washington,"WHAT CHEER CITY HALL, COMMUNITY ROOM",308 SOUTH BARNES ST.,WHAT CHEER,IA,50268,41.40386,-92.3548,0.9,947281
Kossuth,AL1,LUCIA WALLACE ELEMENTARY SCHOOL,729 E. KENNEDY,ALGONA,IA,50511,43.06497,-94.2279,1,947284
Kossuth,AL2,"ALGONA MIDDLE SCHOOL, COMMONS A",600 S HALE ST,ALGONA,IA,50511,43.06424,-94.2232,1,947285
Kossuth,AL3,"ALGONA HIGH SCHOOL, COMMONS B",600 S HALE ST,ALGONA,IA,50511,43.06424,-94.2232,1,947286
