County,Precinct Name,Location Name,Address,City,State,Zip,Lat,Lng,Accuracy Score,VANPCTCODE
Linn,Cedar Rapids 41,"CALVARY BAPTIST CHURCH, GYM",5338 JOHNSON AVE SW,CEDAR RAPIDS,IA,52404,41.96697,-91.7394,1,1593638
Linn,Cedar Rapids 42,"GRANT WOOD AEA, CONFERENCE CENTER",4401 6TH ST SW,CEDAR RAPIDS,IA,52404,41.93535,-91.675,1,1593639
Linn,Cedar Rapids 43,KIRKWOOD COMMUNITY COLLEGE LINN 1158,6301 KIRKWOOD BLVD SW,CEDAR RAPIDS,IA,52404,41.91871,-91.6553,1,1593640
Linn,Cedar Rapids 44,KIRKWOOD COMMUNITY COLLEGE LINN 3116,6301 KIRKWOOD BLVD SW,CEDAR RAPIDS,IA,52404,41.91871,-91.6553,1,1593641
Linn,Fairfax City,AMERICAN LEGION HALL,216 MAIN ST,FAIRFAX,IA,52228,41.91944,-91.7817,1,1593642
Linn,Hiawatha 1,HOPE UCC SANCTUARY & NARTHEX,150 9TH AVE,HIAWATHA,IA,52233,42.03737,-91.6819,1,1593643
Linn,Hiawatha 2,HIAWATHA COMMUNITY CENTER,101 EMMONS ST,HIAWATHA,IA,52233,42.03847,-91.6753,1,1593644
Linn,Hiawatha 3,KIRKWOOD REGIONAL CENTER ROOM 100,1770 BOYSON RD,HIAWATHA,IA,52233,42.04509,-91.6961,1,1593645
Linn,Hiawatha4,"KIRKWOOD REGIONAL CENTER, ROOM 208",1770 BOYSON RD,HIAWATHA,IA,52233,42.04509,-91.6961,1,1593646
Linn,Marion 01,"EMERSON LEARNING CENTER, GYM",1400 10TH AVE,MARION,IA,52302,42.03677,-91.5939,1,1593647
Linn,Marion 02,"MARION CITY HALL, CITY COUNCIL CHAMBERS",1225 6TH AVE,MARION,IA,52302,42.03214,-91.5964,1,1593648
Linn,Marion 03,VERNON MIDDLE SCHOOL:  CAFETERIA,1350 4TH AVE,MARION,IA,52302,42.03098,-91.5958,1,1593649
Linn,Marion 04,"MARION HIGH SCHOOL, CAFETERIA",675 S 15TH ST,MARION,IA,52302,42.02336,-91.5921,0.5,1593650
Linn,Marion 05,"EXCELSIOR MIDDLE SCHOOL, CAFETERIA",3555 10TH ST,MARION,IA,52302,42.05744,-91.5992,1,1593651
Linn,Marion 06,"LONGFELLOW ELEMENTARY SCHOOL, GYM",2900 8TH AVENUE,MARION,IA,52302,42.03561,-91.5814,1,1593652
Linn,Marion 07,"WILKINS ELEMENTARY SCHOOL, MULTI PURPOSE ROOM",2127 27TH ST,MARION,IA,52302,42.04425,-91.5827,1,1593653
Linn,Marion 08,"LINN GROVE ELEMENTARY SCHOOL, MULTI PURPOSE ROOM",2301 50TH ST,MARION,IA,52302,42.04584,-91.5552,1,1593654
Linn,Marion 09,"ASCENSION LUTHERAN CHURCH, FELLOWSHIP HALL",2210 GRAND AVE,MARION,IA,52302,42.02085,-91.5879,1,1593655
Linn,Marion 10,"SQUAW CREEK PARK, RED CEDAR LODGE",1700 BIG BLUESTEM DR,MARION,IA,52302,42.01367,-91.5724,0.6,1593656
Linn,Marion 11,"NOVAK ELEMENTARY, MULTIPURPOSE ROOM",401 29TH AVE,MARION,IA,52302,42.04992,-91.6054,1,1593657
Linn,Marion 12,"LOWE PARK, THE OAKS (RED & WHITE OAK ROOMS COMBINED)",4500 10TH ST,MARION,IA,52302,42.06651,-91.5995,1,1593658
Linn,Marion 13,"OAK RIDGE MIDDLE SCHOOL, GYM",4901 ALBURNETT RD,MARION,IA,52302,42.07003,-91.6148,1,1593659
Linn,Marion 14,"OAK RIDGE MIDDLE SCHOOL, CAFETERIA",4901 ALBURNETT RD,MARION,IA,52302,42.07003,-91.6148,1,1593660
Linn,Mount Vernon north,"MOUNT VERNON HIGH SCHOOL, COMMONS",525 PALISADES RD SW,MOUNT VERNON,IA,52314,41.92027,-91.4278,1,947401
Linn,Mount Vernon South,"CORNELL COLLEGE SMALL SPORTS COMPLEX, ARENA","600 1ST ST, MT VERNON, IA 52314",MOUNT VERNON,IA,52314,41.92554,-91.4221,0.9,947402
Linn,Robins,"KING OF KINGS LUTHERAN CHURCH, SANCTUARY",3275 NORTH CENTER POINT RD,CEDAR RAPIDS,IA,52411,42.08875,-91.6902,1,1593661
Linn,Bertram,SQUAW CREEK PARK: PRAIRIE OAK LODGE,4201 BIG BLUESTEM CIR,MARION,IA,52302,42.01408,-91.5667,0.6,1593662
Linn,Boulder,"ST. JOSEPH'S CHURCH, FELLOWSHIP BASEMENT",300 WEST AVE,PRAIRIEBURG,IA,52219,42.23624,-91.4257,1,1593663
Linn,Brown,SPRINGVILLE AMERICAN LEGION HALL,252 BROADWAY ST,SPRINGVILLE,IA,52336,42.05906,-91.4431,1,1593664
Linn,Buffalo,"HOWARD CHERRY SCOUT RESERVATION - CAMP WAKONA, DAKIN DINING HALL",4521 BOY SCOUT RD,CENTRAL CITY,IA,52214,42.1892,-91.4573,1,1593665
Linn,Clinton,"TAFT MIDDLE SCHOOL, LIBRARY",5200 E AVE NW,CEDAR RAPIDS,IA,52405,41.98023,-91.7384,1,1593666
Linn,College,"PRAIRIE CREEK INTERMEDIATE SCHOOL, SOUTH GYM",401 78TH AVE SW,CEDAR RAPIDS,IA,52404,41.91954,-91.7045,0.33,1593667
Linn,Fairfax Township,"FAIRFAX CITY HALL, COMMUNITY ROOM",300 80TH ST CT,FAIRFAX,IA,52228,41.9307,-91.774,0.9,1593668
Linn,Fayette,"PALO COMMUNITY CENTER, GYM",1006 1ST ST,PALO,IA,52324,42.06794,-91.7956,1,1593669
Linn,Franklin,"LISBON HIGH SCHOOL, LECC GYM",235 W SCHOOL ST,LISBON,IA,52314,41.91901,-91.3889,0.9,1593670
Linn,Grant,"WALKER CITY HALL, COMMUNITY ROOM",204 GREENE ST,WALKER,IA,52352,42.28625,-91.7811,1,1593671
Linn,Jackson,"CENTRAL CITY HIGH SCHOOL, COMMONS",400 BARBER ST,CENTRAL CITY,IA,52214,42.20887,-91.5259,1,1593672
Linn,Linn,"SLEEP INN, CORNELL ROOM",310 VIRGIL AVE,MOUNT VERNON,IA,52314,41.91444,-91.4231,1,1593673
Linn,Maine,"FALCON CIVIC CENTER, DINING HALL",137 N. 4TH ST,CENTRAL CITY,IA,52214,42.20554,-91.5247,1,1593674
Linn,Marion township,"LINN COUNTY SOLID WASTE AGENCY, ENVIRONMENTAL EDUCATION CLASSROOM",1954 COUNTY HOME ROAD,MARION,IA,52302,42.09309,-91.5548,1,1593675
Linn,Monroe 1,WICKIUP HILL LEARNING CENTER,10260 MORRIS HILL RD,TODDVILLE,IA,52341,42.08301,-91.7649,1,1593676
Linn,Monroe 2,"VIOLA GIBSON ELEMENTARY SCHOOL, CAFETERIA",6101 GIBSON DR NE,CEDAR RAPIDS,IA,52411,42.03946,-91.7144,1,1593677
Linn,Otter Creek,"ALBURNETT HIGH SCHOOL, PIRATE HALL (CAFETERIA)",131 ROOSEVELT ST,ALBURNETT,IA,52202,42.15015,-91.6198,1,1593678
Linn,Putnam,"PRAIRIE CREEK INTERMEDIATE SCHOOL, NORTH GYM",401 76TH AVE SW,CEDAR RAPIDS,IA,52404,41.90321,-91.6694,1,1593679
Linn,Spring Grove,"NORTH LINN HIGH SHOOL, CAFETERIA",3033 LYNX DR,TROY MILLS,IA,52344,42.29117,-91.6613,0.9,1593680
Linn,Washington,"CENTER POINT-URBANA MIDDLE SCHOOL, MULTIPURPOSE ROOM",613 SUMMIT ST,CENTER POINT,IA,52213,42.18922,-91.786,1,1593681
Louisa,Columbus Junction,"ROUNDY ELEMENTARY SCHOOL, GYM",1212 COLTON ST,COLUMBUS JUNCTION,IA,52738,41.26799,-91.3681,1,947409
Louisa,Grandview-Port Louisa,"L&M ELEMENTARY SCHOOL, GYM",14506 170TH ST,GRANDVIEW,IA,52754,41.30574,-91.2047,0.9,947412
Louisa,Morning Sun - Marshall,MORNING SUN ELEMENTARY SCHOOL,311 E DIVISION ST,MORNING SUN,IA,52640,41.09575,-91.2484,1,947413
Louisa,Southeast Louisa,"WAPELLO HIGH SCHOOL, AUDITORIUM",501 BUCHANAN AVE,WAPELLO,IA,52653,41.18011,-91.1896,1,1593682
Louisa,West Louisa,"ROUNDY ELEMENTARY SCHOOL, CAFETERIA",1212 COLTON ST,COLUMBUS JUNCTION,IA,52738,41.26799,-91.3681,1,947414
Lucas,Chariton Precinct 1,"CHARITON HIGH SCHOOL, AUDITORIUM A",501 N GRAND,CHARITON,IA,50049,41.01946,-93.3076,1,947417
Lucas,Chariton Precinct 2,"CHARITON HIGH SCHOOL, AUDITORIUM B",501 N GRAND,CHARITON,IA,50049,41.01946,-93.3076,1,947418
Lucas,Lucas-Extension Office Precinct,"CHARITON HIGH SCHOOL, AUDITORIUM STAGE",501 N GRAND,CHARITON,IA,50049,41.01946,-93.3076,1,947421
Lucas,Lucas,LUCAS COMMUNITY CENTER,110 E FRONT ST,LUCAS,IA,50151,41.02861,-93.4572,0.6,947422
Lucas,Pine Oak Marsh,"CHARITON HIGH SCHOOL, LOBBY",501 N GRAND,CHARITON,IA,50049,41.01946,-93.3076,1,1593683
Lucas,City of Russell- Cedar and Washington Townships,RUSSELL COMMUNITY CENTER A,106 W STANTON ST,RUSSELL,IA,50238,40.98579,-93.198,0.9,947423
Lucas,Williamson,RUSSELL COMMUNITY CENTER B,106 W STANTON ST,RUSSELL,IA,50238,40.98579,-93.198,0.9,947424
Lyon,PCT 2 DOON,INWOOD CITY HALL A,103 S MAIN ST,INWOOD,IA,,43.30832,-96.432,1,947426
Lyon,PCT 1 GEORGE,GEORGE SOUTH COMMUNITY ROOM A,117 S MAIN ST,GEORGE,IA,,43.34311,-96.0022,1,947425
Lyon,PCT 3 INWOOD,INWOOD CITY HALL B,103 S MAIN ST,INWOOD,IA,,43.30832,-96.432,1,947427
Lyon,PCT 4 LARCHWOOD,LARCHWOOD RECREATION CENTER A,1138 BROADWAY ST,LARCHWOOD,IA,,43.45507,-96.434,1,947428
Lyon,PCT 5 LESTER,LARCHWOOD RECREATION CENTER B,1138 BROADWAY ST,LARCHWOOD,IA,,43.45507,-96.434,1,947429
Lyon,PCT 6 LITTLE ROCK,GEORGE SOUTH COMMUNITY ROOM B,117 S MAIN ST,GEORGE,IA,,43.34311,-96.0022,1,947430
Lyon,PCT 7 ROCK RAPIDS,FORSTER COMMUNITY CENTER A,405 S 2ND AVE,ROCK RAPIDS,IA,,43.43094,-96.1699,1,947431
Lyon,PCT 8 ROCK RAPIDS,FORSTER COMMUNITY CENTER B,405 S 2ND AVE,ROCK RAPIDS,IA,,43.43094,-96.1699,1,947432
Madison,Grand River-Monroe-Webster,WRC HALL,110 W SOUTH ST,MACKSBURG,IA,50155,41.33246,-94.0128,0.6,1593684
Madison,Jackson-Douglas-Lincoln,"MADISON CO FAIR GROUNDS, COMMUNITY BLDG",1146 W SUMMIT ST,WINTERSET,IA,50273,41.3301,-94.0279,1,1593685
Madison,Jefferson-Lee,UNION STATE BANK - COMMUNITY ROOM,611 W HWY 92,WINTERSET,IA,50273,41.34484,-94.0077,0.9,947435
Madison,Penn-Madison,"EARLHAM COMMUNITY BUILDING, GREAT RM",150 E 1ST ST,EARLHAM,IA,50072,41.49145,-94.1223,1,947436
Madison,South,ST. CHARLES PARISH,305 W. MAIN ST,ST. CHARLES,IA,50240,41.28851,-93.8089,1,1897923
Madison,Union-Crawford-Scott,PATTERSON COMMUNITY ROOM,150 8TH ST,PATTERSON,IA,50218,41.3499,-93.8803,0.33,1593687
Madison,Walnut-Ohio,"INTERSTATE 35 COMMUNITY SCHOOL, GYM",405 E NORTH ST,TRURO,IA,50257,41.21009,-93.8427,1,947440
Madison,Winterset 1,"WINTERSET MIDDLE SCHOOL, CAFETERIA",404 S 2ND AVE,WINTERSET,IA,50273,41.33139,-94.0159,1,947441
Madison,Winterset 2,"WINTERSET MIDDLE SCHOOL, GYM",404 S. 2ND AVE,WINTERSET,IA,50273,41.33139,-94.0159,1,947442
Mahaska,ADAMS - MONROE - PLEASANT GROVE - UNION,"NORTH MAHASKA ELEMENTARY SCHOOL, LIBRARY",2163 135TH ST.,NEW SHARON,IA,50207,41.45904,-92.6498,1,947443
Mahaska,BLACK OAK SCOTT,LEIGHTON COMMUNITY HALL,306 OTLEY ST.,LEIGHTON,IA,50143,41.33805,-92.7873,1,947444
Mahaska,CEDAR - HARRISON - WHITE OAK,"FREMONT ELEMENTARY SCHOOL, CAFETERIA",525 E. MAIN ST.,FREMONT,IA,52561,41.21242,-92.4294,0.9,947445
Mahaska,E&W DES MOINES - JEFFERSON,"OSKALOOSA ELEMENTARY SCHOOL, CAFETERIA A",1801 ORCHARD AVE.,OSKALOOSA,IA,52577,41.28337,-92.6627,0.33,947446
Mahaska,GARFIELD-LINCOLN-MADISON,"OSKALOOSA HIGH SCHOOL, LIBRARY",1816 N. 3RD ST.,OSKALOOSA,IA,52577,41.30907,-92.6414,1,947447
Mahaska,OSKALOOSA WARD 1,"WILLIAM PENN UNIVERSITY, STUDENT UNION",201 W. TRUEBLOOD AVE.,OSKALOOSA,IA,52577,41.30761,-92.6494,1,947448
Mahaska,OSKALOOSA WARD 2,"OSKALOOSA ELEMENTARY SCHOOL, CAFETERIA B",1801 ORCHARD AVE.,OSKALOOSA,IA,52577,41.28337,-92.6627,0.33,947449
Mahaska,OSKALOOSA WARD 3 - UNIVERSITY PARK,"OSKALOOSA MIDDLE SCHOOL, LIBRARY",1704 N. 3RD ST.,OKALOOSA,IA,52577,41.30831,-92.6414,0.9,947450
Mahaska,OSKALOOSA WARD 4,"OSKALOOSA HIGH SCHOOL, CAFETERIA",1816 N. 3RD ST.,OSKALOOSA,IA,52577,41.30907,-92.6414,1,947451
Mahaska,PRAIRIE - RICHLAND,"NORTH MAHASKA ELEMENTARY SCHOOL, GYM",2163 135TH ST.,NEW SHARON,IA,50207,41.45904,-92.6498,1,947452
Mahaska,SPRING CREEK,MAHASKA COUNTY ENVIRONMENTAL LEARNING CENTER,2342 HIGHWAY 92,OSKALOOSA,IA,52577,41.29592,-92.6106,1,947453
Marion,Clay,HARVEY COMMUNITY CENTER,300 MAIN ST.,HARVEY,IA,50119,41.31584,-92.9256,1,948284
Marion,Dallas,"MELCHER-DALLAS HIGH SCHOOL, CAFETERIA",214 S. MAIN ST.,MELCHER-DALLAS,IA,50062,41.22228,-93.2417,1,947454
Marion,Indiana Township,PERSHING COMMUNITY CENTER,1766 179TH PL.,PERSHING,IA,50138,41.26659,-93.0087,1,947455
Marion,Knoxville 1,"NORTHSTAR ELEMENTARY SCHOOL, GYM",407 W. LARSON ST.,KNOXVILLE,IA,50138,41.32878,-93.1031,1,947459
Marion,Knoxville 2,KNOXVILLE PUBLIC LIBRARY,213 E MONTGOMERY ST,KNOXVILLE,IA,50138,41.31712,-93.0968,1,947456
Marion,Knoxville 3,"WEST ELEMENTARY SCHOOL, GYM A",306 S PARK LN,KNOXVILLE,IA,50138,41.31394,-93.1145,1,947458
Marion,Knoxville 4,GOOD SHEPHERD LUTHERAN CHURCH,1506 S ATTICA ROAD,KNOXVILLE,IA,50138,41.30719,-93.0799,1,947460
Marion,Knoxville Township,"ISU MARION COUNTY EXTENSION AND OUTREACH, GYM B",210 N IOWA ST,KNOXVILLE,IA,50138,41.32053,-93.106,1,947457
Marion,Lake Prairie Township,"GRAHAM 1, CENTRAL COLLEGE",812 UNIVERSITY ST,PELLA,IA,50219,41.40033,-92.9185,1,947462
Marion,Liberty,TWIN CEDARS HIGH SCHOOL,2204 HIGHWAY G71,BUSSY,IA,50044,41.21901,-92.9269,1,947461
Marion,Otley,OLD OTLEY SCHOOL,215 SUMMIT ST.,OTLEY,IA,50214,41.46598,-93.0376,1,948285
Marion,Pella 4,"BANQUET ROOM, GRAHAM CONF CENTER, CENTRAL COLLEGE",812 UNIVERSITY ST,PELLA,IA,50219,41.40033,-92.9185,1,947466
Marion,Pella 1,"MAYTAG STUDENT CENTER, CENTRAL COLLEGE",415 BROADWAY ST,PELLA,IA,50219,41.40167,-92.9185,1,947463
Marion,Pella 3,"COX-SNOW MUSIC HALL: RECITAL HALL, CENTRAL COLLEGE",814 UNIVERSITY ST,PELLA,IA,50219,41.40033,-92.9185,1,947465
Marion,Pella 2,"MAYTAG STUDENT CENTER: VANEMMERICK THEATER, CENTRAL COLLEGE",415 BROADWAY ST,PELLA,IA,50219,41.40167,-92.9185,1,947464
Marion,Pleasantville,"PLEASANTVILLE HIGH SCHOOL, CAFETERIA",415 JONES ST.,PLEASANTVILLE,IA,50226,41.38819,-93.2717,0.9,948286
Marion,Washington Township,COLUMBIA COMMUNITY CENTER,1032 VIRGINIA ST.,COLUMBIA,IA,50067,41.17523,-93.1517,0.9,947467
Marshall,BANGOR/LISCOMB,LISCOMB FIRE DEPARTMENT,114 MAIN ST,LISCOMB,IA,50148,42.18951,-93.005,1,1593688
Marshall,EDEN / LOGAN,MELBOURNE FIRE DEPARTMENT,25 MAIN ST,MELBOURNE,IA,50162,41.9443,-93.103,1,947479
Marshall,MARSHALLTOWN 4-1,"ANSON ELEMENTARY SCHOOL, GYM",1016 S 3RD AVE,MARSHALLTOWN,IA,51058,42.03501,-92.9077,0.9,1593694
Marshall,MARSHALLTOWN 4-2,"MARSHALLTOWN COMMUNITY COLLEGE, DEJARDIN HALL",3700 S CENTER ST,MARSHALLTOWN,IA,50158,42.03212,-92.9125,0.6,1593695
Marshall,MARSHALLTOWN 3-2,"FISHER ELEMENTARY SCHOOL, GYM",2001 S 4TH ST,MARSHALLTOWN,IA,50158,42.02421,-92.9195,1,1593693
Marshall,MARSHALLTOWN 3-1,"LENIHAN MIDDLE SCHOOL, CAFETERIA",212 W INGLEDUE ST,MARSHALLTOWN,IA,50158,42.03206,-92.9177,1,1593692
Marshall,GREEN CASTLE,"EAST MARSHALL MIDDLE SCHOOL, CAFETERIA",225 S ELM ST,GILMAN,IA,50106,41.87826,-92.7847,1,947480
Marshall,MARSHALLTOWN 2-2,"FRANKLIN ELEMENTARY SCHOOL, GYM",1315 W MAIN ST,MARSHALLTOWN,IA,50158,42.04895,-92.9366,0.9,1593691
Marshall,JEFFERSON,LAUREL UNITED METHODIST CHURCH,209 S MAIN ST,LAUREL,IA,50141,41.88267,-92.9224,1,1593698
Marshall,LEGRAND,LE GRAND AREA COMMUNITY CENTER,206 N VINE ST,LE GRAND,IA,50142,42.00858,-92.7743,1,1593699
Marshall,LIBERTY / MINERVA,CLEMONS FIRE STATION,202 BEVINS ST,CLEMONS,IA,50051,42.11466,-93.1563,1,1593700
Marshall,MARIETTA / WASHINGTON,"WEST MARSHALL HIGH SCHOOL, LUNCHROOM",601 3RD ST NW,STATE CENTER,IA,50247,42.01865,-93.171,1,1593701
Marshall,MARION / VIENNA,"GREEN MOUNTAIN-GARWIN ELEMENTARY SCHOOL, CAFETERIA",1710 WALLACE AVE,GREEN MOUNTAIN,IA,50632,42.10464,-92.8249,0.9,1593702
Marshall,MARSHALLTOWN 2-1,"IOWA VETERANS HOME, MALLOY HALL",1301 SUMMIT ST,MARSHALLTOWN,IA,50158,42.0528,-92.9347,1,1593690
Marshall,MARSHALLTOWN 1-1,"WOODBURY ELEMENTARY SCHOOL, GYM",8 N 7TH ST,MARSHALLTOWN,IA,50158,42.0499,-92.9243,1,1593703
Marshall,MARSHALLTOWN 1-2,MARSHALLTOWN PUBLIC LIBRARY,105 W BOONE ST,MARSHALLTOWN,IA,50158,42.04564,-92.9146,1,1593689
Marshall,STATE CENTER,"WEST MARSHALL HIGH SCHOOL, AUDITORIUM",601 3RD ST NW,STATE CENTER,IA,50247,42.01865,-93.171,1,1593696
Marshall,TAYLOR,ALBION LIBRARY,400 S MAIN ST,ALBION,IA,50005,42.10824,-92.9896,1,1593697
Marshall,TIMBER CREEK,MARSHALLTOWN COMMUNITY COLLEGE 608-610,3700 SOTH CENTER ST,MARSHALLTOWN,IA,50158,42.0361,-92.9989,0.33,947478
Mills,Deer Creek/White Cloud,EMERSON COMMUNITY BUILDING A,711 MORTON AVE,EMERSON,IA,51533,41.01712,-95.4015,1,947487
Mills,Emerson/Hastings/Indian Creek,EMERSON COMMUNITY BUILDING B,711 MORTON AVE,EMERSON,IA,51533,41.01712,-95.4015,1,947488
Mills,Glenwood Township,GLENWOOD COMMUNITY HIGH SCHOOL D,507 E SHARP ST,GLENWOOD,IA,51534,41.04609,-95.7445,1,947492
Mills,Glenwood Ward 1,GLENWOOD COMMUNITY HIGH SCHOOL A,504 E SHARP ST,GLENWOOD,IA,51534,41.04891,-95.7308,1,947489
Mills,Glenwood Ward 2,GLENWOOD COMMUNITY HIGH SCHOOL B,505 E SHARP ST,GLENWOOD,IA,51534,41.04609,-95.7445,1,947490
Mills,Glenwood Ward 3,GLENWOOD COMMUNITY HIGH SCHOOL C,506 E SHARP ST,GLENWOOD,IA,51534,41.04639,-95.7445,1,947491
Mills,Henderson/Anderson,No data,No data,No data,IA,,42.28192,-94.1108,1,947493
Mills,Malvern/Tabor/Center Twp/Rawles Twp/Silver Creek,EAST MILLS HIGH SCHOOL,1505 E 15TH ST,MALVERN,IA,51551,41.0126,-95.5833,1,947494
Mills,Oak/St. Mary,SAINT JOHN LUTHERAN CHURCH,605 MAIN ST,MINEOLA,IA,51554,41.14313,-95.6924,1,947495
Mills,Pacific Junction/Lyons/Platville,GLENWOOD LIBRARY,109 N VINE ST,GLENWOOD,IA,51534,41.0482,-95.7418,1,947496
Mills,Silver City/Ingraham,SILVER CITY COMMUNITY BUILDING,417 MAIN ST,SILVER CITY,IA,51571,41.11306,-95.6373,1,947497
Mitchell,BO LIB OSAGE,OWEN NATURE CENTER (WEST SIDE),18793 HWY 9,OSAGE,IA,50461,43.32077,-92.7897,0.33,947509
Mitchell,DOUGLAS EAST LINCOLN,RICEVILLE LIBRARY A,307 WOODLAND AVE,RICEVILLE,IA,50466,43.36117,-92.5543,1,947503
Mitchell,ENKINS RICEVILLE CITY,RICEVILLE LIBRARY B,307 WOODLAND AVE,RICEVILLE,IA,50466,43.36117,-92.5543,1,947500
Mitchell,OSAGE 01,"LINCOLN ELEMENTARY SCHOOL, CAFETERIA",515 CHASE ST,OSAGE,IA,50461,43.28525,-92.8131,1,947504
Mitchell,OSAGE 02,"LINCOLN ELEMENTARY SCHOOL, GYM",515 CHASE ST,OSAGE,IA,50461,43.28525,-92.8131,1,947505
Mitchell,OSAGE 03,AMERICAN LEGION MA,504 MAIN ST,OSAGE,IA,50461,43.28393,-92.8129,1,947506
Mitchell,OSAGE 04,AMERICAN LEGION MB,504 MAIN ST,OSAGE,IA,50461,43.28393,-92.8129,1,947507
Mitchell,OTRANTO NEWBURG CARPENTER CITY,CARPENTER BAR AND GRILL,416 WILLIAM ST,CARPENTER,IA,50426,43.41488,-93.0155,0.9,947498
Mitchell,ROCK MITCHELL CEDAR,OWEN NATURE CENTER (EAST SIDE),18793 HWY 9,OSAGE,IA,50461,43.32077,-92.7897,0.33,947501
Mitchell,ST ANSGAR UNION,"SOUTH SQUARE GYMNASIUM, ROOM 101",202 SOUTH WASHINGTON STREET,ST ANSGAR,IA,50472,43.37672,-92.923,1,947510
Mitchell,STACYVILLE,STACYVILLE LIBRARY,106 N BROAD ST,STACEYVILLE,IA,50476,43.43626,-92.7821,1,947511
Monona,ASHTON BELVIDERE KENNEBEC LINCOLN FRANKLIN TURIN,MONONA COUNTY COURTHOUSE A,610 IOWA AVE,ONAWA,IA,51040,42.02805,-96.0924,1,948287
Monona,CASTANA CENTER JORDAN,CASTANA CITY HALL,103 PINE ST,CASTANA,IA,51010,42.07474,-95.9118,1,948288
Monona,COOPER MAPLE MAPLETON,MAPLETON CITY HALL,513 MAIN ST,MAPLETON,IA,51034,42.16599,-95.791,1,948289
Monona,FAIRVIEW GRANT LAKE RODNEY WEST FORK WHITING,ONAWA CITY COMMUNITY CENTER A,320 10TH ST,ONAWA,IA,51040,42.0367,-96.0979,1,948290
Monona,MOORHEAD SOLDIER SOLDIER CITY SPRING VALLEY WILLOW,CITY HALL,108 OAK ST,SOLDIER,IA,51572,41.98499,-95.7794,1,948297
Monona,ONAWA Ward 1,MONONA COUNTY COURTHOUSE B,610 IOWA AVE,ONAWA,IA,51040,42.02805,-96.0924,1,948291
Monona,ONAWA Ward 2- NE Franklin,ONAWA CITY COMMUNITY CENTER B,320 10TH ST,ONAWA,IA,51040,42.0367,-96.0979,1,948292
Monona,ONAWA Ward 3,ONAWA CITY COMMUNITY CENTER C,320 10TH ST,ONAWA,IA,51040,42.0367,-96.0979,1,948293
Monona,ONAWA Ward 4,ONAWA PUBLIC LIBRARY,707 IOWA AVE,ONAWA,IA,51040,42.02616,-96.0931,1,948294
Monona,SHERMAN SE FRANKLIN BLENCOE SIOUX,BLENCOE COMMUNITY CENTER,413 MAIN ST,BLENCOE,IA,51523,41.93048,-96.0816,1,948296
Monona,ST CLAIR UTE,ADA J'S,103 W MAIN ST,UTE,IA,51060,42.05033,-95.7066,1,948295
Monroe,No. 1-Albia First Ward,"ALBIA HIGH SCHOOL, LIBRARY",503 B AVE EAST,ALBIA,IA,52531,41.02911,-92.8027,1,947512
Monroe,No. 2-Albia Second Ward,"ALBIA HIGH SCHOOL, GYM",503 B AVE EAST,ALBIA,IA,52531,41.02911,-92.8027,1,947513
Monroe,No. 3-Albia Third Ward,"ALBIA HIGH SCHOOL, GYM 2",503 B AVE EAST,ALBIA,IA,52531,41.02911,-92.8027,1,947514
Monroe,No. 4-Albia Fourth Ward,"ALBIA HIGH SCHOOL, CAFETERIA",503 B AVE EAST,ALBIA,IA,52531,41.02911,-92.8027,1,947515
Monroe,CTHSE - Monroe Precinct 5,ALBIA HIGH SCHOOL A,503 B AVE EAST,ALBIA,IA,52531,41.02911,-92.8027,1,948298
Monroe,LOVILIA - Monroe Precinct 6,LOVILIA COMMUNITY CENTER,608 WEST 17TH STREET,LOVILIA,IA,50150,41.13449,-92.9078,0.9,948299
Monroe,MELROSE - Monroe Precinct 7,ALBIA HIGH SCHOOL B,503 B AVE EAST,ALBIA,IA,52531,41.02911,-92.8027,1,948300
Montgomery,WARD1 PILOT GROVE FRANKFORT RO TWP,"RED OAK HIGH SCHOOL, AUDITORIUM",2011 N 8TH ST,RED OAK,IA,51566,41.02187,-95.2235,1,947516
Montgomery,WARD2 SHERMAN RO TWP,"RED OAK HIGH SCHOOL, COMMONS",2011 N 8TH ST,RED OAK,IA,51566,41.02187,-95.2235,1,947517
Montgomery,WARD3 SHERMAN PILOT GROVE FRANKFORT RO TWP,"RED OAK HIGH SCHOOL, FIELD HOUSE",2011 N 8TH ST,RED OAK,IA,51566,41.02187,-95.2235,1,947518
Montgomery,4 GRFLD LNCLN SHER PILOT GROVE TWP ELLIOTT,COMMUNITY BUILDING,403 MAIN ST,ELLIOTT,IA,51532,41.14942,-95.1615,1,947519
Montgomery,5 PILOT GROVE FRANKFORT DOUGLAS WASH TWP GRANT,HAYLOFT,102 U AVE,GRANT,IA,50847,41.14105,-94.9846,1,947520
Montgomery,6 WEST GRANT SCOTT TWP COBURG STANTON,VIKING CENTER,501 ELLIOTT ST,STANTON,IA,51573,40.98419,-95.1015,1,947521
Montgomery,7 SCOTT EAST TWP VILLISCA,"SW VALLEY MIDDLE SCHOOL, GYM",406 E 3RD ST,VILLISCA,IA,50864,40.92971,-94.9746,1,947522
Muscatine,Bloomington,MUSCATINE SCHOOL ADMINISTRATION BUILDING,2900 MULBERRY AVE.,MUSCATINE,IA,52761,41.44343,-91.0671,1,1593705
Muscatine,Fruitland One-City,"FRUITLAND CITY HALL, LARGE ROOM",104 SAND RUN RD.,FRUITLAND,IA,52749,41.35563,-91.1238,1,947526
