County,Precinct,Combined,Precinct ID,Delegates,Commit Goal,Commit Goal - 298,Field Goal,Commits,PTG,Difference to Delegate Threshold,Precinct Captains,MSQ Yang Support -1's,MSQ Yang Support - 2's,Total Support,298 Turnout
Cedar,Da,Cedar Da,946746,4,16,14,6,0,0.00%,16,0,1,4,5,90
Cedar,Fm,Cedar Fm,946747,8,23,18,8,2,11.10%,21,0,0,4,6,118
Cedar,Fr,Cedar Fr,946748,3,13,10,6,0,0.00%,13,0,1,3,4,64
Cedar,Gw,Cedar Gw,946749,7,47,36,16,1,2.80%,46,0,1,6,8,233
Cedar,In,Cedar In,946750,2,5,5,6,0,0.00%,5,0,1,2,3,28
Cedar,Ln,Cedar Ln,946751,7,31,24,11,0,0.00%,31,0,2,6,8,158
Cedar,Ma,Cedar Ma,946752,4,15,12,5,1,8.30%,14,0,1,2,4,75
Cedar,Tt1,Cedar Tt1,946753,4,11,9,4,1,11.10%,10,0,1,2,4,57
Cedar,Tt2,Cedar Tt2,946754,4,21,17,7,0,0.00%,21,0,1,5,6,108
Cedar,Tt3,Cedar Tt3,946755,5,24,18,8,0,0.00%,24,0,3,4,7,119
Cedar,Wb1,Cedar Wb1,1593442,14,86,64,29,1,1.60%,85,0,1,4,6,424
Cerro Gordo,Cl,Cerro Gordo Cl,946756,7,23,18,8,1,5.60%,22,0,0,5,6,114
Cerro Gordo,Cl1,Cerro Gordo Cl1,946757,9,29,22,10,1,4.50%,28,0,8,12,21,144
Cerro Gordo,Cl2,Cerro Gordo Cl2,946758,11,39,29,13,4,13.80%,35,0,5,8,17,193
Cerro Gordo,Cl3,Cerro Gordo Cl3,946759,9,20,16,7,2,12.50%,18,0,2,11,15,101
Cerro Gordo,Fln,Cerro Gordo Fln,946761,2,6,5,6,0,0.00%,6,0,0,1,1,29
Cerro Gordo,Fls,Cerro Gordo Fls,946762,1,6,5,2,0,0.00%,6,0,0,1,1,29
Cerro Gordo,Gme,Cerro Gordo Gme,946763,1,6,5,2,0,0.00%,6,0,0,4,4,31
Cerro Gordo,Gmw,Cerro Gordo Gmw,946764,1,3,3,1,0,0.00%,3,0,0,1,1,16
Cerro Gordo,Gn,Cerro Gordo Gn,946765,5,15,12,5,0,0.00%,15,0,1,3,4,73
Cerro Gordo,Lcn,Cerro Gordo Lcn,1593443,2,4,4,5,0,0.00%,4,0,0,2,2,23
Cerro Gordo,Lk,Cerro Gordo Lk,946766,2,3,3,3,0,0.00%,3,0,1,4,5,16
Cerro Gordo,Mc W1p1,Cerro Gordo Mc W1p1,946767,8,25,19,9,2,10.50%,23,0,8,5,15,126
Cerro Gordo,Mc W1p2,Cerro Gordo Mc W1p2,946768,10,24,19,9,1,5.30%,23,0,5,9,15,126
Cerro Gordo,Mc W1p3,Cerro Gordo Mc W1p3,946769,11,42,33,15,1,3.00%,41,0,3,13,17,219
Cerro Gordo,Mc W2p1,Cerro Gordo Mc W2p1,946770,7,19,16,7,0,0.00%,19,0,3,8,11,103
Cerro Gordo,Mc W2p2,Cerro Gordo Mc W2p2,946771,13,49,36,17,3,8.30%,46,0,4,16,23,240
Cerro Gordo,Mc W2p3,Cerro Gordo Mc W2p3,946772,8,19,15,7,0,0.00%,19,0,3,6,9,95
Cerro Gordo,Mc W3p1,Cerro Gordo Mc W3p1,946773,11,38,29,13,0,0.00%,38,0,4,14,18,189
Cerro Gordo,Mc W3p2,Cerro Gordo Mc W3p2,946774,8,24,18,8,0,0.00%,24,0,0,8,8,118
Cerro Gordo,Mc W3p3,Cerro Gordo Mc W3p3,946775,14,39,29,13,0,0.00%,39,1,5,11,16,193
Cerro Gordo,Mc W4p1,Cerro Gordo Mc W4p1,946776,8,17,13,6,0,0.00%,17,0,0,6,6,86
Cerro Gordo,Mc W4p2,Cerro Gordo Mc W4p2,946777,9,25,19,8,0,0.00%,25,0,4,6,10,122
Cerro Gordo,Mc W4p3,Cerro Gordo Mc W4p3,946778,11,33,24,11,0,0.00%,33,0,4,11,15,160
Cerro Gordo,Msb,Cerro Gordo Msb,1593444,2,6,5,6,0,0.00%,6,0,0,4,4,31
Cerro Gordo,Mv,Cerro Gordo Mv,946780,2,6,5,6,0,0.00%,6,0,0,1,1,28
Cerro Gordo,Pod,Cerro Gordo Pod,1593445,3,6,5,3,0,0.00%,6,0,1,1,2,29
Cherokee,1 Aur,Cherokee 1 Aur,948239,8,16,12,6,0,0.00%,16,0,1,1,2,80
Cherokee,2 Cleg,Cherokee 2 Cleg,948240,9,9,8,3,0,0.00%,9,0,1,2,3,49
Cherokee,3 Quim,Cherokee 3 Quim,948241,5,13,11,5,0,0.00%,13,0,0,1,1,67
Cherokee,4 Cher,Cherokee 4 Cher,948242,6,9,9,4,0,0.00%,9,0,0,3,3,54
Cherokee,5 Ch W1,Cherokee 5 Ch W1,946782,10,18,16,7,2,12.50%,16,0,2,2,6,103
Cherokee,6 Ch W2,Cherokee 6 Ch W2,946783,7,10,9,4,0,0.00%,10,0,2,1,3,54
Cherokee,7 Ch W3,Cherokee 7 Ch W3,946784,10,25,20,9,0,0.00%,25,0,0,5,5,129
Cherokee,8 Marc,Cherokee 8 Marc,1992281,8,14,12,5,0,0.00%,14,0,0,5,5,#N/A
Chickasaw,Bd,Chickasaw Bd,946785,18,22,16,7,0,0.00%,22,0,1,5,6,104
Chickasaw,Ch,Chickasaw Ch,946786,4,4,4,2,0,0.00%,4,0,1,0,1,23
Chickasaw,Da-Rd,Chickasaw Da-Rd,946787,4,6,5,2,0,0.00%,6,0,0,1,1,33
Chickasaw,Df-W2,Chickasaw Df-W2,946788,6,8,6,3,0,0.00%,8,0,0,0,0,38
Chickasaw,Ds-Fb,Chickasaw Ds-Fb,946789,12,18,15,7,0,0.00%,18,0,2,3,5,95
Chickasaw,Ja-Ut,Chickasaw Ja-Ut,946790,4,5,4,2,0,0.00%,5,0,0,2,2,26
Chickasaw,Nh1,Chickasaw Nh1,946791,9,21,15,7,0,0.00%,21,0,1,4,5,100
Chickasaw,Nh2,Chickasaw Nh2,946792,7,14,11,5,0,0.00%,14,0,0,1,1,69
Chickasaw,Nh3,Chickasaw Nh3,946793,10,19,15,7,0,0.00%,19,0,0,2,2,100
Chickasaw,Nh4,Chickasaw Nh4,946794,10,21,15,7,1,6.70%,20,1,0,1,2,100
Chickasaw,Nhr,Chickasaw Nhr,946795,5,4,4,1,0,0.00%,4,0,0,1,1,21
Chickasaw,St,Chickasaw St,946796,8,16,12,5,0,0.00%,16,0,1,1,2,75
Chickasaw,Wa1,Chickasaw Wa1,1996131,3,9,7,4,0,0.00%,9,0,0,0,0,42
Clarke,Mdl,Clarke Mdl,1593446,6,11,10,4,0,0.00%,11,0,0,4,4,64
Clarke,My,Clarke My,946798,6,16,13,6,0,0.00%,16,0,0,2,2,85
Clarke,Ne,Clarke Ne,1593447,9,28,22,10,0,0.00%,28,0,2,5,7,142
Clarke,Oc1,Clarke Oc1,946800,8,20,15,7,3,20.00%,17,0,2,12,17,100
Clarke,Oc2,Clarke Oc2,946801,8,19,15,7,1,6.70%,18,0,0,2,3,96
Clarke,Oc3,Clarke Oc3,946802,10,25,21,9,4,19.00%,21,1,4,9,17,134
Clarke,Wb,Clarke Wb,946804,3,10,8,5,0,0.00%,10,0,0,2,2,52
Clay,Dgpe,Clay Dgpe,946805,3,8,6,3,0,0.00%,8,0,0,0,0,38
Clay,Gfhd,Clay Gfhd,946806,2,5,4,5,0,0.00%,5,0,0,0,0,24
Clay,Lafr,Clay Lafr,946807,3,8,7,4,0,0.00%,8,0,0,1,1,41
Clay,Lggg,Clay Lggg,946808,2,3,3,3,0,0.00%,3,0,0,1,1,15
Clay,Lncl,Clay Lncl,946809,4,7,6,2,0,0.00%,7,0,0,0,0,34
Clay,Sp1,Clay Sp1,946812,10,24,20,9,0,0.00%,24,0,0,7,7,131
Clay,Sp2,Clay Sp2,946813,12,21,17,8,1,5.90%,20,0,7,11,19,111
Clay,Sp3,Clay Sp3,946814,12,32,24,11,0,0.00%,32,0,0,3,3,160
Clay,Sp4,Clay Sp4,946815,13,35,28,13,0,0.00%,35,0,1,2,3,181
Clay,Sp5,Clay Sp5,946816,13,27,23,10,0,0.00%,27,0,0,17,17,147
Clay,Srsm,Clay Srsm,1593448,7,13,11,5,2,18.20%,11,0,0,3,5,67
Clay,Wflt,Clay Wflt,946817,4,9,8,3,0,0.00%,9,0,1,0,1,47
Clayton,Bm-Hi,Clayton Bm-Hi,948243,9,56,43,19,0,0.00%,56,0,0,7,7,281
Clayton,Bv,Clayton Bv,946818,1,3,3,1,0,0.00%,3,0,0,0,0,15
Clayton,Cc-Sy,Clayton Cc-Sy,948244,3,15,12,7,0,0.00%,15,0,1,1,2,73
Clayton,Cl-Gv,Clayton Cl-Gv,948245,4,16,13,6,0,0.00%,16,0,3,1,4,86
Clayton,Cs,Clayton Cs,946819,5,26,20,9,0,0.00%,26,0,2,4,6,127
Clayton,Elmyvo,Clayton Elmyvo,948246,3,15,11,6,0,0.00%,15,0,1,2,3,70
Clayton,Fb-Wg,Clayton Fb-Wg,948247,3,10,8,5,0,0.00%,10,0,1,3,4,49
Clayton,Gdlumo,Clayton Gdlumo,948248,7,24,19,8,0,0.00%,24,0,2,0,2,121
Clayton,Gm,Clayton Gm,946820,1,3,3,1,0,0.00%,3,0,0,2,2,16
Clayton,Jf-Mv,Clayton Jf-Mv,948249,12,42,33,15,0,0.00%,42,0,2,7,9,215
Clayton,Lm,Clayton Lm,946821,2,3,3,3,0,0.00%,3,0,1,0,1,16
Clayton,Mn,Clayton Mn,948250,8,29,22,10,0,0.00%,29,0,4,2,6,145
Clayton,Mr,Clayton Mr,946822,1,1,1,0,0,0.00%,1,0,0,0,0,3
Clayton,Rd,Clayton Rd,946823,1,3,3,1,0,0.00%,3,0,0,1,1,15
Clinton,Bbrd,Clinton Bbrd,1593449,3,11,9,5,0,0.00%,11,0,1,2,3,55
Clinton,Cam1,Clinton Cam1,946826,8,19,16,7,1,6.30%,18,0,2,6,9,101
Clinton,Cam2,Clinton Cam2,946827,7,26,20,9,0,0.00%,26,0,0,5,5,129
Clinton,Cent,Clinton Cent,946829,1,5,4,2,0,0.00%,5,0,0,2,2,26
Clinton,Cl11,Clinton Cl11,946830,7,19,15,7,0,0.00%,19,0,3,6,9,96
Clinton,Cl12,Clinton Cl12,946831,9,26,20,9,0,0.00%,26,0,0,4,4,132
Clinton,Cl21,Clinton Cl21,946832,7,18,14,6,1,7.10%,17,1,5,7,13,91
Clinton,Cl22,Clinton Cl22,946833,12,58,44,20,3,6.80%,55,1,6,10,19,292
Clinton,Cl31,Clinton Cl31,946834,10,45,34,15,1,2.90%,44,0,3,4,8,222
Clinton,Cl32,Clinton Cl32,946835,12,50,37,17,1,2.70%,49,0,2,9,12,246
Clinton,Cl41,Clinton Cl41,946836,10,34,27,12,3,11.10%,31,0,2,15,20,175
Clinton,Cl42,Clinton Cl42,946837,10,44,33,15,2,6.10%,42,0,2,7,11,217
Clinton,Dcgl,Clinton Dcgl,1593450,2,5,4,5,0,0.00%,5,0,0,0,0,26
Clinton,Dew1,Clinton Dew1,946839,8,34,26,12,0,0.00%,34,0,4,10,14,168
Clinton,Dew2,Clinton Dew2,946840,10,35,27,12,0,0.00%,35,0,6,7,13,180
Clinton,Dewt,Clinton Dewt,946841,4,13,10,4,0,0.00%,13,0,1,3,4,62
Clinton,Edcm,Clinton Edcm,1593451,1,7,6,2,0,0.00%,7,0,0,3,3,36
Clinton,Erha,Clinton Erha,1593452,4,17,13,6,0,0.00%,17,0,3,8,11,86
Clinton,Lbto,Clinton Lbto,1593453,1,3,2,1,0,0.00%,3,0,0,0,0,13
Clinton,Lomo,Clinton Lomo,1593454,1,2,2,1,0,0.00%,2,0,0,1,1,10
Clinton,Ogca,Clinton Ogca,1593455,2,13,11,14,0,0.00%,13,0,0,0,0,69
Clinton,Orgm,Clinton Orgm,1593456,3,12,9,5,0,0.00%,12,0,0,5,5,59
Clinton,Shln,Clinton Shln,1593457,1,9,8,3,0,0.00%,9,0,0,0,0,47
Clinton,Srwh,Clinton Srwh,1593458,3,13,10,6,0,0.00%,13,0,0,0,0,62
Clinton,Wfch,Clinton Wfch,1593459,1,6,5,2,1,20.00%,5,1,0,2,3,31
Clinton,Wwaw,Clinton Wwaw,1593460,3,9,8,4,0,0.00%,9,0,0,0,0,47
Crawford,Co,Crawford Co,946857,2,9,7,9,1,14.30%,8,0,0,1,2,46
Crawford,D1,Crawford D1,946858,6,14,11,5,1,9.10%,13,1,3,7,11,72
Crawford,D2-Dt,Crawford D2-Dt,946859,8,17,13,6,0,0.00%,17,0,1,5,6,83
Crawford,D3-Gr,Crawford D3-Gr,1593461,8,24,18,8,1,5.60%,23,0,1,3,5,116
Crawford,Dc-Ab,Crawford Dc-Ab,1593462,4,24,19,8,0,0.00%,24,0,0,0,0,122
Crawford,Ne,Crawford Ne,1593463,4,13,10,4,0,0.00%,13,0,2,1,3,62
Crawford,Se,Crawford Se,1593464,5,13,10,5,0,0.00%,13,0,0,7,7,65
Crawford,Srk,Crawford Srk,1593465,3,9,8,5,0,0.00%,9,0,0,0,0,52
Dallas,Ads,Dallas Ads,1593466,2,25,19,25,1,5.30%,24,0,1,6,8,122
Dallas,Al1,Dallas Al1,1593467,3,38,29,18,0,0.00%,38,0,1,8,9,191
Dallas,Al2,Dallas Al2,1593468,4,54,44,20,1,2.30%,53,0,12,25,38,287
Dallas,Bdm,Dallas Bdm,1593469,4,58,44,20,4,9.10%,54,0,4,14,22,289
Dallas,Cl5,Dallas Cl5,1593470,5,67,51,23,1,2.00%,66,0,2,13,16,338
Dallas,Cl6,Dallas Cl6,1593471,6,63,50,23,1,2.00%,62,0,6,23,30,328
Dallas,Coa,Dallas Coa,1593472,2,22,17,23,0,0.00%,22,0,1,3,4,113
Dallas,Do,Dallas Do,946878,1,19,15,7,4,26.70%,15,0,11,11,26,98
Dallas,Lwl,Dallas Lwl,1593473,1,13,10,4,0,0.00%,13,0,0,2,2,64
Dallas,Py1,Dallas Py1,946883,4,44,34,15,0,0.00%,44,0,0,6,6,220
Dallas,Py2,Dallas Py2,946884,4,40,29,13,0,0.00%,40,0,1,3,4,193
Dallas,Py3,Dallas Py3,946885,3,30,23,14,2,8.70%,28,0,4,5,11,149
Dallas,Sd,Dallas Sd,1593474,1,22,17,7,1,5.90%,21,1,1,8,10,108
Dallas,Sgdc,Dallas Sgdc,1593475,4,51,39,18,1,2.60%,50,0,2,14,17,255
Dallas,Un,Dallas Un,1593476,3,33,25,15,0,0.00%,33,0,2,11,13,166
Dallas,Urb13,Dallas Urb13,1593477,7,73,56,25,5,8.90%,68,0,10,15,30,367
Dallas,Urb14,Dallas Urb14,1593478,5,59,44,20,2,4.50%,57,0,6,19,27,287
Dallas,Urb15,Dallas Urb15,1593479,3,35,26,16,2,7.70%,33,0,0,12,14,170
Dallas,Vm,Dallas Vm,946889,4,49,39,18,2,5.10%,47,1,3,11,16,255
Dallas,Wgg,Dallas Wgg,1593480,3,44,34,21,3,8.80%,41,0,3,9,15,224
Dallas,Wk1,Dallas Wk1,946892,6,75,56,26,2,3.60%,73,0,4,26,32,370
Dallas,Wk2,Dallas Wk2,946893,6,57,43,20,11,25.60%,46,2,17,56,84,284
Dallas,Wk3,Dallas Wk3,946894,7,77,59,27,5,8.50%,72,0,16,41,62,392
Dallas,Wk4,Dallas Wk4,946895,5,51,39,18,1,2.60%,50,0,12,26,39,258
Dallas,Wk5,Dallas Wk5,1593481,5,54,43,19,6,14.00%,48,1,9,22,37,281
Dallas,Wk6,Dallas Wk6,1593482,5,49,39,18,6,15.40%,43,0,4,46,56,258
Dallas,Wm221,Dallas Wm221,1593483,8,98,74,34,2,2.70%,96,0,5,14,21,491
Dallas,Wm222,Dallas Wm222,1593484,5,64,48,22,1,2.10%,63,0,3,15,19,320
Dallas,Wm223,Dallas Wm223,1593485,4,42,32,15,5,15.60%,37,0,13,34,52,212
Dallas,Wm224,Dallas Wm224,1593486,1,14,11,5,0,0.00%,14,0,1,4,5,70
Dallas,Wm225,Dallas Wm225,1593487,8,60,46,21,3,6.50%,57,1,3,20,26,304
Dallas,Wm226,Dallas Wm226,1593488,4,38,29,13,6,20.70%,32,0,1,23,30,193
Dallas,Wm321,Dallas Wm321,1593489,5,76,58,26,3,5.20%,73,1,3,21,27,382
Dallas,Wm322,Dallas Wm322,1593490,2,35,26,36,2,7.70%,33,0,1,5,8,171
Davis,Bf1,Davis Bf1,946897,16,34,26,12,0,0.00%,34,0,0,0,0,171
Davis,Bf2,Davis Bf2,946898,16,32,24,11,0,0.00%,32,0,0,1,1,157
Davis,Bf3,Davis Bf3,946899,12,21,17,8,0,0.00%,21,0,3,2,5,111
Davis,Cn,Davis Cn,946900,16,39,29,13,0,0.00%,39,0,0,2,2,191
Davis,Ne,Davis Ne,946901,12,29,22,10,0,0.00%,29,0,1,1,2,142
Davis,Nw,Davis Nw,946902,11,25,19,9,0,0.00%,25,0,1,1,2,124
Davis,Se,Davis Se,946903,10,22,16,7,0,0.00%,22,0,0,0,0,104
Davis,Sw,Davis Sw,946904,7,17,13,6,0,0.00%,17,0,0,0,0,82
Decatur,Bl,Decatur Bl,948204,36,43,33,15,4,12.10%,39,0,2,10,16,214
Decatur,Bu,Decatur Bu,946905,4,6,5,2,0,0.00%,6,0,0,1,1,31
Decatur,De,Decatur De,946907,3,3,3,2,0,0.00%,3,0,0,0,0,18
Decatur,Gg,Decatur Gg,946909,7,8,6,3,0,0.00%,8,0,0,1,1,39
Decatur,Gr,Decatur Gr,946910,4,7,5,2,0,0.00%,7,0,0,0,0,33
Decatur,Lc,Decatur Lc,946915,9,10,8,3,0,0.00%,10,0,3,0,3,51
Decatur,Le,Decatur Le,946916,22,28,22,10,0,0.00%,28,0,3,2,5,145
Delaware,Adhg,Delaware Adhg,1593491,7,11,9,4,0,0.00%,11,0,0,1,1,54
Delaware,Cl,Delaware Cl,946919,5,6,5,2,0,0.00%,6,0,0,0,0,31
Delaware,Dh,Delaware Dh,946920,7,9,7,3,0,0.00%,9,0,0,0,0,46
Delaware,Dw,Delaware Dw,1593492,6,9,8,3,0,0.00%,9,0,0,2,2,51
Delaware,Hcek,Delaware Hcek,1593493,9,15,11,5,1,9.10%,14,1,0,2,3,70
Delaware,Mc1,Delaware Mc1,946923,12,20,16,7,0,0.00%,20,0,4,1,5,106
Delaware,Mc2,Delaware Mc2,946924,14,25,20,9,0,0.00%,25,0,4,3,7,131
Delaware,Mc3,Delaware Mc3,946925,16,24,20,9,0,0.00%,24,0,0,2,2,129
Delaware,Mlpr,Delaware Mlpr,1593494,12,18,14,6,0,0.00%,18,0,2,5,7,91
Delaware,Onnfbm,Delaware Onnfbm,1593495,13,16,12,5,0,0.00%,16,0,1,2,3,77
Delaware,Rlcg,Delaware Rlcg,1593496,9,15,12,5,0,0.00%,15,0,0,3,3,78
Delaware,Sfun,Delaware Sfun,1593497,10,12,10,4,0,0.00%,12,0,1,4,5,64
Des Moines,Bu1t,Des Moines Bu1t,1593498,6,61,47,21,0,0.00%,61,0,1,13,14,307
Des Moines,Bu2,Des Moines Bu2,1593499,7,57,43,20,3,7.00%,54,0,5,10,18,284
Des Moines,Bu3,Des Moines Bu3,1593500,5,43,32,15,7,21.90%,36,1,22,28,57,211
Des Moines,Bu4,Des Moines Bu4,1593501,5,37,29,13,2,6.90%,35,0,10,20,32,188
Des Moines,Bu5,Des Moines Bu5,1593502,5,39,29,13,2,6.90%,37,0,5,12,19,191
Des Moines,Bu6,Des Moines Bu6,1593503,3,17,12,7,0,0.00%,17,0,0,2,2,80
Des Moines,Bu7,Des Moines Bu7,1593504,6,54,40,18,11,27.50%,43,0,28,40,79,264
Des Moines,Bu8c,Des Moines Bu8c,1593505,8,79,59,27,0,0.00%,79,0,3,15,18,390
Des Moines,Bu9,Des Moines Bu9,1593506,7,73,54,25,1,1.90%,72,0,4,15,20,356
Des Moines,Dm,Des Moines Dm,946943,3,18,13,8,0,0.00%,18,0,2,3,5,86
Des Moines,Fm,Des Moines Fm,946944,5,39,29,13,2,6.90%,37,0,0,11,13,189
Des Moines,Hj,Des Moines Hj,946945,2,14,11,15,0,0.00%,14,0,0,6,6,72
Des Moines,My,Des Moines My,946946,4,38,29,13,1,3.40%,37,0,2,5,8,188
Des Moines,Pw,Des Moines Pw,946947,1,9,7,3,0,0.00%,9,0,0,1,1,42
Des Moines,Union,Des Moines Union,1593507,2,12,9,12,0,0.00%,12,0,1,0,1,55
Des Moines,Wb,Des Moines Wb,946949,6,55,41,19,0,0.00%,55,0,0,10,10,273
Dickinson,Pct 01,Dickinson Pct 01,1593508,5,6,6,3,0,0.00%,6,0,0,4,4,39
Dickinson,Pct 02,Dickinson Pct 02,1593515,5,17,14,6,0,0.00%,17,0,0,2,2,90
Dickinson,Pct 03,Dickinson Pct 03,1593516,6,18,15,7,0,0.00%,18,0,0,1,1,96
Dickinson,Pct 04,Dickinson Pct 04,1593517,2,7,6,8,0,0.00%,7,0,0,0,0,38
Dickinson,Pct 05,Dickinson Pct 05,1593518,7,24,20,9,0,0.00%,24,0,0,0,0,132
Dickinson,Pct 06,Dickinson Pct 06,1593519,2,7,6,7,0,0.00%,7,0,0,1,1,34
Dickinson,Pct 07,Dickinson Pct 07,1593520,1,2,2,1,0,0.00%,2,0,1,1,2,11
Dickinson,Pct 08,Dickinson Pct 08,1593521,14,34,26,12,3,11.50%,31,0,8,48,59,173
Dickinson,Pct 09,Dickinson Pct 09,1593522,1,2,2,1,0,0.00%,2,0,0,0,0,10
Dickinson,Pct 10,Dickinson Pct 10,1593509,4,17,14,6,1,7.10%,16,0,0,9,10,88
Dickinson,Pct 11,Dickinson Pct 11,1593510,6,16,13,6,1,7.70%,15,0,1,4,6,86
Dickinson,Pct 12,Dickinson Pct 12,1593511,4,9,8,3,1,12.50%,8,0,2,1,4,49
Dickinson,Pct 13,Dickinson Pct 13,1593512,6,19,16,7,0,0.00%,19,0,2,5,7,103
Dickinson,Pct 14,Dickinson Pct 14,1593513,4,10,9,4,0,0.00%,10,0,2,0,2,55
Dickinson,Pct 15,Dickinson Pct 15,1593514,13,30,27,12,7,25.90%,23,0,12,14,33,175
Dubuque,1,Dubuque 01,946950,10,133,99,45,3,3.00%,130,0,2,9,14,654
Dubuque,2,Dubuque 02,946951,12,173,130,60,2,1.50%,171,0,4,30,36,862
Dubuque,3,Dubuque 03,946952,7,73,54,25,0,0.00%,73,0,1,7,8,357
Dubuque,4,Dubuque 04,946953,12,119,89,41,0,0.00%,119,0,2,16,18,592
Dubuque,5,Dubuque 05,946954,11,137,102,47,0,0.00%,137,0,0,16,16,677
Dubuque,6,Dubuque 06,946955,9,99,73,33,0,0.00%,99,0,3,9,12,483
Dubuque,7,Dubuque 07,946956,12,168,123,57,1,0.80%,167,1,3,13,17,819
Dubuque,8,Dubuque 08,946957,7,83,63,29,0,0.00%,83,0,1,8,9,416
Dubuque,09a,Dubuque 09a,1593531,8,69,50,23,1,2.00%,68,1,6,9,16,333
Dubuque,10,Dubuque 10,946959,11,121,90,41,0,0.00%,121,0,9,33,42,597
Dubuque,11,Dubuque 11,946960,8,73,55,25,2,3.60%,71,0,5,12,19,366
Dubuque,12,Dubuque 12,946961,10,115,85,39,1,1.20%,114,1,3,14,18,565
Dubuque,13,Dubuque 13,946962,7,57,42,19,2,4.80%,55,0,6,9,17,277
Dubuque,14,Dubuque 14,946963,6,39,29,13,1,3.40%,38,0,0,7,8,193
Dubuque,15,Dubuque 15,946964,8,78,58,27,0,0.00%,78,0,3,12,15,385
Dubuque,16,Dubuque 16,946965,5,39,31,14,1,3.20%,38,0,2,10,13,201
Dubuque,17,Dubuque 17,946966,5,39,30,13,1,3.30%,38,0,2,12,15,194
Dubuque,18,Dubuque 18,946967,7,82,62,28,3,4.80%,79,1,10,27,40,408
Dubuque,19,Dubuque 19,946968,10,131,98,45,4,4.10%,127,0,6,26,36,648
Dubuque,20,Dubuque 20,946969,11,166,123,57,2,1.60%,164,0,6,23,31,819
Dubuque,31,Dubuque 31,946971,11,109,82,37,0,0.00%,109,0,5,7,12,540
Dubuque,32,Dubuque 32,946972,10,106,78,36,0,0.00%,106,0,0,14,14,519
Dubuque,33,Dubuque 33,946973,7,52,39,18,0,0.00%,52,0,1,4,5,258
Dubuque,34,Dubuque 34,946974,10,109,81,37,0,0.00%,109,0,6,8,14,535
Dubuque,35,Dubuque 35,946975,4,57,42,19,0,0.00%,57,0,2,9,11,279
Dubuque,36,Dubuque 36,946976,7,56,44,20,0,0.00%,56,0,1,11,12,289
Dubuque,37,Dubuque 37,946977,3,20,16,9,0,0.00%,20,0,0,2,2,103
Dubuque,38,Dubuque 38,946978,3,22,16,10,0,0.00%,22,0,0,3,3,106
Dubuque,39,Dubuque 39,946979,5,41,31,14,0,0.00%,41,0,1,3,4,206
Dubuque,40,Dubuque 40,946980,4,43,33,15,0,0.00%,43,0,0,5,5,214
Dubuque,41,Dubuque 41,946981,7,107,79,36,0,0.00%,107,0,1,7,8,524
Dubuque,42,Dubuque 42,946982,7,74,56,25,0,0.00%,74,0,0,6,6,367
Dubuque,43,Dubuque 43,946983,9,73,56,26,2,3.60%,71,1,5,13,20,370
Dubuque,44,Dubuque 44,946984,1,13,10,5,0,0.00%,13,0,1,0,1,65
Dubuque,45,Dubuque 45,946985,6,51,38,17,1,2.60%,50,0,2,6,9,251
Emmet,1,Emmet 01,946989,4,10,9,4,0,0.00%,10,0,3,1,4,55
Emmet,2,Emmet 02,946992,1,3,3,1,0,0.00%,3,0,0,2,2,15
Emmet,3,Emmet 03,946993,2,6,5,6,0,0.00%,6,0,0,2,2,31
Emmet,4,Emmet 04,946994,1,2,2,1,0,0.00%,2,0,0,1,1,13
Emmet,5,Emmet 05,946995,2,4,4,4,0,0.00%,4,0,0,2,2,21
Emmet,6,Emmet 06,946996,5,19,14,6,0,0.00%,19,0,0,2,2,90
Emmet,7,Emmet 07,946997,5,11,8,4,0,0.00%,11,0,0,1,1,52
Emmet,8,Emmet 08,946998,6,16,12,6,9,75.00%,7,0,4,19,32,80
Emmet,9,Emmet 09,946999,4,11,9,4,0,0.00%,11,0,0,1,1,55
Emmet,10,Emmet 10,946990,3,6,5,3,0,0.00%,6,0,0,1,1,33
Emmet,11,Emmet 11,946991,2,6,6,7,0,0.00%,6,0,0,0,0,34
Fayette,Au,Fayette Au,947000,2,5,5,6,0,0.00%,5,0,0,0,0,29
Fayette,Bf,Fayette Bf,948261,4,7,6,2,0,0.00%,7,0,1,2,3,36
Fayette,Bw,Fayette Bw,948262,4,13,10,4,0,0.00%,13,0,0,0,0,60
Fayette,Ce,Fayette Ce,947002,1,4,4,1,0,0.00%,4,0,0,1,1,21
Fayette,Cl,Fayette Cl,947001,4,12,10,4,0,0.00%,12,0,0,1,1,60
Fayette,Dv,Fayette Dv,947003,2,8,6,8,0,0.00%,8,0,0,1,1,39
Fayette,Ed,Fayette Ed,947004,2,5,5,6,0,0.00%,5,0,0,2,2,28
Fayette,Fb,Fayette Fb,947005,3,10,8,5,0,0.00%,10,0,0,1,1,52
Fayette,Fp,Fayette Fp,948263,4,9,7,3,0,0.00%,9,0,0,1,1,46
Fayette,Hl,Fayette Hl,947006,4,17,12,6,0,0.00%,17,0,1,0,1,80
Fayette,Il,Fayette Il,947007,3,10,8,5,0,0.00%,10,0,0,1,1,52
Fayette,Jf,Fayette Jf,947008,3,7,6,3,0,0.00%,7,0,0,1,1,34
Fayette,Oe1,Fayette Oe1,947009,8,30,23,10,0,0.00%,30,0,0,3,3,149
Fayette,Oe2,Fayette Oe2,947010,7,17,13,6,0,0.00%,17,0,1,1,2,82
Fayette,Oe3,Fayette Oe3,947011,9,19,15,7,0,0.00%,19,0,1,3,4,96
