County,Precinct,Combined,Precinct ID,Delegates,Commit Goal,Commit Goal - 298,Field Goal,Commits,PTG,Difference to Delegate Threshold,Precinct Captains,MSQ Yang Support -1's,MSQ Yang Support - 2's,Total Support,298 Turnout
Polk,Dm 034,Polk Dm 034,947635,3,25,19,12,2,10.50%,23,0,3,4,9,126
Polk,Dm 035,Polk Dm 035,947636,4,29,22,10,0,0.00%,29,0,3,6,9,144
Polk,Dm 036,Polk Dm 036,947637,8,54,41,19,0,0.00%,54,0,3,14,17,268
Polk,Dm 037,Polk Dm 037,947638,7,41,31,14,4,12.90%,37,0,20,21,45,201
Polk,Dm 038,Polk Dm 038,947639,6,32,24,11,7,29.20%,25,2,6,22,35,158
Polk,Dm 039,Polk Dm 039,947640,15,190,142,65,3,2.10%,187,1,4,23,30,943
Polk,Dm 040,Polk Dm 040,947641,7,45,34,15,4,11.80%,41,0,3,13,20,224
Polk,Dm 041,Polk Dm 041,947642,17,240,179,82,5,2.80%,235,1,5,35,45,1188
Polk,Dm 042,Polk Dm 042,947643,13,137,105,48,2,1.90%,135,1,6,36,44,694
Polk,Dm 043,Polk Dm 043,947644,11,170,127,58,1,0.80%,169,1,4,22,27,844
Polk,Dm 044,Polk Dm 044,947645,12,178,132,61,3,2.30%,175,1,8,29,40,878
Polk,Dm 045,Polk Dm 045,947646,6,67,52,24,4,7.70%,63,0,6,8,18,343
Polk,Dm 046,Polk Dm 046,947647,6,59,45,20,1,2.20%,58,0,5,6,12,295
Polk,Dm 047,Polk Dm 047,947648,8,60,48,22,4,8.30%,56,0,8,22,34,313
Polk,Dm 048,Polk Dm 048,947649,2,9,7,9,0,0.00%,9,0,3,2,5,44
Polk,Dm 049,Polk Dm 049,947650,3,20,16,10,0,0.00%,20,0,3,7,10,106
Polk,Dm 050,Polk Dm 050,947651,8,65,49,22,0,0.00%,65,0,1,13,14,323
Polk,Dm 051,Polk Dm 051,947652,5,27,21,9,0,0.00%,27,0,1,9,10,137
Polk,Dm 052,Polk Dm 052,947653,5,31,23,10,0,0.00%,31,0,3,4,7,150
Polk,Dm 053,Polk Dm 053,947654,4,29,23,10,1,4.30%,28,1,2,4,7,150
Polk,Dm 054,Polk Dm 054,947655,4,49,37,17,2,5.40%,47,0,2,6,10,245
Polk,Dm 055,Polk Dm 055,947656,14,144,110,51,6,5.50%,138,0,11,38,55,731
Polk,Dm 056,Polk Dm 056,947657,13,162,122,56,7,5.70%,155,0,8,35,50,811
Polk,Dm 057,Polk Dm 057,947658,8,89,68,31,3,4.40%,86,0,3,23,29,452
Polk,Dm 058,Polk Dm 058,947659,11,163,121,56,1,0.80%,162,0,2,19,22,803
Polk,Dm 059,Polk Dm 059,947660,11,146,112,51,4,3.60%,142,1,2,17,23,741
Polk,Dm 060,Polk Dm 060,947661,10,176,132,61,8,6.10%,168,1,8,25,41,875
Polk,Dm 061,Polk Dm 061,947662,10,203,152,70,1,0.70%,202,1,4,25,30,1010
Polk,Dm 062,Polk Dm 062,947663,19,326,244,112,3,1.20%,323,0,10,44,57,1625
Polk,Dm 063,Polk Dm 063,947664,11,160,119,55,3,2.50%,157,0,5,20,28,788
Polk,Dm 064,Polk Dm 064,947665,8,117,88,40,3,3.40%,114,1,10,28,41,584
Polk,Dm 065,Polk Dm 065,947666,11,201,150,69,1,0.70%,200,0,3,18,22,996
Polk,Dm 066,Polk Dm 066,947667,12,201,149,68,1,0.70%,200,0,1,18,20,987
Polk,Dm 067,Polk Dm 067,947668,2,20,15,20,0,0.00%,20,0,2,2,4,96
Polk,Dm 068,Polk Dm 068,947669,5,56,43,20,0,0.00%,56,0,1,9,10,284
Polk,Dm 069,Polk Dm 069,947670,8,112,83,38,1,1.20%,111,0,5,17,23,552
Polk,Dm 070,Polk Dm 070,947671,6,47,35,16,2,5.70%,45,0,4,13,19,232
Polk,Dm 071,Polk Dm 071,947672,10,87,66,30,3,4.50%,84,0,6,24,33,434
Polk,Dm 072,Polk Dm 072,947673,1,7,5,2,0,0.00%,7,0,0,1,1,33
Polk,Dm 073,Polk Dm 073,947674,9,101,76,35,6,7.90%,95,0,7,22,35,506
Polk,Dm 074,Polk Dm 074,947675,4,37,29,13,1,3.40%,36,0,1,6,8,188
Polk,Dm 075,Polk Dm 075,947676,7,57,43,20,1,2.30%,56,0,2,10,13,284
Polk,Dm 076,Polk Dm 076,947677,7,67,50,23,0,0.00%,67,0,3,12,15,331
Polk,Dm 077,Polk Dm 077,947678,6,57,42,19,0,0.00%,57,0,2,9,11,277
Polk,Dm 078,Polk Dm 078,947679,7,82,62,29,2,3.20%,80,0,2,13,17,413
Polk,Dm 079,Polk Dm 079,947680,8,84,63,29,0,0.00%,84,0,1,10,11,419
Polk,Dm 080,Polk Dm 080,947681,10,128,96,44,1,1.00%,127,0,7,28,36,640
Polk,Dm 081,Polk Dm 081,947682,7,83,63,29,0,0.00%,83,0,1,14,15,415
Polk,Dm 082,Polk Dm 082,947683,6,103,77,35,2,2.60%,101,0,2,12,16,509
Polk,Dm 083,Polk Dm 083,947684,8,76,58,27,3,5.20%,73,1,5,12,20,384
Polk,Dm 084,Polk Dm 084,947685,5,36,28,13,0,0.00%,36,0,2,12,14,186
Polk,Douglas,Polk Douglas,947730,3,18,14,9,0,0.00%,18,0,1,3,4,93
Polk,Elkhart,Polk Elkhart,947731,4,31,25,11,1,4.00%,30,0,1,7,9,162
Polk,Four Mi,Polk Four Mi,947732,6,51,39,18,0,0.00%,51,0,2,4,6,256
Polk,Frankli,Polk Frankli,947733,4,33,26,12,0,0.00%,33,0,3,6,9,173
Polk,Granger,Polk Granger,1593722,1,5,4,2,0,0.00%,5,0,0,1,1,23
Polk,Grimes1,Polk Grimes1,947734,13,79,64,29,3,4.70%,76,1,8,23,34,423
Polk,Grimes2,Polk Grimes2,947735,11,59,47,22,13,27.70%,46,2,12,37,62,312
Polk,Grimes3,Polk Grimes3,1593723,7,44,35,16,0,0.00%,44,0,2,8,10,227
Polk,Jeff 1,Polk Jeff 1,947736,5,43,32,15,1,3.10%,42,1,5,12,18,211
Polk,John 1,Polk John 1,947737,12,103,78,36,1,1.30%,102,0,9,20,30,514
Polk,John 2,Polk John 2,947738,12,117,88,40,6,6.80%,111,0,6,17,29,584
Polk,John 3,Polk John 3,947739,8,72,55,25,2,3.60%,70,0,3,17,22,364
Polk,John 4,Polk John 4,1593724,10,87,66,30,4,6.10%,83,1,5,19,28,439
Polk,John 5,Polk John 5,1593725,16,126,96,44,4,4.20%,122,0,8,30,42,640
Polk,John 6,Polk John 6,1593726,6,45,35,16,2,5.70%,43,0,4,11,17,232
Polk,Madison,Polk Madison,1593727,1,4,4,1,0,0.00%,4,0,0,1,1,21
Polk,Mitchel,Polk Mitchel,947740,6,51,39,18,2,5.10%,49,0,8,11,21,255
Polk,Ph 1,Polk Ph 1,947741,9,100,75,34,1,1.30%,99,0,4,19,24,496
Polk,Ph 2,Polk Ph 2,947742,9,100,75,34,2,2.70%,98,0,1,9,12,494
Polk,Ph 3,Polk Ph 3,947743,9,84,63,29,1,1.60%,83,0,3,18,22,415
Polk,Polk Ci,Polk Polk Ci,947744,11,85,66,30,2,3.00%,83,0,1,17,20,436
Polk,Runnell,Polk Runnell,947745,5,43,33,15,0,0.00%,43,0,1,7,8,219
Polk,Saylor1,Polk Saylor1,947746,8,72,55,25,2,3.60%,70,0,4,14,20,362
Polk,Saylor2,Polk Saylor2,947747,6,61,46,21,0,0.00%,61,0,3,11,14,305
Polk,Sheldah,Polk Sheldah,947749,1,11,9,4,0,0.00%,11,0,0,1,1,54
Polk,Urb 01,Polk Urb 01,947750,9,83,62,28,3,4.80%,80,2,3,19,25,411
Polk,Urb 02,Polk Urb 02,947751,11,82,62,28,2,3.20%,80,1,5,13,20,411
Polk,Urb 03,Polk Urb 03,947752,10,108,82,37,2,2.40%,106,1,4,15,21,540
Polk,Urb 04,Polk Urb 04,947753,9,89,68,31,0,0.00%,89,0,0,6,6,452
Polk,Urb 05,Polk Urb 05,947754,10,74,58,26,3,5.20%,71,1,6,6,15,382
Polk,Urb 06,Polk Urb 06,947755,11,111,83,38,1,1.20%,110,0,4,14,19,553
Polk,Urb 07,Polk Urb 07,947756,11,91,68,31,1,1.50%,90,0,2,16,19,452
Polk,Urb 08,Polk Urb 08,947757,10,87,66,30,1,1.50%,86,0,4,17,22,434
Polk,Urb 09,Polk Urb 09,947758,11,98,72,33,3,4.20%,95,0,4,20,27,475
Polk,Urb 10,Polk Urb 10,947759,10,85,64,29,1,1.60%,84,0,2,14,17,426
Polk,Urb 11,Polk Urb 11,947760,9,76,56,26,4,7.10%,72,0,6,16,26,372
Polk,Wash 1,Polk Wash 1,947761,1,5,4,2,0,0.00%,5,0,1,1,2,24
Polk,Wb 1,Polk Wb 1,947762,2,18,14,19,0,0.00%,18,0,1,6,7,91
Polk,Wdm-111,Polk Wdm-111,947763,8,93,70,32,5,7.10%,88,0,10,44,59,465
Polk,Wdm-112,Polk Wdm-112,947764,5,61,46,21,0,0.00%,61,0,1,6,7,304
Polk,Wdm-113,Polk Wdm-113,947765,8,83,64,29,6,9.40%,77,1,7,11,24,421
Polk,Wdm-114,Polk Wdm-114,947766,12,126,95,44,2,2.10%,124,0,2,14,18,633
Polk,Wdm-115,Polk Wdm-115,947767,7,81,61,28,0,0.00%,81,0,3,9,12,401
Polk,Wdm-116,Polk Wdm-116,947768,9,97,73,34,2,2.70%,95,1,5,10,17,485
Polk,Wdm-117,Polk Wdm-117,1593728,9,96,72,33,3,4.20%,93,1,5,15,23,478
Polk,Wdm-118,Polk Wdm-118,1593729,9,80,60,27,4,6.70%,76,1,11,25,40,395
Polk,Wdm-211,Polk Wdm-211,947769,7,63,48,22,1,2.10%,62,1,3,15,19,318
Polk,Wdm-212,Polk Wdm-212,947770,11,101,80,37,5,6.30%,96,1,6,30,41,530
Polk,Wdm-213,Polk Wdm-213,947771,6,65,48,22,1,2.10%,64,0,4,9,14,320
Polk,Wdm-311,Polk Wdm-311,947774,10,82,63,29,3,4.80%,79,1,5,19,27,418
Polk,Wdm-312,Polk Wdm-312,947775,10,100,74,34,1,1.40%,99,0,3,21,25,493
Polk,Wdm-313,Polk Wdm-313,947776,4,44,35,16,0,0.00%,44,0,0,7,7,230
Polk,Wdm-314,Polk Wdm-314,947777,6,50,40,18,3,7.50%,47,1,6,8,17,261
Polk,Wdm-315,Polk Wdm-315,947778,8,65,51,23,0,0.00%,65,0,4,13,17,335
Polk,Wdm-316,Polk Wdm-316,947779,11,103,79,36,4,5.10%,99,0,3,19,26,521
Polk,Wdm-317,Polk Wdm-317,1593730,9,98,72,33,1,1.40%,97,0,3,16,20,475
Polk,Wdm-318,Polk Wdm-318,1593731,3,27,21,13,0,0.00%,27,0,2,3,5,139
Polk,Whts 1,Polk Whts 1,947780,6,83,62,29,1,1.60%,82,0,0,15,16,413
Polk,Whts 2,Polk Whts 2,947781,7,98,72,33,1,1.40%,97,1,2,12,15,480
Polk,Whts 3,Polk Whts 3,947782,9,94,71,33,4,5.60%,90,1,5,14,23,472
Pottawattamie,Avoca,Pottawattamie Avoca,1593737,8,13,10,5,0,0.00%,13,0,1,5,6,65
Pottawattamie,Carson,Pottawattamie Carson,947805,3,9,8,4,0,0.00%,9,0,0,0,0,47
Pottawattamie,Cb 01,Pottawattamie Cb 01,947783,9,16,12,5,2,16.70%,14,0,6,2,10,77
Pottawattamie,Cb 02,Pottawattamie Cb 02,947784,12,24,19,8,1,5.30%,23,0,5,19,25,122
Pottawattamie,Cb 03,Pottawattamie Cb 03,947785,10,22,16,7,2,12.50%,20,1,6,20,28,106
Pottawattamie,Cb 04,Pottawattamie Cb 04,947786,10,25,20,9,1,5.00%,24,0,5,7,13,127
Pottawattamie,Cb 05,Pottawattamie Cb 05,947787,10,18,14,6,0,0.00%,18,0,1,11,12,93
Pottawattamie,Cb 06,Pottawattamie Cb 06,947788,15,27,21,9,1,4.80%,26,0,6,13,20,135
Pottawattamie,Cb 07,Pottawattamie Cb 07,947789,15,43,32,15,0,0.00%,43,0,4,22,26,212
Pottawattamie,Cb 08,Pottawattamie Cb 08,947790,18,45,35,16,1,2.90%,44,0,3,10,14,228
Pottawattamie,Cb 09,Pottawattamie Cb 09,947791,13,39,30,13,1,3.30%,38,0,6,13,20,194
Pottawattamie,Cb 10a,Pottawattamie Cb 10a,1593732,20,48,37,17,0,0.00%,48,0,7,23,30,242
Pottawattamie,Cb 10b,Pottawattamie Cb 10b,1593733,15,35,27,12,0,0.00%,35,0,0,6,6,178
Pottawattamie,Cb 11,Pottawattamie Cb 11,947793,17,52,39,18,1,2.60%,51,0,3,7,11,259
Pottawattamie,Cb 12,Pottawattamie Cb 12,947794,14,36,28,13,0,0.00%,36,0,4,5,9,186
Pottawattamie,Cb 13,Pottawattamie Cb 13,947795,10,29,22,10,2,9.10%,27,0,4,7,13,144
Pottawattamie,Cb 14,Pottawattamie Cb 14,947796,10,14,12,5,0,0.00%,14,0,2,3,5,77
Pottawattamie,Cb 15,Pottawattamie Cb 15,947797,11,12,10,4,1,10.00%,11,1,4,4,9,64
Pottawattamie,Cb 16,Pottawattamie Cb 16,947798,11,18,14,6,0,0.00%,18,0,7,16,23,90
Pottawattamie,Cb 17,Pottawattamie Cb 17,947799,15,20,15,7,1,6.70%,19,1,2,7,10,100
Pottawattamie,Cb 18,Pottawattamie Cb 18,947800,12,19,15,7,1,6.70%,18,1,1,2,4,96
Pottawattamie,Cb 19,Pottawattamie Cb 19,947801,9,18,14,6,1,7.10%,17,1,0,5,6,93
Pottawattamie,Cb 20,Pottawattamie Cb 20,947802,9,20,15,7,1,6.70%,19,0,3,5,9,98
Pottawattamie,Cb 21,Pottawattamie Cb 21,1593734,8,17,13,6,1,7.70%,16,0,3,6,10,85
Pottawattamie,Cl 1,Pottawattamie Cl 1,1593735,7,18,13,6,0,0.00%,18,0,20,9,29,86
Pottawattamie,Cl 2,Pottawattamie Cl 2,1593736,7,13,11,5,0,0.00%,13,0,9,10,19,70
Pottawattamie,Cresc,Pottawattamie Cresc,947807,13,36,28,13,1,3.60%,35,1,4,9,14,184
Pottawattamie,Garner,Pottawattamie Garner,947808,14,27,21,9,0,0.00%,27,0,1,3,4,137
Pottawattamie,Glwcw,Pottawattamie Glwcw,1833330,3,4,4,2,0,0.00%,4,0,0,0,0,21
Pottawattamie,Hancock,Pottawattamie Hancock,1833331,2,3,3,3,0,0.00%,3,0,0,0,0,16
Pottawattamie,Lewis 1,Pottawattamie Lewis 1,947813,11,23,19,8,0,0.00%,23,0,4,4,8,122
Pottawattamie,Lewis 2,Pottawattamie Lewis 2,947814,11,28,22,10,1,4.50%,27,0,4,11,16,140
Pottawattamie,MacEdon,Pottawattamie MacEdon,947818,1,4,4,1,0,0.00%,4,0,0,0,0,21
Pottawattamie,McClell,Pottawattamie McClell,1833332,3,6,6,3,0,0.00%,6,0,2,3,5,34
Pottawattamie,Minden,Pottawattamie Minden,947819,5,9,7,3,0,0.00%,9,0,0,0,0,46
Pottawattamie,Neola,Pottawattamie Neola,947820,8,16,12,5,0,0.00%,16,0,0,2,2,77
Pottawattamie,Oakland,Pottawattamie Oakland,1833333,8,12,10,4,0,0.00%,12,0,2,5,7,64
Pottawattamie,Treynor,Pottawattamie Treynor,1833334,6,11,9,4,1,11.10%,10,1,3,4,8,59
Pottawattamie,Underw,Pottawattamie Underw,1833335,13,32,24,11,0,0.00%,32,0,1,7,8,160
Pottawattamie,Walnut,Pottawattamie Walnut,1833336,4,11,9,4,0,0.00%,11,0,1,0,1,54
Poweshiek,2,Poweshiek 02,947824,11,33,27,12,0,0.00%,33,0,4,27,31,175
Poweshiek,3,Poweshiek 03,947825,2,4,4,4,0,0.00%,4,0,1,3,4,21
Poweshiek,4,Poweshiek 04,947826,3,8,7,4,0,0.00%,8,0,2,3,5,42
Poweshiek,5,Poweshiek 05,947827,6,22,18,8,2,11.10%,20,0,3,28,33,114
Poweshiek,6,Poweshiek 06,947828,24,91,68,31,10,14.70%,81,2,6,26,42,447
Poweshiek,7,Poweshiek 07,947829,17,80,59,27,2,3.40%,78,0,6,14,22,393
Poweshiek,8,Poweshiek 08,947830,12,43,32,15,1,3.10%,42,0,3,9,13,212
Poweshiek,9,Poweshiek 09,947831,16,86,66,30,2,3.00%,84,0,3,15,20,434
Poweshiek,10,Poweshiek 10,947832,5,21,16,7,0,0.00%,21,0,1,9,10,106
Poweshiek,11,Poweshiek 11,947833,4,21,16,7,2,12.50%,19,1,3,2,7,104
Ringgold,At,Ringgold At,947834,9,13,10,4,0,0.00%,13,0,0,0,0,62
Ringgold,Cl,Ringgold Cl,947835,6,13,10,4,0,0.00%,13,0,0,2,2,64
Ringgold,M1,Ringgold M1,947836,22,34,25,11,0,0.00%,34,0,0,2,2,165
Ringgold,M2,Ringgold M2,947837,21,24,18,8,0,0.00%,24,0,0,2,2,118
Ringgold,Tg,Ringgold Tg,947838,3,5,4,2,0,0.00%,5,0,0,0,0,23
Ringgold,Un,Ringgold Un,947839,9,12,10,4,0,0.00%,12,0,0,1,1,62
Ringgold,Ws,Ringgold Ws,947840,10,15,11,5,0,0.00%,15,0,0,0,0,72
Sac,1,Sac 01,947841,7,10,8,3,0,0.00%,10,0,0,4,4,49
Sac,2,Sac 02,947842,2,4,3,4,0,0.00%,4,0,0,0,0,20
Sac,3,Sac 03,947843,5,7,6,2,1,16.70%,6,0,0,0,1,34
Sac,4,Sac 04,947844,18,30,24,11,1,4.20%,29,2,11,18,30,157
Sac,5,Sac 05,947845,3,5,5,3,0,0.00%,5,0,0,0,0,28
Sac,6,Sac 06,947846,6,8,7,3,0,0.00%,8,0,0,2,2,42
Sac,7,Sac 07,947847,11,24,18,8,0,0.00%,24,0,0,3,3,116
Sac,8,Sac 08,947848,3,6,5,3,0,0.00%,6,0,1,2,3,31
Sac,9,Sac 09,947849,5,9,8,3,1,12.50%,8,0,1,5,7,47
Scott,Ag,Scott Ag,947850,1,8,6,3,0,0.00%,8,0,0,1,1,38
Scott,B11,Scott B11,947851,7,77,59,27,4,6.80%,73,0,8,12,24,393
Scott,B12,Scott B12,947852,6,57,44,20,1,2.30%,56,1,6,11,18,292
Scott,B21,Scott B21,947853,4,31,25,11,1,4.00%,30,0,2,11,14,163
Scott,B22,Scott B22,947854,6,54,40,18,2,5.00%,52,1,6,9,17,264
Scott,B23,Scott B23,947912,1,7,6,3,0,0.00%,7,0,1,3,4,39
Scott,B31,Scott B31,947855,6,49,37,17,4,10.80%,45,3,6,17,27,242
Scott,B32,Scott B32,947856,6,54,40,18,2,5.00%,52,0,4,12,18,266
Scott,B41,Scott B41,947857,7,57,44,20,0,0.00%,57,0,5,14,19,290
Scott,B42,Scott B42,947858,7,76,57,26,6,10.50%,70,1,7,18,31,374
Scott,B51,Scott B51,947859,7,57,43,20,3,7.00%,54,0,8,18,29,284
Scott,B52,Scott B52,947860,10,59,46,21,0,0.00%,59,0,5,19,24,300
Scott,Bf,Scott Bf,947863,1,13,10,4,0,0.00%,13,0,1,1,2,64
Scott,Bg,Scott Bg,947861,4,40,31,14,0,0.00%,40,0,0,6,6,201
Scott,Bu,Scott Bu,947864,5,30,23,10,1,4.30%,29,1,1,7,9,149
Scott,D11,Scott D11,947868,5,50,40,18,0,0.00%,50,0,0,2,2,261
Scott,D12,Scott D12,947869,6,39,30,13,1,3.30%,38,1,3,10,14,194
Scott,D13,Scott D13,947870,6,46,34,15,4,11.80%,42,1,6,14,24,224
Scott,D14,Scott D14,947871,5,29,22,10,2,9.10%,27,2,3,15,20,144
Scott,D21,Scott D21,947872,6,35,27,12,1,3.70%,34,0,4,12,17,180
Scott,D22,Scott D22,947873,4,29,23,10,4,17.40%,25,1,4,13,21,149
Scott,D23,Scott D23,947874,4,40,29,13,3,10.30%,37,1,8,8,19,193
Scott,D24,Scott D24,947875,6,54,41,19,2,4.90%,52,1,1,9,12,273
Scott,D31,Scott D31,947876,5,39,30,14,1,3.30%,38,0,5,4,10,196
Scott,D32,Scott D32,947877,4,28,22,10,2,9.10%,26,0,3,6,11,142
Scott,D33,Scott D33,947878,4,27,21,9,1,4.80%,26,0,4,8,13,134
Scott,D34,Scott D34,947879,5,43,33,15,8,24.20%,35,0,16,24,48,214
Scott,D41,Scott D41,947880,7,51,40,18,1,2.50%,50,0,7,11,19,261
Scott,D42,Scott D42,947881,5,37,29,13,0,0.00%,37,0,1,11,12,191
Scott,D43,Scott D43,947882,5,48,36,17,0,0.00%,48,0,2,12,14,240
Scott,D44,Scott D44,947883,5,25,20,9,7,35.00%,18,0,20,26,53,129
Scott,D51,Scott D51,947884,7,81,59,27,3,5.10%,78,1,10,24,37,393
Scott,D52,Scott D52,947885,6,51,38,17,5,13.20%,46,2,8,14,27,253
Scott,D53,Scott D53,947886,6,55,42,19,2,4.80%,53,1,4,11,17,274
Scott,D54,Scott D54,947887,5,42,31,14,2,6.50%,40,1,6,19,27,204
Scott,D61,Scott D61,947888,6,44,35,16,0,0.00%,44,0,1,17,18,227
Scott,D62,Scott D62,947889,6,60,45,20,4,8.90%,56,0,7,22,33,295
Scott,D63,Scott D63,947890,7,60,47,21,7,14.90%,53,1,15,26,48,307
Scott,D64,Scott D64,947891,9,141,104,48,0,0.00%,141,0,6,21,27,692
Scott,D71,Scott D71,947892,7,74,56,26,3,5.40%,71,0,3,17,23,370
Scott,D72,Scott D72,947893,7,64,49,22,2,4.10%,62,0,10,23,35,323
Scott,D73,Scott D73,947894,6,51,39,18,12,30.80%,39,1,18,20,50,258
Scott,D74,Scott D74,947895,4,24,20,9,3,15.00%,21,0,10,25,38,129
Scott,D81,Scott D81,947896,5,34,27,12,1,3.70%,33,0,3,9,13,180
Scott,D82,Scott D82,947897,7,53,40,18,1,2.50%,52,0,5,24,30,266
Scott,D83,Scott D83,947898,7,45,34,15,0,0.00%,45,0,1,18,19,220
Scott,D84,Scott D84,947899,5,44,34,15,0,0.00%,44,0,2,8,10,220
Scott,Dh,Scott Dh,1593753,1,4,3,1,0,0.00%,4,0,0,1,1,20
Scott,El1,Scott El1,947900,6,51,40,18,0,0.00%,51,0,1,11,12,261
Scott,El2,Scott El2,947911,5,41,31,14,0,0.00%,41,0,2,5,7,206
Scott,Hg,Scott Hg,947901,1,9,7,3,0,0.00%,9,0,0,1,1,46
Scott,Lb,Scott Lb,947903,1,8,6,3,0,0.00%,8,0,0,5,5,39
Scott,Lc1,Scott Lc1,1593754,4,36,27,12,2,7.40%,34,1,5,8,15,176
Scott,Lc2,Scott Lc2,1593755,4,26,20,9,1,5.00%,25,0,2,7,10,127
Scott,Lct,Scott Lct,1593756,2,19,14,19,1,7.10%,18,0,0,6,7,91
Scott,Lg,Scott Lg,1593757,2,16,12,16,0,0.00%,16,0,0,3,3,78
Scott,Mc,Scott Mc,1593758,1,10,8,3,0,0.00%,10,0,2,1,3,51
Scott,Pkv,Scott Pkv,1593759,4,27,21,9,0,0.00%,27,0,3,7,10,137
Scott,Pr,Scott Pr,947906,2,20,15,20,1,6.70%,19,1,1,6,8,96
Scott,Pv,Scott Pv,947905,2,11,9,11,0,0.00%,11,0,0,5,5,54
Scott,Rv,Scott Rv,947907,1,10,8,3,0,0.00%,10,0,1,1,2,49
Scott,Wc,Scott Wc,947909,3,21,17,10,0,0.00%,21,0,2,2,4,111
Scott,Wf,Scott Wf,947910,1,13,10,5,0,0.00%,13,0,0,1,1,65
Shelby,2,Shelby 02,947914,13,12,10,5,0,0.00%,12,0,1,1,2,65
Shelby,3,Shelby 03,947915,10,13,10,5,0,0.00%,13,0,0,1,1,65
Shelby,4,Shelby 04,947916,7,7,6,2,0,0.00%,7,0,0,1,1,36
Shelby,5,Shelby 05,947917,10,11,9,4,1,11.10%,10,0,0,2,3,54
Shelby,6,Shelby 06,947918,15,14,11,5,0,0.00%,14,0,1,2,3,72
Shelby,7,Shelby 07,947919,10,9,8,3,0,0.00%,9,0,1,1,2,47
Shelby,8,Shelby 08,947920,12,12,10,4,0,0.00%,12,0,0,2,2,62
Shelby,9,Shelby 09,947921,13,13,11,5,0,0.00%,13,0,1,1,2,70
Shelby,10,Shelby 10,947913,10,11,8,4,0,0.00%,11,0,0,3,3,52
Sioux,At,Sioux At,947922,7,13,11,5,0,0.00%,13,0,0,2,2,67
Sioux,Fl,Sioux Fl,947926,3,2,2,1,0,0.00%,2,0,0,2,2,11
Sioux,Gt,Sioux Gt,947927,3,6,5,3,0,0.00%,6,0,1,2,3,29
Sioux,Hw,Sioux Hw,947929,12,26,19,9,0,0.00%,26,0,0,3,3,124
Sioux,Ln,Sioux Ln,947930,4,9,7,3,0,0.00%,9,0,1,3,4,44
Sioux,Oc1,Sioux Oc1,947931,10,25,19,8,1,5.30%,24,0,5,9,15,121
Sioux,Oc2,Sioux Oc2,947932,11,17,14,6,1,7.10%,16,0,3,9,13,90
Sioux,Pl,Sioux Pl,947933,2,2,2,2,0,0.00%,2,0,0,1,1,10
Sioux,Rd,Sioux Rd,947934,2,3,3,3,0,0.00%,3,0,0,0,0,15
Sioux,Rve,Sioux Rve,1593760,4,7,6,2,0,0.00%,7,0,0,3,3,36
Sioux,Rvw,Sioux Rvw,1593761,3,4,4,2,0,0.00%,4,0,0,3,3,21
Sioux,Scc,Sioux Scc,1593762,7,12,9,4,0,0.00%,12,0,3,19,22,57
Sioux,Scn,Sioux Scn,1593763,4,5,4,2,0,0.00%,5,0,2,10,12,23
Sioux,Scs,Sioux Scs,1593764,6,8,7,3,0,0.00%,8,0,2,7,9,44
Sioux,Sm,Sioux Sm,947939,1,0,1,0,0,0.00%,0,0,1,3,4,5
Sioux,Wb,Sioux Wb,1593765,1,0,1,0,0,0.00%,0,0,1,1,2,3
Story,1,Story 01,947941,6,61,46,21,2,4.30%,59,0,6,29,37,300
Story,2,Story 02,947952,8,102,78,36,4,5.10%,98,1,8,21,33,516
Story,3,Story 03,947963,6,51,42,19,2,4.80%,49,0,4,24,30,274
Story,4,Story 04,947974,8,139,106,48,3,2.80%,136,1,7,26,36,700
Story,5,Story 05,947979,9,148,111,51,3,2.70%,145,1,8,25,36,738
Story,6,Story 06,947980,10,139,103,47,6,5.80%,133,0,10,32,48,682
Story,7,Story 07,947981,7,103,78,36,2,2.60%,101,2,9,33,44,517
Story,8,Story 08,947982,8,125,94,43,1,1.10%,124,0,6,26,33,620
Story,9,Story 09,947983,9,130,97,45,3,3.10%,127,0,4,19,26,646
Story,10,Story 10,947942,9,141,106,48,4,3.80%,137,1,9,26,39,700
Story,11,Story 11,947943,9,124,93,43,2,2.20%,122,1,4,22,28,619
Story,12,Story 12,947944,5,26,20,9,2,10.00%,24,0,3,18,23,131
Story,13,Story 13,947945,5,40,32,15,6,18.80%,34,0,8,29,43,212
Story,14,Story 14,947946,8,75,57,26,1,1.80%,74,0,2,13,16,374
Story,15,Story 15,947947,8,117,88,40,5,5.70%,112,0,4,32,41,584
Story,16,Story 16,947948,6,14,12,5,3,25.00%,11,2,12,29,44,77
Story,17,Story 17,947949,4,7,8,3,1,12.50%,6,0,7,11,19,47
Story,18,Story 18,947950,5,8,8,3,6,75.00%,2,0,7,14,27,51
Story,19,Story 19,947951,7,90,69,31,7,10.10%,83,0,1,25,33,454
Story,20,Story 20,947953,8,118,89,41,5,5.60%,113,0,16,28,49,588
Story,21,Story 21,947954,1,12,10,5,0,0.00%,12,0,2,4,6,65
Story,22,Story 22,947955,7,89,67,31,0,0.00%,89,0,5,19,24,444
Story,23,Story 23,947956,1,8,7,3,0,0.00%,8,0,0,2,2,44
Story,24,Story 24,947957,3,39,30,18,1,3.30%,38,1,5,11,17,196
Story,25,Story 25,947958,6,64,51,23,0,0.00%,64,1,1,12,13,336
Story,26,Story 26,947959,2,24,19,26,0,0.00%,24,0,0,10,10,124
