County ,Precinct ,Combined ,Precinct ID,Delegates,Commit Goal ,Commit Goal - 298,Field Goal,Commits,PTG,Difference to Delegate Threshold ,Precinct Captains,MSQ Yang Support -1's ,MSQ Yang Support - 2's,Total Support,Weighted Support
Adair,01nw,Adair 01nw,948199,8,18,14,6,1,7.1%,17,0,0,4,5,3
Adair,02ne,Adair 02ne,948200,11,23,19,9,0,0.0%,23,0,1,10,11,5.5
Adair,03sw,Adair 03sw,948201,9,19,15,7,2,13.3%,17,1,3,7,12,6.5
Adair,04se,Adair 04se,948202,10,19,15,7,1,6.7%,18,1,1,7,9,5
Adair,05gf,Adair 05gf,948203,13,31,26,12,2,7.7%,29,1,3,8,13,8
Adams,Ad1,Adams Ad1,1593415,8,15,12,6,0,0.0%,15,0,1,3,4,2.5
Adams,Ad2,Adams Ad2,1593416,7,12,10,4,0,0.0%,12,0,0,1,1,0.5
Adams,Ad3,Adams Ad3,1593417,8,26,20,9,0,0.0%,26,0,0,1,1,0.5
Adams,Ad4,Adams Ad4,1593418,7,8,7,3,0,0.0%,8,0,0,1,1,0.5
Adams,Ad5,Adams Ad5,1593419,5,6,5,2,0,0.0%,6,0,0,0,0,0
Allamakee,Pct 1,Allamakee Pct 1,948208,4,9,7,3,0,0.0%,9,0,0,10,10,5
Allamakee,Pct 10,Allamakee Pct 10,948209,9,20,15,7,0,0.0%,20,0,0,7,7,3
Allamakee,Pct 11,Allamakee Pct 11,948210,9,23,17,8,2,11.8%,21,0,0,7,9,5
Allamakee,Pct 2,Allamakee Pct 2,948211,14,22,16,7,0,0.0%,22,0,1,14,15,8
Allamakee,Pct 3,Allamakee Pct 3,948212,3,2,2,1,0,0.0%,2,0,0,2,2,1
Allamakee,Pct 4,Allamakee Pct 4,948213,8,12,10,4,0,0.0%,12,0,0,4,4,2
Allamakee,Pct 5,Allamakee Pct 5,948214,4,9,7,3,0,0.0%,9,0,1,2,3,2
Allamakee,Pct 6,Allamakee Pct 6,948215,7,18,14,6,0,0.0%,18,0,0,5,5,0.5
Allamakee,Pct 7,Allamakee Pct 7,948216,18,42,33,15,1,3.0%,41,0,1,7,9,4.5
Allamakee,Pct 8,Allamakee Pct 8,948217,5,13,10,4,0,0.0%,13,0,1,2,3,1.5
Allamakee,Pct 9,Allamakee Pct 9,948218,9,19,14,6,0,0.0%,19,0,2,8,10,6
Appanoose,Bl,Appanoose Bl,946557,4,14,11,5,0,0.0%,14,0,1,1,2,1.5
Appanoose,Cv1,Appanoose Cv1,946558,13,30,23,10,0,0.0%,30,0,2,4,6,4
Appanoose,Cv2,Appanoose Cv2,946559,11,23,18,8,1,5.6%,22,0,1,4,6,4
Appanoose,Cv3,Appanoose Cv3,946560,10,21,16,7,0,0.0%,21,0,0,0,0,0
Appanoose,Cw,Appanoose Cw,946561,2,6,5,6,0,0.0%,6,0,0,0,0,0
Appanoose,Jo,Appanoose Jo,946562,4,10,8,3,0,0.0%,10,0,0,0,0,0
Appanoose,Ps,Appanoose Ps,946563,5,11,9,4,0,0.0%,11,0,1,1,2,1.5
Appanoose,Ty,Appanoose Ty,946564,7,17,13,6,0,0.0%,17,0,1,0,1,1.5
Appanoose,Ud,Appanoose Ud,946565,4,12,9,4,0,0.0%,12,0,0,0,0,0
Appanoose,Vm,Appanoose Vm,946567,6,11,9,4,0,0.0%,11,0,0,2,2,1
Appanoose,Walnut,Appanoose Walnut,1950003,5,12,10,4,0,0.0%,12,0,1,3,4,2.5
Appanoose,Ws,Appanoose Ws,946569,4,7,5,2,0,0.0%,7,0,0,2,2,1
Audubon,1,Audubon 01,946570,15,48,36,17,3,8.3%,45,0,5,10,18,12
Audubon,2,Audubon 02,946571,15,40,30,14,0,0.0%,40,0,1,6,7,4
Benton,Bg,Benton Bg,946574,9,16,12,5,0,0.0%,16,0,0,4,4,2
Benton,Bn,Benton Bn,946575,22,44,34,15,0,0.0%,44,0,3,1,4,3.5
Benton,Bp1,Benton Bp1,946576,6,12,10,4,0,0.0%,12,0,0,3,3,1.5
Benton,Bp2,Benton Bp2,946577,5,8,7,3,0,0.0%,8,0,0,0,0,0
Benton,Bp3,Benton Bp3,946578,6,7,6,3,1,16.7%,6,0,0,0,1,1
Benton,Br,Benton Br,946579,5,7,6,2,0,0.0%,7,0,0,0,0,0
Benton,Ed,Benton Ed,946580,10,18,15,7,0,0.0%,18,0,1,0,1,1
Benton,El,Benton El,946581,10,13,10,4,0,0.0%,13,0,1,4,5,3
Benton,Fl,Benton Fl,946582,12,14,11,5,0,0.0%,14,0,1,2,3,2
Benton,Fr,Benton Fr,946583,22,35,27,12,0,0.0%,35,0,4,4,8,6
Benton,Ho,Benton Ho,946584,6,9,7,3,0,0.0%,9,0,0,1,1,1
Benton,Ia,Benton Ia,946585,10,16,12,5,2,16.7%,14,0,1,4,7,3.5
Benton,Ka,Benton Ka,946586,6,9,7,3,1,14.3%,8,1,0,1,2,1.5
Benton,Po,Benton Po,946587,20,49,38,17,0,0.0%,49,0,2,4,6,4
Benton,Vt1,Benton Vt1,946588,12,23,18,8,0,0.0%,23,0,1,4,5,3
Benton,Vt2,Benton Vt2,946589,8,15,12,5,1,8.3%,14,0,0,3,4,2
Benton,Vt3,Benton Vt3,946590,11,22,17,7,1,5.9%,21,0,0,4,5,2
Benton,Vt4,Benton Vt4,946591,10,15,11,5,0,0.0%,15,0,0,2,2,1
Benton,Wa,Benton Wa,946592,10,11,9,4,0,0.0%,11,0,3,1,4,3.5
Black Hawk,Aloo,Black Hawk Aloo,1593422,5,18,13,6,1,7.7%,17,0,2,7,10,6.5
Black Hawk,B000,Black Hawk B000,946594,1,4,3,1,0,0.0%,4,0,2,1,3,2.5
Black Hawk,C000,Black Hawk C000,1593423,8,32,24,11,0,0.0%,32,0,5,0,5,5
Black Hawk,Dk00,Black Hawk Dk00,1593424,7,26,21,9,0,0.0%,26,0,2,4,6,3.5
Black Hawk,Dm00,Black Hawk Dm00,1593425,10,37,28,13,2,7.1%,35,1,7,23,32,19
Black Hawk,Eo00,Black Hawk Eo00,1593426,7,21,16,7,0,0.0%,21,0,0,7,7,3.5
Black Hawk,G000,Black Hawk G000,1593427,1,6,5,2,0,0.0%,6,0,0,1,1,0.5
Black Hawk,J100,Black Hawk J100,946600,4,15,12,5,0,0.0%,15,0,0,3,3,1.5
Black Hawk,J200,Black Hawk J200,946601,3,17,13,8,0,0.0%,17,0,1,1,2,1
Black Hawk,J300,Black Hawk J300,946602,4,11,9,4,0,0.0%,11,0,2,4,6,4
Black Hawk,J400,Black Hawk J400,946603,4,17,14,6,0,0.0%,17,0,0,6,6,3
Black Hawk,N000,Black Hawk N000,946606,4,14,11,5,0,0.0%,14,0,0,4,4,2
Black Hawk,Ph01,Black Hawk Ph01,946607,3,10,8,5,0,0.0%,10,0,1,3,4,2.5
Black Hawk,Pk02,Black Hawk Pk02,946608,7,21,17,8,1,5.9%,20,0,1,8,10,5.5
Black Hawk,Q000,Black Hawk Q000,1593428,1,1,1,0,0,0.0%,1,0,0,0,0,0
Black Hawk,R000,Black Hawk R000,946609,3,15,12,7,0,0.0%,15,0,1,3,4,2.5
Black Hawk,S000,Black Hawk S000,946610,2,10,8,10,0,0.0%,10,0,0,2,2,1
Black Hawk,W101,Black Hawk W101,946611,10,57,43,19,2,4.7%,55,1,1,36,39,8
Black Hawk,W102,Black Hawk W102,946612,9,35,26,12,0,0.0%,35,0,5,6,11,7.5
Black Hawk,W103,Black Hawk W103,946613,8,34,25,12,1,4.0%,33,0,3,14,18,10
Black Hawk,W104,Black Hawk W104,946614,9,42,33,15,1,3.0%,41,1,3,9,13,8.5
Black Hawk,W105,Black Hawk W105,946615,8,28,21,9,0,0.0%,28,0,3,11,14,7.5
Black Hawk,W106,Black Hawk W106,946616,11,51,39,18,0,0.0%,51,0,2,6,8,5
Black Hawk,W201,Black Hawk W201,946617,6,30,24,11,0,0.0%,30,0,3,8,11,6.5
Black Hawk,W202,Black Hawk W202,946618,7,23,17,8,1,5.9%,22,0,3,6,10,6.5
Black Hawk,W203,Black Hawk W203,946619,9,27,21,9,0,0.0%,27,0,3,14,17,9
Black Hawk,W204,Black Hawk W204,946620,14,52,40,18,0,0.0%,52,0,5,5,10,7.5
Black Hawk,W205,Black Hawk W205,946621,9,35,27,12,3,11.1%,32,0,5,17,25,15.5
Black Hawk,W206,Black Hawk W206,946622,9,42,32,15,1,3.1%,41,0,2,7,10,6
Black Hawk,W301,Black Hawk W301,946623,8,39,30,14,2,6.7%,37,0,1,12,15,8
Black Hawk,W302,Black Hawk W302,946624,9,40,31,14,0,0.0%,40,0,3,4,7,4
Black Hawk,W303,Black Hawk W303,946625,7,24,18,8,0,0.0%,24,0,2,4,6,4
Black Hawk,W304,Black Hawk W304,946626,7,23,18,8,0,0.0%,23,0,1,4,5,2.5
Black Hawk,W305,Black Hawk W305,946627,11,47,35,16,3,8.6%,44,1,0,6,9,5.5
Black Hawk,W306,Black Hawk W306,946628,6,25,19,9,0,0.0%,25,0,3,5,8,5.5
Black Hawk,W401,Black Hawk W401,946629,10,43,32,15,0,0.0%,43,0,4,7,11,7.5
Black Hawk,W402,Black Hawk W402,946630,7,28,22,10,0,0.0%,28,0,2,6,8,4.5
Black Hawk,W403,Black Hawk W403,946631,5,12,9,4,7,77.8%,5,1,5,10,22,18
Black Hawk,W404,Black Hawk W404,946632,7,33,25,11,0,0.0%,33,0,1,6,7,3.5
Black Hawk,W405,Black Hawk W405,946633,11,44,32,15,2,6.3%,42,0,4,13,19,11.5
Black Hawk,W406,Black Hawk W406,946634,5,18,14,6,1,7.1%,17,0,1,5,7,4
Black Hawk,W501,Black Hawk W501,946635,4,15,12,5,0,0.0%,15,0,0,6,6,3
Black Hawk,W502,Black Hawk W502,946636,8,30,23,10,0,0.0%,30,0,4,6,10,6.5
Black Hawk,W503,Black Hawk W503,946637,7,27,21,9,4,19.0%,23,0,4,7,15,11.5
Black Hawk,W504,Black Hawk W504,946638,9,42,32,14,2,6.3%,40,1,4,11,17,11
Black Hawk,W505,Black Hawk W505,946639,10,71,53,24,1,1.9%,70,0,2,15,18,11
Black Hawk,W506,Black Hawk W506,946640,9,41,32,14,1,3.1%,40,1,6,11,18,11.5
Black Hawk,X101,Black Hawk X101,946641,8,32,24,11,1,4.2%,31,0,1,13,15,8
Black Hawk,X102,Black Hawk X102,946642,15,103,76,35,5,6.6%,98,1,4,18,27,16.5
Black Hawk,X103,Black Hawk X103,946643,15,78,59,27,4,6.8%,74,1,4,32,40,22.5
Black Hawk,X201,Black Hawk X201,946644,4,10,9,4,2,22.2%,8,0,0,9,11,6.5
Black Hawk,X202,Black Hawk X202,946645,14,60,45,20,5,11.1%,55,0,8,11,24,17.5
Black Hawk,X203,Black Hawk X203,946646,19,98,73,33,1,1.4%,97,0,9,25,35,20.5
Black Hawk,X301,Black Hawk X301,946647,10,50,38,17,1,2.6%,49,0,7,11,19,13.5
Black Hawk,X302,Black Hawk X302,946648,14,79,59,27,0,0.0%,79,0,2,13,15,9
Black Hawk,X303,Black Hawk X303,946649,9,26,22,10,1,4.5%,25,1,6,12,19,11.5
Black Hawk,X401,Black Hawk X401,946650,13,86,65,30,3,4.6%,83,1,9,20,32,21
Black Hawk,X402,Black Hawk X402,946651,10,48,36,17,2,5.6%,46,1,5,15,22,13.5
Black Hawk,X403,Black Hawk X403,946652,9,24,20,9,2,10.0%,22,1,3,5,10,8
Black Hawk,X501,Black Hawk X501,946653,13,82,61,28,0,0.0%,82,1,5,14,19,12.5
Black Hawk,X502,Black Hawk X502,946654,13,63,48,22,1,2.1%,62,0,6,9,16,11
Black Hawk,X503,Black Hawk X503,946655,11,59,44,20,1,2.3%,58,0,3,9,13,8.5
Boone,Bn1,Boone Bn1,946656,9,43,33,15,0,0.0%,43,0,0,11,11,6
Boone,Bn2,Boone Bn2,946657,10,56,42,19,0,0.0%,56,0,4,11,15,9.5
Boone,Bn3,Boone Bn3,946658,10,60,47,21,1,2.1%,59,1,6,17,24,14
Boone,Bn4,Boone Bn4,946659,12,58,47,21,2,4.3%,56,1,5,10,17,11
Boone,Bn5,Boone Bn5,946660,10,49,38,17,0,0.0%,49,0,1,6,7,4
Boone,Md1,Boone Md1,946661,4,14,12,5,1,8.3%,13,0,1,1,3,2
Boone,Md2,Boone Md2,946662,4,22,17,8,0,0.0%,22,0,1,1,2,1.5
Boone,Md3,Boone Md3,946663,3,17,13,8,0,0.0%,17,0,1,3,4,2
Boone,Og,Boone Og,946664,7,32,24,11,1,4.2%,31,0,1,6,8,4.5
Boone,Rp1,Boone Rp1,946665,5,24,19,9,0,0.0%,24,0,1,6,7,4
Boone,Rp2,Boone Rp2,946666,7,42,33,15,0,0.0%,42,0,1,4,5,3
Boone,Rp3,Boone Rp3,946667,3,17,14,8,0,0.0%,17,0,0,4,4,2.5
Boone,Rp4,Boone Rp4,946668,7,37,28,13,0,0.0%,37,0,0,6,6,2.5
Boone,Rp5,Boone Rp5,946669,3,14,11,6,0,0.0%,14,0,1,1,2,1.5
Boone,Rp6,Boone Rp6,946670,6,31,23,10,0,0.0%,31,0,1,6,7,4
Bremer,Dv,Bremer Dv,946673,9,49,37,17,3,8.1%,46,2,6,13,22,14.5
Bremer,Fd,Bremer Fd,946675,1,9,7,3,0,0.0%,9,0,0,0,0,0
Bremer,Jv,Bremer Jv,946679,5,21,17,7,0,0.0%,21,0,1,3,4,2.5
Bremer,La,Bremer La,946680,4,13,11,5,0,0.0%,13,0,0,3,3,1.5
Bremer,Pl,Bremer Pl,1593429,3,15,12,7,1,8.3%,14,0,1,2,4,2.5
Bremer,Rd,Bremer Rd,1593430,4,15,11,5,0,0.0%,15,0,0,4,4,2
Bremer,Su,Bremer Su,946681,6,30,24,11,0,0.0%,30,0,1,4,5,3.5
Bremer,Tr,Bremer Tr,1593431,5,20,16,7,0,0.0%,20,0,2,4,6,4
Bremer,Wl1,Bremer Wl1,946682,9,53,42,19,3,7.1%,50,0,1,10,14,8.5
Bremer,Wl2,Bremer Wl2,946683,7,40,31,14,2,6.5%,38,0,3,11,16,9.5
Bremer,Wl3,Bremer Wl3,946684,5,17,13,6,0,0.0%,17,0,2,3,5,3.5
Bremer,Wl4,Bremer Wl4,946685,8,54,41,19,1,2.4%,53,0,2,8,11,6.5
Bremer,Wl5,Bremer Wl5,946686,9,67,51,23,2,3.9%,65,1,2,9,13,8.5
Buchanan,Ar,Buchanan Ar,946688,5,17,13,6,0,0.0%,17,0,0,2,2,1
Buchanan,Bd,Buchanan Bd,946689,4,10,9,4,0,0.0%,10,0,0,0,0,0
Buchanan,Fb,Buchanan Fb,946690,5,16,13,6,1,7.7%,15,0,1,6,8,5
Buchanan,Ht,Buchanan Ht,946691,4,10,9,4,0,0.0%,10,0,3,2,5,3
Buchanan,I1,Buchanan I1,946692,12,44,34,16,0,0.0%,44,0,3,12,15,8.5
Buchanan,I2,Buchanan I2,946693,6,25,19,9,1,5.3%,24,0,3,4,8,6
Buchanan,I3,Buchanan I3,946694,9,28,22,10,0,0.0%,28,0,4,10,14,8
Buchanan,I4,Buchanan I4,946695,6,22,17,8,0,0.0%,22,0,1,6,7,4
Buchanan,I5,Buchanan I5,946696,6,21,16,7,0,0.0%,21,0,1,2,3,2
Buchanan,Js,Buchanan Js,946697,11,38,29,13,3,10.3%,35,1,2,4,9,7
Buchanan,Mn,Buchanan Mn,1593432,3,8,6,3,0,0.0%,8,0,0,0,0,0
Buchanan,Pw,Buchanan Pw,946699,6,15,12,5,1,8.3%,14,1,3,11,15,9.5
Buchanan,Qt,Buchanan Qt,946700,6,20,15,7,1,6.7%,19,1,3,13,17,9.5
Buchanan,Rw,Buchanan Rw,946701,5,19,15,7,0,0.0%,19,0,2,3,5,3
Buchanan,Wn,Buchanan Wn,946702,7,27,20,9,0,0.0%,27,0,1,4,5,3
Buena Vista,1,Buena Vista 01,946703,7,13,11,5,6,54.5%,7,3,24,39,69,43
Buena Vista,2,Buena Vista 02,946704,4,9,7,3,5,71.4%,4,0,17,30,52,32.5
Buena Vista,3,Buena Vista 03,946705,7,27,21,9,4,19.0%,23,2,25,48,77,48
Buena Vista,4,Buena Vista 04,946706,8,26,21,9,6,28.6%,20,0,13,36,55,35
Buena Vista,Acfc,Buena Vista Acfc,948219,2,6,5,7,1,20.0%,5,0,0,9,10,4.5
Buena Vista,Alne,Buena Vista Alne,948220,5,19,14,6,5,35.7%,14,2,6,22,33,20.5
Buena Vista,Lkhm,Buena Vista Lkhm,948222,3,14,11,6,5,45.5%,9,0,1,18,24,13.5
Buena Vista,Nenp,Buena Vista Nenp,948224,2,6,5,6,0,0.0%,6,0,2,2,4,3
Buena Vista,S-M-L-R,Buena Vista S-M-L-R,1593433,5,14,11,5,0,0.0%,14,0,2,8,10,6
Buena Vista,Trwg,Buena Vista Trwg,948227,2,7,6,8,0,0.0%,7,0,1,9,10,5
Butler,1-Gr,Butler 1-Gr,1593434,10,30,24,11,0,0.0%,30,0,1,9,10,5
Butler,2-Cl,Butler 2-Cl,1593435,11,23,18,8,0,0.0%,23,0,2,2,4,2.5
Butler,3-Du,Butler 3-Du,1593436,4,9,8,3,0,0.0%,9,0,1,2,3,2
Butler,4-Al,Butler 4-Al,1593437,4,9,7,3,0,0.0%,9,0,0,2,2,1
Butler,5-Ap,Butler 5-Ap,1593438,5,10,8,3,0,0.0%,10,0,0,1,1,0.5
Butler,6-Sr,Butler 6-Sr,1593439,11,27,20,9,0,0.0%,27,0,1,8,9,5
Butler,7-Pb,Butler 7-Pb,1593440,10,33,26,12,0,0.0%,33,0,1,2,3,2
Butler,8-Nh,Butler 8-Nh,1593441,5,15,11,5,1,9.1%,14,0,2,5,8,5
Calhoun,Buwm,Calhoun Buwm,948228,6,12,10,4,1,10.0%,11,0,0,6,7,4
Calhoun,Cedar,Calhoun Cedar,948229,1,6,5,2,0,0.0%,6,0,0,0,0,0
Calhoun,Chjeglk,Calhoun Chjeglk,948230,15,30,23,10,1,4.3%,29,0,0,7,8,3.5
Calhoun,Cnlgtga,Calhoun Cnlgtga,948231,5,10,9,4,0,0.0%,10,0,0,0,0,0
Calhoun,Greenfi,Calhoun Greenfi,948232,2,5,5,6,0,0.0%,5,0,0,0,0,0
Calhoun,Lincoln,Calhoun Lincoln,948234,10,23,18,8,0,0.0%,23,0,1,2,3,2
Calhoun,Reading,Calhoun Reading,948235,3,5,5,3,0,0.0%,5,0,0,0,0,0
Calhoun,Rockwel,Calhoun Rockwel,948236,13,29,24,11,0,0.0%,29,0,5,2,7,5.5
Calhoun,Sherman,Calhoun Sherman,948237,3,8,7,4,0,0.0%,8,0,0,0,0,0
Calhoun,Union,Calhoun Union,948238,2,7,6,7,0,0.0%,7,0,1,0,1,1
Carroll,1,Carroll 01,946719,14,35,28,13,2,7.1%,33,0,4,21,27,16.5
Carroll,2,Carroll 02,946720,18,54,41,19,5,12.2%,49,1,9,21,35,23.5
Carroll,3,Carroll 03,946721,13,28,22,10,1,4.5%,27,0,5,11,17,10.5
Carroll,4,Carroll 04,946722,13,30,24,11,1,4.2%,29,0,0,14,15,8
Carroll,5,Carroll 05,946723,4,10,9,4,0,0.0%,10,0,0,0,0,0
Carroll,6,Carroll 06,946724,5,9,7,3,0,0.0%,9,0,0,2,2,1
Carroll,7,Carroll 07,946725,2,7,6,8,0,0.0%,7,0,0,0,0,0
Carroll,8,Carroll 08,946726,7,20,16,7,0,0.0%,20,0,0,5,5,2.5
Carroll,9,Carroll 09,946727,4,10,8,4,0,0.0%,10,0,1,0,1,1.5
Carroll,10,Carroll 10,946728,3,8,7,4,0,0.0%,8,0,0,2,2,1
Carroll,11,Carroll 11,946729,8,28,21,9,0,0.0%,28,0,1,2,3,2
Carroll,12,Carroll 12,946730,2,6,5,6,0,0.0%,6,0,0,1,1,0.5
Carroll,13,Carroll 13,946731,7,20,16,7,1,6.3%,19,1,2,1,4,4
Cass,An,Cass An,946739,6,21,16,7,0,0.0%,21,0,0,0,0,0
Cass,At1,Cass At1,946732,4,13,10,4,0,0.0%,13,0,2,6,8,4.5
Cass,At2,Cass At2,946733,5,12,9,4,0,0.0%,12,0,1,3,4,2.5
Cass,At3,Cass At3,946734,5,13,12,5,0,0.0%,13,0,2,3,5,3.5
Cass,At4,Cass At4,946735,6,16,12,6,0,0.0%,16,0,1,0,1,1
Cass,At5,Cass At5,946736,6,20,16,7,0,0.0%,20,0,0,1,1,0.5
Cass,Bn,Cass Bn,946737,2,4,4,4,0,0.0%,4,0,0,0,0,0
Cass,Cu,Cass Cu,946743,1,5,5,2,0,0.0%,5,0,0,0,0,0
Cass,Gs,Cass Gs,946742,5,14,11,5,0,0.0%,14,0,1,1,2,1.5
Cass,Lw,Cass Lw,946738,3,10,8,5,0,0.0%,10,0,0,0,0,0
Cass,Mr,Cass Mr,946740,4,8,7,3,0,0.0%,8,0,0,2,2,1
Cass,Ms,Cass Ms,946741,2,4,4,5,0,0.0%,4,0,0,0,0,0
Cass,VI,Cass VI,946744,1,2,2,1,0,0.0%,2,0,0,0,0,0
Cedar,Cn,Cedar Cn,946745,8,33,24,11,0,0.0%,33,0,0,5,5,2.5
Cedar,Da,Cedar Da,946746,4,16,14,6,1,7.1%,15,0,2,4,7,4.5
Cedar,Fm,Cedar Fm,946747,8,23,18,8,2,11.1%,21,0,2,5,9,6.5
Cedar,Fr,Cedar Fr,946748,3,13,10,6,0,0.0%,13,0,1,3,4,2.5
Cedar,Gw,Cedar Gw,946749,7,47,36,16,1,2.8%,46,0,1,6,8,5.5
Cedar,In,Cedar In,946750,2,5,5,6,0,0.0%,5,0,2,2,4,2.5
Cedar,Ln,Cedar Ln,946751,7,31,24,11,0,0.0%,31,0,2,6,8,5
Cedar,Ma,Cedar Ma,946752,4,15,12,5,1,8.3%,14,0,0,2,3,2
Cedar,Tt1,Cedar Tt1,946753,4,11,9,4,1,11.1%,10,0,1,2,4,2.5
Cedar,Tt2,Cedar Tt2,946754,4,21,17,7,0,0.0%,21,0,1,5,6,3.5
Cedar,Tt3,Cedar Tt3,946755,5,24,18,8,1,5.6%,23,1,5,4,10,7.5
Cedar,Wb1,Cedar Wb1,1593442,14,86,64,29,2,3.1%,84,0,0,5,7,5
Cerro Gordo,Cl,Cerro Gordo Cl,946756,7,23,18,8,1,5.6%,22,0,1,6,8,5
Cerro Gordo,Cl1,Cerro Gordo Cl1,946757,9,29,22,10,1,4.5%,28,0,7,12,20,14.5
Cerro Gordo,Cl2,Cerro Gordo Cl2,946758,11,39,29,13,4,13.8%,35,0,4,8,16,12
Cerro Gordo,Cl3,Cerro Gordo Cl3,946759,9,20,16,7,2,12.5%,18,0,2,12,16,9.5
Cerro Gordo,Fln,Cerro Gordo Fln,946761,2,6,5,6,0,0.0%,6,0,0,1,1,0.5
Cerro Gordo,Fls,Cerro Gordo Fls,946762,1,6,5,2,0,0.0%,6,0,0,1,1,0.5
Cerro Gordo,Gme,Cerro Gordo Gme,946763,1,6,5,2,0,0.0%,6,0,0,4,4,2
Cerro Gordo,Gmw,Cerro Gordo Gmw,946764,1,3,3,1,0,0.0%,3,0,0,1,1,0.5
Cerro Gordo,Gn,Cerro Gordo Gn,946765,5,15,12,5,0,0.0%,15,0,1,3,4,2.5
Cerro Gordo,Lcn,Cerro Gordo Lcn,1593443,2,4,4,5,0,0.0%,4,0,0,2,2,1
Cerro Gordo,Lk,Cerro Gordo Lk,946766,2,3,3,3,0,0.0%,3,0,1,4,5,3
Cerro Gordo,Mc W1p1,Cerro Gordo Mc W1p1,946767,8,25,19,9,2,10.5%,23,0,6,7,15,11
Cerro Gordo,Mc W1p2,Cerro Gordo Mc W1p2,946768,10,24,19,9,1,5.3%,23,0,5,9,15,11
Cerro Gordo,Mc W1p3,Cerro Gordo Mc W1p3,946769,11,42,33,15,3,9.1%,39,2,2,15,20,13.5
Cerro Gordo,Mc W2p1,Cerro Gordo Mc W2p1,946770,7,19,16,7,1,6.3%,18,0,3,8,12,8
Cerro Gordo,Mc W2p2,Cerro Gordo Mc W2p2,946771,13,49,36,17,5,13.9%,44,0,3,19,27,15.5
Cerro Gordo,Mc W2p3,Cerro Gordo Mc W2p3,946772,8,19,15,7,0,0.0%,19,1,5,9,14,8.5
Cerro Gordo,Mc W3p1,Cerro Gordo Mc W3p1,946773,11,38,29,13,3,10.3%,35,1,4,14,21,13
Cerro Gordo,Mc W3p2,Cerro Gordo Mc W3p2,946774,8,24,18,8,0,0.0%,24,0,3,9,12,7
Cerro Gordo,Mc W3p3,Cerro Gordo Mc W3p3,946775,14,39,29,13,1,3.4%,38,1,6,13,20,13
Cerro Gordo,Mc W4p1,Cerro Gordo Mc W4p1,946776,8,17,13,6,0,0.0%,17,0,0,8,8,4
Cerro Gordo,Mc W4p2,Cerro Gordo Mc W4p2,946777,9,25,19,8,0,0.0%,25,0,7,9,16,10.5
Cerro Gordo,Mc W4p3,Cerro Gordo Mc W4p3,946778,11,33,24,11,1,4.2%,32,0,4,14,19,13
Cerro Gordo,Msb,Cerro Gordo Msb,1593444,2,6,5,6,0,0.0%,6,0,0,4,4,2
Cerro Gordo,Mv,Cerro Gordo Mv,946780,2,6,5,6,0,0.0%,6,0,0,1,1,0.5
Cerro Gordo,Pod,Cerro Gordo Pod,1593445,3,6,5,3,0,0.0%,6,0,1,1,2,1.5
Cherokee,1 Aur,Cherokee 1 Aur,948239,8,16,12,6,0,0.0%,16,0,1,1,2,1.5
Cherokee,2 Cleg,Cherokee 2 Cleg,948240,9,9,8,3,0,0.0%,9,0,4,7,11,6
Cherokee,3 Quim,Cherokee 3 Quim,948241,5,13,11,5,0,0.0%,13,0,0,1,1,0.5
Cherokee,4 Cher,Cherokee 4 Cher,948242,6,9,9,4,0,0.0%,9,0,0,3,3,1.5
Cherokee,5 Ch W1,Cherokee 5 Ch W1,946782,10,18,16,7,3,18.8%,15,0,1,2,6,4.5
Cherokee,6 Ch W2,Cherokee 6 Ch W2,946783,7,10,9,4,1,11.1%,9,0,1,1,3,2.5
Cherokee,7 Ch W3,Cherokee 7 Ch W3,946784,10,25,20,9,0,0.0%,25,0,0,5,5,2.5
Cherokee,8 Marc,Cherokee 8 Marc,1992281,8,14,12,5,0,0.0%,14,0,0,0,0,0
Chickasaw,Bd,Chickasaw Bd,946785,18,22,16,7,0,0.0%,22,0,2,5,7,4.5
Chickasaw,Ch,Chickasaw Ch,946786,4,4,4,2,1,25.0%,3,0,0,0,1,1
Chickasaw,Da-Rd,Chickasaw Da-Rd,946787,4,6,5,2,0,0.0%,6,0,0,1,1,0.5
Chickasaw,Df-W2,Chickasaw Df-W2,946788,6,8,6,3,0,0.0%,8,0,0,0,0,0
Chickasaw,Ds-Fb,Chickasaw Ds-Fb,946789,12,18,15,7,0,0.0%,18,0,2,3,5,3.5
Chickasaw,Ja-Ut,Chickasaw Ja-Ut,946790,4,5,4,2,0,0.0%,5,0,0,2,2,1
Chickasaw,Nh1,Chickasaw Nh1,946791,9,21,15,7,0,0.0%,21,0,1,4,5,3
Chickasaw,Nh2,Chickasaw Nh2,946792,7,14,11,5,0,0.0%,14,0,0,1,1,0.5
Chickasaw,Nh3,Chickasaw Nh3,946793,10,19,15,7,0,0.0%,19,0,1,2,3,2
Chickasaw,Nh4,Chickasaw Nh4,946794,10,21,15,7,1,6.7%,20,1,0,1,2,1
Chickasaw,Nhr,Chickasaw Nhr,946795,5,4,4,1,0,0.0%,4,0,0,1,1,0.5
Chickasaw,St,Chickasaw St,946796,8,16,12,5,0,0.0%,16,0,1,1,2,1.5
Chickasaw,Wa1,Chickasaw Wa1,1996131,3,9,7,4,0,0.0%,9,0,0,0,0,0
Clarke,Mdl,Clarke Mdl,1593446,6,11,10,4,0,0.0%,11,0,1,4,5,3
