County ,Precinct ,Combined ,Precinct ID,Delegates,Commit Goal ,Commit Goal - 298,Field Goal,Commits,PTG,Difference to Delegate Threshold ,Precinct Captains,MSQ Yang Support -1's ,MSQ Yang Support - 2's,Total Support,Weighted Support
Clarke,My,Clarke My,946798,6,16,13,6,0,0.0%,16,0,0,2,2,1
Clarke,Ne,Clarke Ne,1593447,9,28,22,10,0,0.0%,28,0,3,5,8,5.5
Clarke,Oc1,Clarke Oc1,946800,8,20,15,7,4,26.7%,16,0,0,15,19,11
Clarke,Oc2,Clarke Oc2,946801,8,19,15,7,2,13.3%,17,0,0,15,17,4
Clarke,Oc3,Clarke Oc3,946802,10,25,21,9,4,19.0%,21,1,3,10,17,11
Clarke,Wb,Clarke Wb,946804,3,10,8,5,0,0.0%,10,0,0,2,2,1
Clay,Dgpe,Clay Dgpe,946805,3,8,6,3,0,0.0%,8,0,0,1,1,0
Clay,Gfhd,Clay Gfhd,946806,2,5,4,5,0,0.0%,5,0,0,0,0,0
Clay,Lafr,Clay Lafr,946807,3,8,7,4,0,0.0%,8,0,0,1,1,0.5
Clay,Lggg,Clay Lggg,946808,2,3,3,3,0,0.0%,3,0,0,1,1,0.5
Clay,Lncl,Clay Lncl,946809,4,7,6,2,0,0.0%,7,0,0,0,0,0
Clay,Sp1,Clay Sp1,946812,10,24,20,9,1,5.0%,23,0,0,7,8,4.5
Clay,Sp2,Clay Sp2,946813,12,21,17,8,1,5.9%,20,0,7,13,21,13.5
Clay,Sp3,Clay Sp3,946814,12,32,24,11,0,0.0%,32,0,0,4,4,1.5
Clay,Sp4,Clay Sp4,946815,13,35,28,13,1,3.6%,34,0,0,3,4,2
Clay,Sp5,Clay Sp5,946816,13,27,23,10,0,0.0%,27,0,0,17,17,8.5
Clay,Srsm,Clay Srsm,1593448,7,13,11,5,1,9.1%,12,0,0,3,4,2.5
Clay,Wflt,Clay Wflt,946817,4,9,8,3,0,0.0%,9,0,1,0,1,1
Clayton,Bm-Hi,Clayton Bm-Hi,948243,9,56,43,19,0,0.0%,56,0,0,7,7,3.5
Clayton,Bv,Clayton Bv,946818,1,3,3,1,0,0.0%,3,0,0,0,0,0
Clayton,Cc-Sy,Clayton Cc-Sy,948244,3,15,12,7,0,0.0%,15,0,1,1,2,1.5
Clayton,Cl-Gv,Clayton Cl-Gv,948245,4,16,13,6,0,0.0%,16,0,3,1,4,4
Clayton,Cs,Clayton Cs,946819,5,26,20,9,0,0.0%,26,0,2,4,6,4
Clayton,Elmyvo,Clayton Elmyvo,948246,3,15,11,6,1,9.1%,14,0,1,2,4,3.5
Clayton,Fb-Wg,Clayton Fb-Wg,948247,3,10,8,5,0,0.0%,10,0,1,4,5,3
Clayton,Gdlumo,Clayton Gdlumo,948248,7,24,19,8,2,10.5%,22,0,2,0,4,4.5
Clayton,Gm,Clayton Gm,946820,1,3,3,1,0,0.0%,3,0,0,2,2,1
Clayton,Jf-Mv,Clayton Jf-Mv,948249,12,42,33,15,0,0.0%,42,0,2,7,9,5.5
Clayton,Lm,Clayton Lm,946821,2,3,3,3,0,0.0%,3,0,1,0,1,1
Clayton,Mn,Clayton Mn,948250,8,29,22,10,0,0.0%,29,0,4,2,6,4
Clayton,Mr,Clayton Mr,946822,1,1,1,0,0,0.0%,1,0,0,0,0,0
Clayton,Rd,Clayton Rd,946823,1,3,3,1,0,0.0%,3,0,0,1,1,0.5
Clinton,Bbrd,Clinton Bbrd,1593449,3,11,9,5,0,0.0%,11,0,1,2,3,2
Clinton,Cam1,Clinton Cam1,946826,8,19,16,7,2,12.5%,17,0,1,6,9,5.5
Clinton,Cam2,Clinton Cam2,946827,7,26,20,9,0,0.0%,26,0,1,5,6,3.5
Clinton,Cent,Clinton Cent,946829,1,5,4,2,0,0.0%,5,0,1,2,3,1.5
Clinton,Cl11,Clinton Cl11,946830,7,19,15,7,1,6.7%,18,0,4,6,11,8
Clinton,Cl12,Clinton Cl12,946831,9,26,20,9,0,0.0%,26,0,0,4,4,2
Clinton,Cl21,Clinton Cl21,946832,7,18,14,6,7,50.0%,11,2,7,9,23,17.5
Clinton,Cl22,Clinton Cl22,946833,12,58,44,20,4,9.1%,54,1,6,10,20,14.5
Clinton,Cl31,Clinton Cl31,946834,10,45,34,15,1,2.9%,44,0,4,4,9,6.5
Clinton,Cl32,Clinton Cl32,946835,12,50,37,17,1,2.7%,49,0,4,9,14,8.5
Clinton,Cl41,Clinton Cl41,946836,10,34,27,12,3,11.1%,31,0,0,15,18,10
Clinton,Cl42,Clinton Cl42,946837,10,44,33,15,4,12.1%,40,0,1,8,13,8.5
Clinton,Dcgl,Clinton Dcgl,1593450,2,5,4,5,0,0.0%,5,0,0,0,0,0
Clinton,Dew1,Clinton Dew1,946839,8,34,26,12,0,0.0%,34,0,4,10,14,9
Clinton,Dew2,Clinton Dew2,946840,10,35,27,12,0,0.0%,35,0,6,7,13,9.5
Clinton,Dewt,Clinton Dewt,946841,4,13,10,4,0,0.0%,13,0,2,3,5,3.5
Clinton,Edcm,Clinton Edcm,1593451,1,7,6,2,0,0.0%,7,0,1,3,4,2
Clinton,Erha,Clinton Erha,1593452,4,17,13,6,0,0.0%,17,0,3,8,11,7
Clinton,Lbto,Clinton Lbto,1593453,1,3,2,1,0,0.0%,3,0,0,0,0,0
Clinton,Lomo,Clinton Lomo,1593454,1,2,2,1,0,0.0%,2,0,0,1,1,0.5
Clinton,Ogca,Clinton Ogca,1593455,2,13,11,14,0,0.0%,13,0,0,0,0,0
Clinton,Orgm,Clinton Orgm,1593456,3,12,9,5,0,0.0%,12,0,0,5,5,3
Clinton,Shln,Clinton Shln,1593457,1,9,8,3,0,0.0%,9,0,0,0,0,0
Clinton,Srwh,Clinton Srwh,1593458,3,13,10,6,0,0.0%,13,0,0,0,0,0
Clinton,Wfch,Clinton Wfch,1593459,1,6,5,2,1,20.0%,5,1,0,2,3,1.5
Clinton,Wwaw,Clinton Wwaw,1593460,3,9,8,4,0,0.0%,9,0,0,0,0,0
Crawford,Co,Crawford Co,946857,2,9,7,9,1,14.3%,8,0,0,2,3,1.5
Crawford,D1,Crawford D1,946858,6,14,11,5,1,9.1%,13,1,3,7,11,6.5
Crawford,D2-Dt,Crawford D2-Dt,946859,8,17,13,6,0,0.0%,17,0,1,5,6,3
Crawford,D3-Gr,Crawford D3-Gr,1593461,8,24,18,8,1,5.6%,23,0,1,4,6,4.5
Crawford,Dc-Ab,Crawford Dc-Ab,1593462,4,24,19,8,0,0.0%,24,0,0,0,0,0
Crawford,Ne,Crawford Ne,1593463,4,13,10,4,0,0.0%,13,0,2,1,3,2.5
Crawford,Se,Crawford Se,1593464,5,13,10,5,0,0.0%,13,0,0,7,7,3.5
Crawford,Srk,Crawford Srk,1593465,3,9,8,5,0,0.0%,9,0,0,0,0,0
Dallas,Ads,Dallas Ads,1593466,2,25,19,25,1,5.3%,24,0,1,7,9,6
Dallas,Al1,Dallas Al1,1593467,3,38,29,18,0,0.0%,38,0,2,9,11,6
Dallas,Al2,Dallas Al2,1593468,4,54,44,20,1,2.3%,53,0,11,27,39,26
Dallas,Bdm,Dallas Bdm,1593469,4,58,44,20,4,9.1%,54,0,4,15,23,14.5
Dallas,Cl5,Dallas Cl5,1593470,5,67,51,23,1,2.0%,66,0,4,15,20,11.5
Dallas,Cl6,Dallas Cl6,1593471,6,63,50,23,4,8.0%,59,0,9,28,41,24
Dallas,Coa,Dallas Coa,1593472,2,22,17,23,0,0.0%,22,0,2,4,6,3.5
Dallas,Do,Dallas Do,946878,1,19,15,7,4,26.7%,15,0,11,11,26,20
Dallas,Lwl,Dallas Lwl,1593473,1,13,10,4,0,0.0%,13,0,1,2,3,2
Dallas,Py1,Dallas Py1,946883,4,44,34,15,0,0.0%,44,0,2,6,8,5.5
Dallas,Py2,Dallas Py2,946884,4,40,29,13,0,0.0%,40,0,4,4,8,6.5
Dallas,Py3,Dallas Py3,946885,3,30,23,14,2,8.7%,28,0,3,6,11,9.5
Dallas,Sd,Dallas Sd,1593474,1,22,17,7,1,5.9%,21,1,1,9,11,5.5
Dallas,Sgdc,Dallas Sgdc,1593475,4,51,39,18,1,2.6%,50,0,3,15,19,11
Dallas,Un,Dallas Un,1593476,3,33,25,15,0,0.0%,33,0,2,13,15,8.5
Dallas,Urb13,Dallas Urb13,1593477,7,73,56,25,5,8.9%,68,0,9,19,33,21.5
Dallas,Urb14,Dallas Urb14,1593478,5,59,44,20,4,9.1%,55,0,7,20,31,19.5
Dallas,Urb15,Dallas Urb15,1593479,3,35,26,16,2,7.7%,33,0,3,13,18,10.5
Dallas,Vm,Dallas Vm,946889,4,49,39,18,2,5.1%,47,2,7,11,20,13.5
Dallas,Wgg,Dallas Wgg,1593480,3,44,34,21,5,14.7%,39,1,3,10,18,12.5
Dallas,Wk1,Dallas Wk1,946892,6,75,56,26,2,3.6%,73,0,7,27,36,20.5
Dallas,Wk2,Dallas Wk2,946893,6,57,43,20,13,30.2%,44,2,23,58,94,57
Dallas,Wk3,Dallas Wk3,946894,7,77,59,27,6,10.2%,71,0,15,45,66,41
Dallas,Wk4,Dallas Wk4,946895,5,51,39,18,2,5.1%,49,1,18,27,47,31.5
Dallas,Wk5,Dallas Wk5,1593481,5,54,43,19,7,16.3%,47,1,15,25,47,31
Dallas,Wk6,Dallas Wk6,1593482,5,49,39,18,8,20.5%,41,0,4,48,60,35
Dallas,Wm221,Dallas Wm221,1593483,8,98,74,34,3,4.1%,95,1,5,17,25,14.5
Dallas,Wm222,Dallas Wm222,1593484,5,64,48,22,1,2.1%,63,0,7,17,25,15.5
Dallas,Wm223,Dallas Wm223,1593485,4,42,32,15,9,28.1%,33,0,12,35,56,38
Dallas,Wm224,Dallas Wm224,1593486,1,14,11,5,0,0.0%,14,0,1,4,5,3
Dallas,Wm225,Dallas Wm225,1593487,8,60,46,21,4,8.7%,56,1,5,26,35,20
Dallas,Wm226,Dallas Wm226,1593488,4,38,29,13,9,31.0%,29,0,7,33,49,31
Dallas,Wm321,Dallas Wm321,1593489,5,76,58,26,7,12.1%,69,1,2,22,31,19
Dallas,Wm322,Dallas Wm322,1593490,2,35,26,36,3,11.5%,32,0,0,5,8,4.5
Davis,Bf1,Davis Bf1,946897,16,34,26,12,0,0.0%,34,0,0,0,0,0
Davis,Bf2,Davis Bf2,946898,16,32,24,11,0,0.0%,32,0,0,1,1,0.5
Davis,Bf3,Davis Bf3,946899,12,21,17,8,0,0.0%,21,0,4,2,6,4
Davis,Cn,Davis Cn,946900,16,39,29,13,0,0.0%,39,0,0,2,2,1
Davis,Ne,Davis Ne,946901,12,29,22,10,0,0.0%,29,0,1,1,2,1.5
Davis,Nw,Davis Nw,946902,11,25,19,9,0,0.0%,25,0,1,1,2,1
Davis,Se,Davis Se,946903,10,22,16,7,0,0.0%,22,0,0,0,0,0
Davis,Sw,Davis Sw,946904,7,17,13,6,0,0.0%,17,0,0,0,0,0
Decatur,Bl,Decatur Bl,948204,36,43,33,15,4,12.1%,39,0,1,17,22,13.5
Decatur,Bu,Decatur Bu,946905,4,6,5,2,0,0.0%,6,0,0,1,1,0.5
Decatur,De,Decatur De,946907,3,3,3,2,0,0.0%,3,0,0,0,0,0
Decatur,Gg,Decatur Gg,946909,7,8,6,3,0,0.0%,8,0,0,1,1,0.5
Decatur,Gr,Decatur Gr,946910,4,7,5,2,0,0.0%,7,0,0,0,0,0
Decatur,Lc,Decatur Lc,946915,9,10,8,3,0,0.0%,10,0,3,0,3,3
Decatur,Le,Decatur Le,946916,22,28,22,10,0,0.0%,28,0,4,2,6,5
Delaware,Adhg,Delaware Adhg,1593491,7,11,9,4,0,0.0%,11,0,0,1,1,0.5
Delaware,Cl,Delaware Cl,946919,5,6,5,2,0,0.0%,6,0,0,0,0,0
Delaware,Dh,Delaware Dh,946920,7,9,7,3,0,0.0%,9,0,0,0,0,0
Delaware,Dw,Delaware Dw,1593492,6,9,8,3,0,0.0%,9,0,0,2,2,1
Delaware,Hcek,Delaware Hcek,1593493,9,15,11,5,1,9.1%,14,1,0,2,3,2
Delaware,Mc1,Delaware Mc1,946923,12,20,16,7,0,0.0%,20,0,4,1,5,4.5
Delaware,Mc2,Delaware Mc2,946924,14,25,20,9,0,0.0%,25,0,4,3,7,5.5
Delaware,Mc3,Delaware Mc3,946925,16,24,20,9,1,5.0%,23,0,1,2,4,3
Delaware,Mlpr,Delaware Mlpr,1593494,12,18,14,6,0,0.0%,18,0,2,5,7,4
Delaware,Onnfbm,Delaware Onnfbm,1593495,13,16,12,5,1,8.3%,15,0,1,2,4,2.5
Delaware,Rlcg,Delaware Rlcg,1593496,9,15,12,5,0,0.0%,15,0,0,3,3,1.5
Delaware,Sfun,Delaware Sfun,1593497,10,12,10,4,0,0.0%,12,0,1,4,5,3
Des Moines,Bu1t,Des Moines Bu1t,1593498,6,61,47,21,0,0.0%,61,0,4,13,17,9.5
Des Moines,Bu2,Des Moines Bu2,1593499,7,57,43,20,4,9.3%,53,2,3,13,20,12.5
Des Moines,Bu3,Des Moines Bu3,1593500,5,43,32,15,9,28.1%,34,1,16,31,56,38.5
Des Moines,Bu4,Des Moines Bu4,1593501,5,37,29,13,3,10.3%,34,1,12,23,38,24
Des Moines,Bu5,Des Moines Bu5,1593502,5,39,29,13,2,6.9%,37,0,4,13,19,12
Des Moines,Bu6,Des Moines Bu6,1593503,3,17,12,7,0,0.0%,17,0,1,3,4,2.5
Des Moines,Bu7,Des Moines Bu7,1593504,6,54,40,18,12,30.0%,42,1,18,44,74,49
Des Moines,Bu8c,Des Moines Bu8c,1593505,8,79,59,27,0,0.0%,79,0,4,16,20,11.5
Des Moines,Bu9,Des Moines Bu9,1593506,7,73,54,25,1,1.9%,72,0,4,17,22,13
Des Moines,Dm,Des Moines Dm,946943,3,18,13,8,0,0.0%,18,0,2,4,6,4
Des Moines,Fm,Des Moines Fm,946944,5,39,29,13,2,6.9%,37,0,1,11,14,8
Des Moines,Hj,Des Moines Hj,946945,2,14,11,15,0,0.0%,14,0,0,8,8,3
Des Moines,My,Des Moines My,946946,4,38,29,13,1,3.4%,37,0,2,8,11,6.5
Des Moines,Pw,Des Moines Pw,946947,1,9,7,3,0,0.0%,9,0,0,1,1,0.5
Des Moines,Union,Des Moines Union,1593507,2,12,9,12,0,0.0%,12,0,1,0,1,1
Des Moines,Wb,Des Moines Wb,946949,6,55,41,19,0,0.0%,55,0,4,11,15,9.5
Dickinson,Pct 01,Dickinson Pct 01,1593508,5,6,6,3,2,33.3%,4,0,0,4,6,3
Dickinson,Pct 02,Dickinson Pct 02,1593515,5,17,14,6,0,0.0%,17,0,0,3,3,1
Dickinson,Pct 03,Dickinson Pct 03,1593516,6,18,15,7,0,0.0%,18,0,1,2,3,1
Dickinson,Pct 04,Dickinson Pct 04,1593517,2,7,6,8,0,0.0%,7,0,0,2,2,0
Dickinson,Pct 05,Dickinson Pct 05,1593518,7,24,20,9,0,0.0%,24,0,0,0,0,0
Dickinson,Pct 06,Dickinson Pct 06,1593519,2,7,6,7,0,0.0%,7,0,0,1,1,0.5
Dickinson,Pct 07,Dickinson Pct 07,1593520,1,2,2,1,0,0.0%,2,0,1,1,2,1.5
Dickinson,Pct 08,Dickinson Pct 08,1593521,14,34,26,12,3,11.5%,31,0,6,49,58,33
Dickinson,Pct 09,Dickinson Pct 09,1593522,1,2,2,1,0,0.0%,2,0,0,0,0,0
Dickinson,Pct 10,Dickinson Pct 10,1593509,4,17,14,6,1,7.1%,16,0,0,9,10,5.5
Dickinson,Pct 11,Dickinson Pct 11,1593510,6,16,13,6,1,7.7%,15,0,1,7,9,3.5
Dickinson,Pct 12,Dickinson Pct 12,1593511,4,9,8,3,1,12.5%,8,0,3,3,7,4
Dickinson,Pct 13,Dickinson Pct 13,1593512,6,19,16,7,0,0.0%,19,0,2,6,8,5
Dickinson,Pct 14,Dickinson Pct 14,1593513,4,10,9,4,0,0.0%,10,0,2,0,2,2
Dickinson,Pct 15,Dickinson Pct 15,1593514,13,30,27,12,8,29.6%,22,0,7,14,29,20
Dubuque,1,Dubuque 01,946950,10,133,99,45,2,2.0%,131,0,4,9,15,10
Dubuque,2,Dubuque 02,946951,12,173,130,60,2,1.5%,171,0,5,31,38,22
Dubuque,3,Dubuque 03,946952,7,73,54,25,0,0.0%,73,0,2,9,11,6
Dubuque,4,Dubuque 04,946953,12,119,89,41,0,0.0%,119,0,2,17,19,10.5
Dubuque,5,Dubuque 05,946954,11,137,102,47,0,0.0%,137,0,1,16,17,8.5
Dubuque,6,Dubuque 06,946955,9,99,73,33,1,1.4%,98,0,4,10,15,9.5
Dubuque,7,Dubuque 07,946956,12,168,123,57,1,0.8%,167,1,5,13,19,11.5
Dubuque,8,Dubuque 08,946957,7,83,63,29,0,0.0%,83,0,2,8,10,6.5
Dubuque,09a,Dubuque 09a,1593531,8,69,50,23,1,2.0%,68,1,8,9,18,13.5
Dubuque,10,Dubuque 10,946959,11,121,90,41,1,1.1%,120,0,14,34,49,28.5
Dubuque,11,Dubuque 11,946960,8,73,55,25,5,9.1%,68,0,4,13,22,14
Dubuque,12,Dubuque 12,946961,10,115,85,39,1,1.2%,114,1,4,18,23,13.5
Dubuque,13,Dubuque 13,946962,7,57,42,19,5,11.9%,52,0,4,17,26,16
Dubuque,14,Dubuque 14,946963,6,39,29,13,1,3.4%,38,1,0,8,9,5
Dubuque,15,Dubuque 15,946964,8,78,58,27,3,5.2%,75,0,3,12,18,10.5
Dubuque,16,Dubuque 16,946965,5,39,31,14,2,6.5%,37,0,1,11,14,8
Dubuque,17,Dubuque 17,946966,5,39,30,13,1,3.3%,38,0,3,14,18,10
Dubuque,18,Dubuque 18,946967,7,82,62,28,2,3.2%,80,1,14,29,45,29.5
Dubuque,19,Dubuque 19,946968,10,131,98,45,5,5.1%,126,0,8,27,40,23.5
Dubuque,20,Dubuque 20,946969,11,166,123,57,3,2.4%,163,0,6,24,33,19.5
Dubuque,31,Dubuque 31,946971,11,109,82,37,0,0.0%,109,0,6,8,14,10
Dubuque,32,Dubuque 32,946972,10,106,78,36,0,0.0%,106,0,3,15,18,10.5
Dubuque,33,Dubuque 33,946973,7,52,39,18,0,0.0%,52,0,4,5,9,6
Dubuque,34,Dubuque 34,946974,10,109,81,37,0,0.0%,109,0,7,11,18,12.5
Dubuque,35,Dubuque 35,946975,4,57,42,19,0,0.0%,57,0,3,9,12,6.5
Dubuque,36,Dubuque 36,946976,7,56,44,20,0,0.0%,56,0,2,14,16,8.5
Dubuque,37,Dubuque 37,946977,3,20,16,9,0,0.0%,20,0,0,2,2,1
Dubuque,38,Dubuque 38,946978,3,22,16,10,0,0.0%,22,0,0,3,3,1.5
Dubuque,39,Dubuque 39,946979,5,41,31,14,0,0.0%,41,0,1,6,7,4.5
Dubuque,40,Dubuque 40,946980,4,43,33,15,0,0.0%,43,0,0,5,5,2.5
Dubuque,41,Dubuque 41,946981,7,107,79,36,0,0.0%,107,0,2,8,10,6
Dubuque,42,Dubuque 42,946982,7,74,56,25,0,0.0%,74,0,0,6,6,3.5
Dubuque,43,Dubuque 43,946983,9,73,56,26,2,3.6%,71,1,5,17,24,14.5
Dubuque,44,Dubuque 44,946984,1,13,10,5,0,0.0%,13,0,1,0,1,1
Dubuque,45,Dubuque 45,946985,6,51,38,17,1,2.6%,50,0,2,6,9,5
Emmet,1,Emmet 01,946989,4,10,9,4,0,0.0%,10,0,3,1,4,3.5
Emmet,2,Emmet 02,946992,1,3,3,1,0,0.0%,3,0,0,3,3,1.5
Emmet,3,Emmet 03,946993,2,6,5,6,0,0.0%,6,0,0,2,2,1
Emmet,4,Emmet 04,946994,1,2,2,1,0,0.0%,2,0,0,1,1,0.5
Emmet,5,Emmet 05,946995,2,4,4,4,0,0.0%,4,0,0,2,2,1
Emmet,6,Emmet 06,946996,5,19,14,6,0,0.0%,19,0,0,2,2,1
Emmet,7,Emmet 07,946997,5,11,8,4,0,0.0%,11,0,0,1,1,1
Emmet,8,Emmet 08,946998,6,16,12,6,9,75.0%,7,0,3,20,32,21.5
Emmet,9,Emmet 09,946999,4,11,9,4,0,0.0%,11,0,0,1,1,0.5
Emmet,10,Emmet 10,946990,3,6,5,3,0,0.0%,6,0,0,1,1,0.5
Emmet,11,Emmet 11,946991,2,6,6,7,0,0.0%,6,0,0,0,0,0
Fayette,Au,Fayette Au,947000,2,5,5,6,0,0.0%,5,0,0,0,0,0
Fayette,Bf,Fayette Bf,948261,4,7,6,2,0,0.0%,7,0,1,2,3,2
Fayette,Bw,Fayette Bw,948262,4,13,10,4,0,0.0%,13,0,0,1,1,0.5
Fayette,Ce,Fayette Ce,947002,1,4,4,1,0,0.0%,4,0,0,1,1,0.5
Fayette,Cl,Fayette Cl,947001,4,12,10,4,0,0.0%,12,0,0,1,1,0.5
Fayette,Dv,Fayette Dv,947003,2,8,6,8,0,0.0%,8,0,0,1,1,0.5
Fayette,Ed,Fayette Ed,947004,2,5,5,6,0,0.0%,5,0,0,2,2,1
Fayette,Fb,Fayette Fb,947005,3,10,8,5,0,0.0%,10,0,1,1,2,1
Fayette,Fp,Fayette Fp,948263,4,9,7,3,0,0.0%,9,0,0,1,1,0.5
Fayette,Hl,Fayette Hl,947006,4,17,12,6,0,0.0%,17,0,1,0,1,1
Fayette,Il,Fayette Il,947007,3,10,8,5,0,0.0%,10,0,0,1,1,0.5
Fayette,Jf,Fayette Jf,947008,3,7,6,3,0,0.0%,7,0,1,1,2,1
Fayette,Oe1,Fayette Oe1,947009,8,30,23,10,0,0.0%,30,0,0,3,3,1.5
Fayette,Oe2,Fayette Oe2,947010,7,17,13,6,0,0.0%,17,0,1,1,2,1.5
Fayette,Oe3,Fayette Oe3,947011,9,19,15,7,0,0.0%,19,0,1,3,4,3
Fayette,Oe4,Fayette Oe4,947012,11,35,27,12,0,0.0%,35,0,1,4,5,3
Fayette,Or,Fayette Or,947013,2,6,5,7,0,0.0%,6,0,1,0,1,1
Fayette,Pl,Fayette Pl,947014,5,15,12,5,0,0.0%,15,0,0,4,4,2
Fayette,Sc,Fayette Sc,947015,1,3,3,1,0,0.0%,3,0,0,0,0,0
Fayette,Sf,Fayette Sf,947016,1,3,3,1,0,0.0%,3,0,0,0,0,0
Fayette,Un,Fayette Un,947017,1,8,7,3,0,0.0%,8,0,0,0,0,0
Fayette,We1,Fayette We1,947019,5,14,11,5,1,9.1%,13,1,0,1,2,1
Fayette,We2,Fayette We2,947020,3,10,8,5,0,0.0%,10,0,0,0,0,0
Fayette,We3,Fayette We3,947021,4,12,9,4,0,0.0%,12,0,0,0,0,0
Fayette,Wf,Fayette Wf,947018,7,25,19,9,0,0.0%,25,0,2,1,3,2.5
Floyd,Cc1,Floyd Cc1,947022,14,32,24,11,1,4.2%,31,1,8,17,26,15.5
Floyd,Cc2,Floyd Cc2,947023,17,26,21,9,0,0.0%,26,0,5,18,23,14.5
Floyd,Cc3,Floyd Cc3,947024,15,26,20,9,3,15.0%,23,1,2,16,21,12.5
Floyd,Flceni,Floyd Flceni,948264,8,15,12,5,1,8.3%,14,0,0,9,10,5
Floyd,Rful,Floyd Rful,948265,8,13,10,4,0,0.0%,13,0,0,3,3,1.5
Floyd,Rgru,Floyd Rgru,948266,13,22,17,8,1,5.9%,21,0,5,8,14,9.5
Floyd,Scrv,Floyd Scrv,948267,10,22,17,7,2,11.8%,20,0,1,10,13,8.5
Floyd,Scunpg,Floyd Scunpg,948268,5,6,6,3,0,0.0%,6,0,5,4,9,6.5
Franklin,Gnigem,Franklin Gnigem,1593558,6,8,6,3,0,0.0%,8,0,0,1,1,0.5
Franklin,Groc,Franklin Groc,1593559,4,6,5,2,0,0.0%,6,0,0,0,0,0
Franklin,Hllerv,Franklin Hllerv,1593560,5,4,4,1,0,0.0%,4,0,0,1,1,0.5
Franklin,Hp1,Franklin Hp1,947028,8,7,6,2,0,0.0%,7,0,0,1,1,0.5
Franklin,Hp2,Franklin Hp2,947029,10,10,8,3,0,0.0%,10,0,2,2,4,3
Franklin,Hp3,Franklin Hp3,947030,12,12,9,4,0,0.0%,12,0,0,2,2,1
Franklin,Hp4,Franklin Hp4,947031,11,10,9,4,0,0.0%,10,0,1,2,3,2
Franklin,Ma,Franklin Ma,1593561,5,5,4,2,0,0.0%,5,0,0,1,1,0.5
Franklin,Okmg,Franklin Okmg,948272,5,5,4,2,0,0.0%,5,0,0,2,2,1
Franklin,Rlrswf,Franklin Rlrswf,1593562,16,20,15,7,1,6.7%,19,0,0,0,1,1
Franklin,Wmo,Franklin Wmo,1593563,4,7,6,3,0,0.0%,7,0,0,0,0,0
Franklin,Wrsc,Franklin Wrsc,948274,4,4,4,1,0,0.0%,4,0,0,1,1,0.5
Fremont,Fg,Fremont Fg,947034,8,20,15,7,0,0.0%,20,0,0,1,1,0.5
Fremont,Gnrssc,Fremont Gnrssc,948276,11,17,14,6,0,0.0%,17,0,1,8,9,5
Fremont,Hb,Fremont Hb,947035,7,18,13,6,0,0.0%,18,0,8,23,31,15.5
Fremont,Rt,Fremont Rt,947038,3,5,5,3,0,0.0%,5,0,2,0,2,2
Fremont,Sn,Fremont Sn,947039,12,41,30,14,0,0.0%,41,0,3,5,8,5
Greene,Central,Greene Central,948277,5,21,18,8,4,22.2%,17,0,0,6,10,5.5
Greene,East,Greene East,948278,7,20,16,7,2,12.5%,18,0,2,5,9,5.5
Greene,J1,Greene J1,947040,8,22,19,8,2,10.5%,20,0,5,11,18,10
Greene,J2,Greene J2,947041,8,18,14,6,2,14.3%,16,0,3,4,9,7
Greene,J3,Greene J3,947042,12,44,35,16,3,8.6%,41,0,2,21,26,14.5
Greene,North,Greene North,948279,6,16,13,6,0,0.0%,16,0,1,4,5,3
Greene,West,Greene West,948280,4,13,10,4,0,0.0%,13,0,0,0,0,0
Grundy,P1,Grundy P1,947043,9,23,19,9,0,0.0%,23,0,1,3,4,2.5
Grundy,P2,Grundy P2,947044,3,9,8,5,0,0.0%,9,0,0,1,1,0.5
Grundy,P3,Grundy P3,947045,4,10,8,3,0,0.0%,10,0,0,3,3,1.5
Grundy,P4,Grundy P4,947046,3,5,4,2,0,0.0%,5,0,0,3,3,1.5
Grundy,P5,Grundy P5,947047,14,28,22,10,1,4.5%,27,0,1,7,9,5
Grundy,P6,Grundy P6,947048,13,30,24,11,0,0.0%,30,0,1,7,8,4.5
Grundy,P7,Grundy P7,947049,14,35,27,12,0,0.0%,35,0,2,7,9,6.5
Guthrie,1,Guthrie 01,947050,5,11,9,4,0,0.0%,11,0,0,2,2,1
Guthrie,2,Guthrie 02,947051,16,32,25,12,1,4.0%,31,0,0,4,5,2.5
Guthrie,3,Guthrie 03,947052,6,15,13,6,0,0.0%,15,0,0,3,3,1.5
Guthrie,4,Guthrie 04,947053,14,41,32,15,0,0.0%,41,0,1,5,6,3
Guthrie,5,Guthrie 05,948281,8,12,10,4,0,0.0%,12,0,1,0,1,1
Guthrie,6,Guthrie 06,947054,16,42,32,14,2,6.3%,40,2,0,11,13,7
Guthrie,7,Guthrie 07,947055,3,10,8,5,0,0.0%,10,0,0,2,2,1
Guthrie,8,Guthrie 08,947056,2,4,4,5,0,0.0%,4,0,0,1,1,0.5
Hamilton,Pct 1,Hamilton Pct 1,1593564,7,17,14,6,0,0.0%,17,0,0,2,2,1
Hamilton,Pct 2,Hamilton Pct 2,1593565,5,14,11,5,0,0.0%,14,0,0,3,3,1.5
Hamilton,Pct 3,Hamilton Pct 3,1593566,11,29,22,10,0,0.0%,29,0,2,8,10,5.5
Hamilton,Pct 4,Hamilton Pct 4,1593567,12,24,19,8,0,0.0%,24,0,1,2,3,2.5
Hamilton,Pct 5,Hamilton Pct 5,1593568,6,13,11,5,0,0.0%,13,0,0,2,2,1
