County ,Precinct ,Combined ,Precinct ID,Region,Delegates,Commit Goal ,Commit Goal - 298,Field Goal,Commits,PTG,Difference to Delegate Threshold ,Precinct Captains,MSQ Yang Support -1's ,MSQ Yang Support - 2's,Total Support,Weighted Support,298 Turnout,2020 Turnout Prediction,True Commit Goal 
Marion,Kx3,Marion Kx3,947458,6,9,31,35,15,1,2.9%,30,0,1,18,20,12.35,232,203,30
Marion,Kx4,Marion Kx4,947459,6,5,18,22,9,0,0.0%,18,0,5,6,11,8,140,117,18
Marion,Kxt,Marion Kxt,947460,6,9,38,35,18,5,14.3%,33,2,3,20,28,16.95,232,248,37
Marion,Lb,Marion Lb,947461,6,2,10,9,5,0,0.0%,10,0,1,4,5,2.9,57,65,10
Marion,Lp,Marion Lp,947462,6,5,25,12,12,0,0.0%,25,0,3,11,14,7.7,75,166,25
Marion,Otley,Marion Otley,948285,6,6,24,15,12,0,0.0%,24,0,1,8,9,4.9,95,160,24
Marion,Pe1,Marion Pe1,947463,6,7,32,27,15,1,3.7%,31,0,4,18,23,10.05,180,212,32
Marion,Pe2,Marion Pe2,947464,6,7,33,25,16,1,4.0%,32,0,2,14,17,10.75,166,220,33
Marion,Pe3,Marion Pe3,947465,6,8,38,26,18,3,11.5%,35,1,6,14,23,14.75,170,252,38
Marion,Pe4,Marion Pe4,947466,6,6,24,16,11,4,25.0%,20,0,4,11,19,11.4,104,155,23
Marion,Pvlle,Marion Pvlle,948286,6,12,44,44,21,2,4.5%,42,0,8,21,31,20.1,289,290,44
Marion,Ws,Marion Ws,947467,6,2,6,9,3,0,0.0%,6,0,0,2,2,1,55,39,6
Marshall,1 Ba-Ls,Marshall 1 Ba-Ls,1593688,6,3,10,11,5,0,0.0%,10,0,0,0,0,0,69,63,9
Marshall,10 1-2,Marshall 10 1-2,1593689,6,9,27,20,13,0,0.0%,27,0,1,4,5,2.9,129,174,26
Marshall,11 2-1,Marshall 11 2-1,1593690,6,12,34,47,16,0,0.0%,34,0,1,13,14,7.4,307,226,34
Marshall,12 2-2,Marshall 12 2-2,1593691,6,15,45,47,21,0,0.0%,45,0,0,17,17,9.5,310,295,44
Marshall,13 3-1,Marshall 13 3-1,1593692,6,14,41,38,19,0,0.0%,41,0,1,8,9,5.9,251,268,40
Marshall,14 3-2,Marshall 14 3-2,1593693,6,18,54,56,26,3,5.4%,51,0,2,15,20,11.15,370,360,54
Marshall,15 4-1,Marshall 15 4-1,1593694,6,13,38,37,18,0,0.0%,38,0,5,8,13,8.5,242,247,37
Marshall,16 4-2,Marshall 16 4-2,1593695,6,14,41,38,19,1,2.6%,40,0,3,13,17,9.65,253,268,40
Marshall,17 Sc,Marshall 17 Sc,1593696,6,7,22,22,11,0,0.0%,22,0,0,11,11,5.5,144,146,22
Marshall,18 Ta,Marshall 18 Ta,1593697,6,5,16,14,8,0,0.0%,16,0,0,5,5,2.5,93,103,15
Marshall,19 Tc,Marshall 19 Tc,947478,6,4,14,12,7,0,0.0%,14,0,2,2,4,2.3,73,93,14
Marshall,2 Ed-Lo,Marshall 2 Ed-Lo,947479,6,7,21,22,10,0,0.0%,21,0,1,3,4,2.4,145,137,21
Marshall,3 Gc,Marshall 3 Gc,947480,6,3,12,10,6,0,0.0%,12,0,1,0,1,0.9,60,80,12
Marshall,4 Jf,Marshall 4 Jf,1593698,6,3,11,11,5,0,0.0%,11,0,0,3,3,1.5,67,67,10
Marshall,5 Lg,Marshall 5 Lg,1593699,6,6,18,16,9,1,6.3%,17,0,2,9,12,7.25,104,118,18
Marshall,6 Lb-Mi,Marshall 6 Lb-Mi,1593700,6,2,9,8,4,0,0.0%,9,0,0,3,3,1.5,49,55,8
Marshall,7 Ma-Wa,Marshall 7 Ma-Wa,1593701,6,2,9,9,5,0,0.0%,9,0,1,2,3,1.9,54,58,9
Marshall,8 Mr-VI,Marshall 8 Mr-VI,1593702,6,4,14,13,7,0,0.0%,14,0,1,3,4,2.4,86,93,14
Marshall,9 1-1,Marshall 9 1-1,1593703,6,9,23,15,11,1,6.7%,22,0,0,3,4,2.45,98,149,22
Mills,Dr,Mills Dr,947487,3,1,3,2,2,0,0.0%,3,0,0,0,0,0.5,11,20,3
Mills,Em,Mills Em,947488,3,2,9,6,4,0,0.0%,9,0,1,0,1,0.9,34,55,8
Mills,Gw1,Mills Gw1,947489,3,5,17,11,8,0,0.0%,17,0,2,8,10,5.8,67,109,16
Mills,Gw2,Mills Gw2,947490,3,5,18,12,9,0,0.0%,18,0,1,4,5,3.4,80,118,18
Mills,Gw3,Mills Gw3,947491,3,7,22,18,11,1,5.6%,21,1,2,8,11,6.25,119,143,21
Mills,Gwr,Mills Gwr,947492,3,4,16,9,8,1,11.1%,15,1,0,2,3,1.95,57,105,16
Mills,Hn,Mills Hn,947493,3,1,6,3,3,0,0.0%,6,0,0,0,0,0,20,36,5
Mills,Mv,Mills Mv,947494,3,8,26,14,12,1,7.1%,25,0,7,8,16,10.75,91,169,25
Mills,Ok,Mills Ok,947495,3,8,33,20,16,1,5.0%,32,1,1,7,9,4.85,129,218,33
Mills,Pj,Mills Pj,947496,3,3,11,4,5,0,0.0%,11,0,0,0,0,0,26,70,11
Mills,Sv,Mills Sv,947497,3,1,5,5,3,0,0.0%,5,0,0,1,1,0.5,29,32,5
Mitchell,Os1,Mitchell Os1,947504,1,8,11,9,5,1,11.1%,10,1,1,5,7,3.35,59,67.7,10
Mitchell,Os2,Mitchell Os2,947505,1,6,10,10,5,4,40.0%,6,1,3,10,17,9,60,63.6,10
Mitchell,Os3,Mitchell Os3,947506,1,7,10,6,5,2,33.3%,8,0,0,10,12,5.9,38,61,9
Mitchell,Os4,Mitchell Os4,947507,1,9,11,12,5,5,41.7%,6,0,1,2,8,8.15,77,67.9,10
Mitchell,5,MITCHELL 05,2007990,1,4,6,5,3,0,0.0%,6,0,0,1,1,0.5,37,37,6
Mitchell,6,MITCHELL 06,2007994,1,8,13,5,6,0,0.0%,13,0,0,5,5,2.5,85,85,13
Mitchell,7,MITCHELL 07,2007991,1,9,14,5,7,0,0.0%,14,0,0,3,3,1.5,92,92,14
Mitchell,8,MITCHELL 08,2007996,1,7,11,5,5,0,0.0%,11,0,1,3,4,2.9,68,68,10
Mitchell,9,MITCHELL 09,2007993,1,12,18,5,9,1,20.0%,17,0,0,7,8,4.45,115,115,17
Mitchell,10,MITCHELL 10,2007995,1,5,7,5,4,2,40.0%,5,0,0,4,6,3.9,45,45,7
Mitchell,11,MITCHELL 11,2007997,1,3,6,5,3,0,0.0%,6,0,1,5,6,3.9,34,34,5
Mitchell,12,MITCHELL 12,2007992,1,2,3,5,2,0,0.0%,3,0,3,1,4,3.2,17,17,3
Monona,As001,Monona As001,948287,3,8,9,7,5,0,0.0%,9,0,2,2,4,1.8,44,59,9
Monona,Cn002,Monona Cn002,948288,3,4,5,4,3,0,0.0%,5,0,1,0,1,0.9,26,29,4
Monona,Cp003,Monona Cp003,948289,3,15,17,13,8,2,15.4%,15,0,0,3,5,3.4,83,108,16
Monona,Fv004,Monona Fv004,948290,3,11,15,11,7,0,0.0%,15,0,1,2,3,1.9,69,98,15
Monona,Mh005,Monona Mh005,948297,3,7,9,7,5,0,0.0%,9,0,0,1,1,0.5,46,59,9
Monona,On106,Monona On106,948291,3,6,7,7,4,1,14.3%,6,0,1,2,4,1.85,41,46,7
Monona,On207,Monona On207,948292,3,7,9,5,4,0,0.0%,9,0,0,0,0,0,28,57,9
Monona,On308,Monona On308,948293,3,7,9,9,4,0,0.0%,9,0,0,0,0,0,55,55,8
Monona,On409,Monona On409,948294,3,5,8,7,4,0,0.0%,8,0,0,0,0,0,42,49,7
Monona,Sh010,Monona Sh010,948296,3,6,7,7,3,0,0.0%,7,0,1,2,3,1.9,42,41,6
Monona,Stc11,Monona Stc11,948295,3,4,6,4,3,0,0.0%,6,0,0,0,0,0,26,36,5
Monroe,Al1,Monroe Al1,947512,2,10,12,16,6,1,6.3%,11,0,0,5,6,3.45,106,75,11
Monroe,Al2,Monroe Al2,947513,2,6,10,12,5,0,0.0%,10,0,4,4,8,5.1,75,64,10
Monroe,Al3,Monroe Al3,947514,2,8,8,10,4,0,0.0%,8,0,1,5,6,2.9,60,48,7
Monroe,Al4,Monroe Al4,947515,2,9,11,11,5,0,0.0%,11,0,0,3,3,1.5,72,71,11
Monroe,Cthse,Monroe Cthse,948298,2,17,23,18,11,1,5.6%,22,0,5,5,11,7.95,116,153,23
Monroe,Lovilia,Monroe Lovilia,948299,2,9,13,13,6,0,0.0%,13,0,0,0,0,0,83,84,13
Monroe,Melrose,Monroe Melrose,948300,2,6,7,10,4,0,0.0%,7,0,0,4,4,1.5,62,46,7
Montgomery,1,Montgomery 01,947516,3,10,23,18,11,2,11.3%,21,0,1,3,6,4.8,#N/A,147,22
Montgomery,2,Montgomery 02,947517,3,10,22,17,10,0,0.0%,22,0,0,2,2,1,#N/A,141,21
Montgomery,3,Montgomery 03,947518,3,12,24,18,11,0,0.0%,24,0,3,5,8,5.2,#N/A,155,23
Montgomery,4,Montgomery 04,947519,3,3,9,7,5,0,0.0%,9,0,1,1,2,1.9,#N/A,60,9
Montgomery,5,Montgomery 05,947520,3,3,6,5,3,0,0.0%,6,0,0,0,0,0,#N/A,39,6
Montgomery,6,Montgomery 06,947521,3,5,13,10,7,1,10.0%,12,1,0,0,1,0.95,#N/A,86,13
Montgomery,7,Montgomery 07,947522,3,7,15,12,7,0,0.0%,15,0,1,1,2,1.4,#N/A,100,15
Muscatine,76ce,Muscatine 76ce,1593704,4,3,9,10,4,0,0.0%,9,0,0,1,1,0.5,60,55,8
Muscatine,Bl,Muscatine Bl,1593705,4,9,36,21,17,2,9.5%,34,1,2,13,17,8.7,137,238,36
Muscatine,F1,Muscatine F1,947526,4,4,18,8,9,0,0.0%,18,0,4,5,9,6.1,49,117,18
Muscatine,F2la,Muscatine F2la,1593706,4,3,12,11,6,0,0.0%,12,0,2,3,5,3.3,69,78,12
Muscatine,Fumo,Muscatine Fumo,1593707,4,5,20,11,9,0,0.0%,20,0,2,8,10,5.3,67,127,19
Muscatine,Go,Muscatine Go,947529,4,2,7,7,4,1,14.3%,6,1,1,1,3,2.35,44,43,6
Muscatine,Mu01,Muscatine Mu01,947531,4,11,36,24,17,4,16.7%,32,0,2,17,23,13.1,157,238,36
Muscatine,Mu02,Muscatine Mu02,947532,4,8,27,21,13,1,4.8%,26,1,2,7,10,6.25,137,178,27
Muscatine,Mu03,Muscatine Mu03,947533,4,8,26,14,12,2,14.3%,24,0,0,13,15,8.9,88,171,26
Muscatine,Mu04,Muscatine Mu04,947534,4,7,25,18,12,0,0.0%,25,0,3,11,14,8.2,119,163,24
Muscatine,Mu05,Muscatine Mu05,947535,4,7,25,11,12,0,0.0%,25,0,4,14,18,11.1,67,164,25
Muscatine,Mu06,Muscatine Mu06,947536,4,11,39,31,18,1,3.2%,38,0,5,15,21,13.45,204,256,38
Muscatine,Mu07,Muscatine Mu07,947537,4,7,23,15,11,1,6.7%,22,1,5,9,15,8.45,95,152,23
Muscatine,Mu08,Muscatine Mu08,947538,4,6,25,9,12,0,0.0%,25,0,2,6,8,4.3,57,164,25
Muscatine,Mu09,Muscatine Mu09,947539,4,9,33,20,16,2,10.0%,31,2,3,11,16,9.1,132,217,33
Muscatine,Mu10,Muscatine Mu10,947540,4,9,31,17,15,6,35.3%,25,2,7,12,25,16.5,111,206,31
Muscatine,Or,Muscatine Or,947541,4,1,4,4,2,3,75.0%,1,0,0,2,5,3.85,23,26,4
Muscatine,Pi,Muscatine Pi,947542,4,2,11,5,6,1,20.0%,10,0,0,1,2,0.95,33,72,11
Muscatine,Sw,Muscatine Sw,947543,4,6,23,13,11,1,7.7%,22,1,0,3,4,2.95,86,148,22
Muscatine,Wc,Muscatine Wc,947545,4,10,36,25,17,0,0.0%,36,0,5,12,17,10.5,165,240,36
Muscatine,Wl2,Muscatine Wl2,1593708,4,7,23,14,11,1,7.1%,22,0,1,4,6,3.85,91,148,22
Muscatine,Wlwa,Muscatine Wlwa,1593709,4,12,33,29,16,3,10.3%,30,1,4,8,15,10.45,189,217,33
Muscatine,Wtmw,Muscatine Wtmw,947547,4,3,13,5,6,0,0.0%,13,0,1,3,4,2.4,29,83,12
O'Brien,P1,O'Brien P1,947548,3,2,8,3,4,0,0.0%,8,0,0,3,3,1.5,16,50,8
O'Brien,P2,O'Brien P2,947549,3,4,13,3,7,0,0.0%,13,0,1,0,1,0.9,18,86,13
O'Brien,P3,O'Brien P3,947550,3,11,21,9,10,0,0.0%,21,0,0,3,3,1.5,57,135,20
O'Brien,P4,O'Brien P4,947551,3,7,20,7,10,1,14.3%,19,1,0,2,3,1.45,41,129,19
O'Brien,P5,O'Brien P5,947552,3,5,15,6,7,0,0.0%,15,0,0,4,4,2,34,99,15
O'Brien,P6,O'Brien P6,947553,3,5,14,6,7,0,0.0%,14,0,2,1,3,2.8,34,93,14
O'Brien,P7,O'Brien P7,947554,3,8,18,10,8,0,0.0%,18,0,0,3,3,1.5,62,114,17
O'Brien,P8,O'Brien P8,947555,3,7,16,8,8,0,0.0%,16,0,0,0,0,0,52,103,15
O'Brien,P9,O'Brien P9,947556,3,6,13,10,6,0,0.0%,13,0,0,2,2,1,64,82,12
Osceola,At,Osceola At,947558,3,3,7,3,4,0,0.0%,7,0,0,1,1,0.5,16,43,6
Osceola,Ha,Osceola Ha,947560,3,1,3,1,2,0,0.0%,3,0,0,0,0,0,7,19,3
Osceola,Mc,Osceola Mc,947557,3,2,4,3,2,0,0.0%,4,0,0,1,1,0.5,16,21,3
Osceola,Mv,Osceola Mv,947561,3,2,4,2,2,0,0.0%,4,0,0,2,2,1,10,25,4
Osceola,Os1,Osceola Os1,1593710,3,4,11,6,5,0,0.0%,11,0,0,0,0,0,39,68,10
Osceola,Os2,Osceola Os2,1593711,3,7,12,6,6,1,16.7%,11,0,1,2,4,2.35,38,80,12
Osceola,Os3,Osceola Os3,1593712,3,8,13,6,6,0,0.0%,13,0,1,3,4,2.4,36,85,13
Osceola,Ox,Osceola Ox,947562,3,3,5,2,3,0,0.0%,5,0,1,0,1,0.9,8,31,5
Page,Cl1,Page Cl1,947567,3,9,18,9,9,2,22.2%,16,1,2,6,10,6.7,57,119,18
Page,Cl2,Page Cl2,947568,3,17,31,18,15,0,0.0%,31,0,2,6,8,4.3,116,204,31
Page,Er,Page Er,947571,3,10,25,10,12,0,0.0%,25,0,0,2,2,1,62,162,24
Page,Gt,Page Gt,947572,3,7,16,12,8,0,0.0%,16,0,0,4,4,2,75,106,16
Page,Pc,Page Pc,947573,3,5,12,9,6,0,0.0%,12,0,1,0,1,0.9,54,76,11
Page,Sd1,Page Sd1,947574,3,6,14,7,7,1,14.3%,13,0,0,4,5,2.95,44,90,14
Page,Sd2,Page Sd2,947575,3,10,20,10,10,1,10.0%,19,1,1,3,5,2.85,65,129,19
Page,Sd3,Page Sd3,947576,3,11,22,18,10,2,11.1%,20,0,1,5,8,5.3,114,141,21
Palo Alto,Em1,Palo Alto Em1,947578,2,8,12,13,6,2,15.4%,10,1,1,4,7,4.3,86,78,12
Palo Alto,Em2,Palo Alto Em2,947579,2,8,13,14,6,0,0.0%,13,0,2,1,3,2.3,91,82,12
Palo Alto,Em3,Palo Alto Em3,947580,2,13,20,21,10,0,0.0%,20,0,0,1,1,0.5,139,133,20
Palo Alto,Em4,Palo Alto Em4,947581,2,12,21,29,10,1,3.4%,20,0,1,9,11,5.35,189,134,20
Palo Alto,Gr Rv,Palo Alto Gr Rv,1593713,2,11,19,13,9,0,0.0%,19,0,2,3,5,3.3,86,123,18
Palo Alto,Wb,Palo Alto Wb,947583,2,8,17,10,8,0,0.0%,17,0,0,2,2,1,65,109,16
Plymouth,Ak,Plymouth Ak,947584,3,3,18,13,9,0,0.0%,18,0,0,3,3,1.5,86,115,17
Plymouth,Bv,Plymouth Bv,947585,3,2,15,6,7,2,33.3%,13,1,1,4,7,4.3,36,96,14
Plymouth,Ht,Plymouth Ht,947587,3,4,22,14,11,2,14.3%,20,1,3,11,16,8.1,91,145,22
Plymouth,Kl,Plymouth Kl,947588,3,3,19,10,9,0,0.0%,19,0,3,7,10,5.2,64,125,19
Plymouth,Lm11,Plymouth Lm11,948304,3,6,39,16,18,3,18.8%,36,1,5,30,38,21.35,104,255,38
Plymouth,Lm12,Plymouth Lm12,948305,3,6,40,25,19,5,20.0%,35,0,5,21,31,15.25,162,264,40
Plymouth,Lm13,Plymouth Lm13,948306,3,4,30,13,14,4,30.8%,26,0,3,7,14,9,85,199,30
Plymouth,Mr,Plymouth Mr,948205,3,3,18,11,9,1,9.1%,17,0,0,4,5,2.95,69,116,17
Plymouth,Mrhg,Plymouth Mrhg,1593714,3,1,9,3,4,0,0.0%,9,0,1,2,3,1.9,18,54,8
Plymouth,Py,Plymouth Py,947589,3,3,19,11,9,1,9.1%,18,0,2,2,5,3.75,72,125,19
Plymouth,Rm,Plymouth Rm,947590,3,3,21,10,10,0,0.0%,21,0,1,2,3,1.9,64,139,21
Plymouth,Sb,Plymouth Sb,948206,3,1,9,1,5,0,0.0%,9,0,0,2,2,1,7,60,9
Plymouth,Wf,Plymouth Wf,948207,3,1,8,5,4,0,0.0%,8,0,1,2,3,1.4,33,49,7
Pocahontas,Bv,Pocahontas Bv,947591,2,3,7,5,4,1,20.0%,6,0,1,1,3,2.35,31,43,11
Pocahontas,Cd,Pocahontas Cd,947592,2,8,11,8,6,0,0.0%,11,0,1,7,8,3.9,52,72,18
Pocahontas,Dm,Pocahontas Dm,947594,2,9,15,11,7,1,9.1%,14,0,4,7,12,7.05,70,98,25
Pocahontas,Gt,Pocahontas Gt,947596,2,2,4,1,2,0,0.0%,4,0,1,4,5,2.9,7,23,6
Pocahontas,Ph1,Pocahontas Ph1,947598,2,14,17,17,8,2,11.8%,15,0,5,30,37,20.9,109,109,27
Pocahontas,Ph2,Pocahontas Ph2,947599,2,5,7,5,4,1,20.0%,6,0,1,2,4,2.35,29,46,12
Pocahontas,Sw,Pocahontas Sw,947601,2,9,15,10,7,6,60.0%,9,0,6,13,25,16.1,64,99,25
Polk,Alleman,Polk Alleman,948307,6,2,13,12,6,0,0.0%,13,0,0,5,5,2.5,73,84,13
Polk,Allen 1,Polk Allen 1,948308,6,1,4,10,2,0,0.0%,4,0,0,1,1,0.5,60,25,4
Polk,Alt 1,Polk Alt 1,947704,6,5,30,38,14,0,0.0%,30,0,2,6,8,4.8,248,199,30
Polk,Alt 2,Polk Alt 2,947705,6,9,50,49,23,3,6.1%,47,0,3,19,25,15.05,322,327,49
Polk,Alt 3,Polk Alt 3,947706,6,12,68,73,32,2,2.7%,66,0,5,27,34,19.4,481,447,67
Polk,Alt 4,Polk Alt 4,947707,6,10,59,71,28,1,1.4%,58,0,5,23,29,17.45,472,389,58
Polk,Alt 5,Polk Alt 5,1593715,6,11,68,77,32,1,1.3%,67,0,5,22,28,16.45,508,448,67
Polk,Ank 01,Polk Ank 01,947708,6,19,108,112,51,8,7.1%,100,2,19,46,73,43.7,743,718,108
Polk,Ank 02,Polk Ank 02,947709,6,10,66,66,31,3,4.5%,63,1,8,19,30,19.55,434,438,66
Polk,Ank 03,Polk Ank 03,947710,6,9,39,41,19,2,4.9%,37,1,8,20,30,18.1,273,258,39
Polk,Ank 04,Polk Ank 04,947711,6,9,53,56,25,3,5.4%,50,0,3,16,22,14.05,370,352,53
Polk,Ank 05,Polk Ank 05,947712,6,10,58,75,27,2,2.7%,56,1,0,20,22,11.9,494,384,58
Polk,Ank 06,Polk Ank 06,947713,6,10,56,82,26,1,1.2%,55,0,7,13,21,13.25,543,369,55
Polk,Ank 07,Polk Ank 07,947714,6,8,47,51,22,1,2.0%,46,0,5,19,25,13.95,339,311,47
Polk,Ank 08,Polk Ank 08,947715,6,10,58,63,27,2,3.2%,56,1,8,26,36,21.1,415,381,57
Polk,Ank 09,Polk Ank 09,947716,6,10,60,77,28,5,6.5%,55,1,8,20,33,20.45,509,399,60
Polk,Ank 10,Polk Ank 10,947717,6,8,51,56,24,0,0.0%,51,0,6,13,19,11.4,372,339,51
Polk,Ank 11,Polk Ank 11,947718,6,9,53,54,25,0,0.0%,53,0,3,16,19,10.7,354,351,53
Polk,Ank 12,Polk Ank 12,947719,6,17,108,95,51,3,3.2%,105,0,14,41,58,34.95,632,716,107
Polk,Ank 13,Polk Ank 13,1593716,6,14,91,86,43,0,0.0%,91,0,6,30,36,18.9,570,601,90
Polk,Ank 14,Polk Ank 14,1593717,6,10,66,69,31,5,7.2%,61,1,6,27,38,23.15,459,434,65
Polk,Ank 15,Polk Ank 15,1593718,6,9,54,59,25,1,1.7%,53,1,4,23,28,16.55,392,357,54
Polk,Bond 1,Polk Bond 1,947720,6,6,36,28,17,1,3.6%,35,0,6,14,21,12.35,181,239,36
Polk,Bond 2,Polk Bond 2,1593719,6,7,45,37,21,0,0.0%,45,0,5,16,21,12,242,300,45
Polk,Clay 1,Polk Clay 1,947721,6,3,19,24,9,1,4.2%,18,1,0,3,4,2.45,157,125,19
Polk,Clive 1,Polk Clive 1,947722,6,6,27,30,13,1,3.3%,26,1,4,13,18,9.55,197,178,27
Polk,Clive 2,Polk Clive 2,947723,6,9,46,63,22,2,3.2%,44,1,6,16,24,13.8,418,306,46
Polk,Clive 3,Polk Clive 3,947724,6,11,70,101,33,3,3.0%,67,1,10,29,42,22.85,669,465,70
Polk,Clive 4,Polk Clive 4,947725,6,10,64,82,30,6,7.3%,58,1,6,22,34,21.6,540,423,63
Polk,Crock 1,Polk Crock 1,1593720,6,6,43,46,21,2,4.3%,41,0,1,5,8,5.3,300,286,43
Polk,Crock 2,Polk Crock 2,1593721,6,4,29,26,14,2,7.7%,27,0,4,14,20,11,173,188,28
Polk,Del 1,Polk Del 1,947727,6,5,28,35,14,3,8.6%,25,1,4,13,20,12.45,230,186,28
Polk,Del 2,Polk Del 2,947728,6,2,11,10,5,1,10.0%,10,0,1,1,3,2.35,64,71,11
Polk,Dm 001,Polk Dm 001,947602,6,4,25,24,12,1,4.2%,24,1,3,9,13,7.15,158,164,25
Polk,Dm 002,Polk Dm 002,947603,6,7,26,37,12,1,2.7%,25,1,5,13,19,10.95,242,170,26
Polk,Dm 003,Polk Dm 003,947604,6,9,49,74,23,5,6.8%,44,2,5,21,31,17.75,488,324,49
Polk,Dm 004,Polk Dm 004,947605,6,6,28,32,14,3,9.4%,25,0,4,10,17,11.45,207,186,28
Polk,Dm 005,Polk Dm 005,947606,6,4,20,18,10,2,11.1%,18,0,1,4,7,4.3,116,129,19
Polk,Dm 006,Polk Dm 006,947607,6,5,25,31,12,4,12.9%,21,0,1,11,16,9.2,202,162,24
Polk,Dm 007,Polk Dm 007,947608,6,9,49,65,23,2,3.1%,47,1,10,14,26,16.9,428,325,49
Polk,Dm 008,Polk Dm 008,947609,6,6,29,44,14,0,0.0%,29,0,1,9,10,5.4,287,188,28
Polk,Dm 009,Polk Dm 009,947610,6,9,53,71,25,3,4.2%,50,1,8,22,33,18.05,473,347,52
Polk,Dm 010,Polk Dm 010,947611,6,10,57,91,27,3,3.3%,54,0,7,21,31,19.65,601,379,57
Polk,Dm 011,Polk Dm 011,947612,6,11,52,70,24,2,2.9%,50,0,7,18,27,16.2,463,341,51
Polk,Dm 012,Polk Dm 012,947613,6,5,26,32,12,0,0.0%,26,0,0,11,11,5.5,209,171,26
Polk,Dm 013,Polk Dm 013,947614,6,6,34,48,16,1,2.1%,33,0,6,10,17,11.85,313,225,34
Polk,Dm 014,Polk Dm 014,947615,6,6,32,46,15,1,2.2%,31,0,0,8,9,5.45,305,212,32
Polk,Dm 015,Polk Dm 015,947616,6,16,102,159,48,4,2.5%,98,2,6,20,30,17.7,1054,674.56,101
Polk,Dm 016,Polk Dm 016,947617,6,15,100,157,47,2,1.3%,98,0,7,22,31,18.7,1041,666.24,100
Polk,Dm 017,Polk Dm 017,947618,6,6,31,40,15,0,0.0%,31,0,3,10,13,8.7,261,204,31
Polk,Dm 018,Polk Dm 018,947619,6,5,25,39,12,2,5.1%,23,0,6,12,20,12.8,255,163,24
Polk,Dm 019,Polk Dm 019,947620,6,4,22,27,10,1,3.7%,21,0,2,6,9,5.75,176,141,21
Polk,Dm 020,Polk Dm 020,947621,6,8,44,53,21,2,3.8%,42,0,2,14,18,10.7,349,288,43
Polk,Dm 021,Polk Dm 021,947622,6,9,45,64,21,2,3.1%,43,0,4,18,24,14,423,297,45
Polk,Dm 022,Polk Dm 022,947623,6,8,41,55,20,3,5.5%,38,0,1,16,20,11.25,366,273,41
Polk,Dm 023,Polk Dm 023,947624,6,7,29,34,14,0,0.0%,29,0,4,5,9,5.6,224,189,28
Polk,Dm 024,Polk Dm 024,947625,6,4,23,36,11,0,0.0%,23,0,1,5,6,3.9,237,153,23
Polk,Dm 025,Polk Dm 025,947626,6,6,29,31,14,0,0.0%,29,1,2,11,13,7.3,204,193,29
Polk,Dm 026,Polk Dm 026,947627,6,8,44,56,21,1,1.8%,43,0,5,11,17,11.45,369,288,43
Polk,Dm 027,Polk Dm 027,947628,6,5,32,47,15,0,0.0%,32,0,9,10,19,12.1,310,210,32
Polk,Dm 028,Polk Dm 028,947629,6,10,48,68,23,5,7.4%,43,0,2,13,20,12.05,447,317,48
Polk,Dm 029,Polk Dm 029,947630,6,7,45,50,21,3,6.0%,42,1,4,16,23,13.95,328,295,44
Polk,Dm 030,Polk Dm 030,947631,6,6,30,38,14,0,0.0%,30,0,3,5,8,5.2,248,196,29
Polk,Dm 031,Polk Dm 031,947632,6,7,39,41,19,2,4.9%,37,1,3,16,21,13.1,269,260,39
Polk,Dm 032,Polk Dm 032,947633,6,7,31,39,15,1,2.6%,30,0,2,13,16,9.25,258,202,30
Polk,Dm 033,Polk Dm 033,947634,6,6,25,21,12,1,4.8%,24,0,2,7,10,5.75,134,161,24
Polk,Dm 034,Polk Dm 034,947635,6,3,16,19,8,2,10.5%,14,0,3,5,10,7.1,126,101,15
Polk,Dm 035,Polk Dm 035,947636,6,4,18,22,9,0,0.0%,18,0,3,6,9,6.2,144,119,18
Polk,Dm 036,Polk Dm 036,947637,6,8,36,41,17,0,0.0%,36,0,6,15,21,12.9,268,234,35
Polk,Dm 037,Polk Dm 037,947638,6,7,27,31,13,7,22.6%,20,1,21,21,49,33.55,201,179,27
Polk,Dm 038,Polk Dm 038,947639,6,6,24,24,11,9,37.5%,15,1,9,27,45,27.15,158,156,23
Polk,Dm 039,Polk Dm 039,947640,6,15,91,142,43,6,4.2%,85,1,11,30,47,28.1,943,603.52,91
Polk,Dm 040,Polk Dm 040,947641,6,7,33,34,16,6,17.6%,27,1,10,22,38,24.2,224,219,33
Polk,Dm 041,Polk Dm 041,947642,6,17,115,179,54,7,3.9%,108,3,8,41,56,32.35,1188,760.32,114
Polk,Dm 042,Polk Dm 042,947643,6,13,65,105,31,4,3.8%,61,1,11,39,54,30.7,694,431,65
Polk,Dm 043,Polk Dm 043,947644,6,11,82,127,38,4,3.1%,78,1,8,27,39,22,844,540.16,81
Polk,Dm 044,Polk Dm 044,947645,6,12,85,132,40,5,3.8%,80,2,15,34,54,32.75,878,561.92,84
Polk,Dm 045,Polk Dm 045,947646,6,6,32,52,15,6,11.5%,26,0,6,10,22,16.1,343,208,31
Polk,Dm 046,Polk Dm 046,947647,6,6,29,45,14,2,4.4%,27,0,4,8,14,9,295,192,29
Polk,Dm 047,Polk Dm 047,947648,6,8,39,48,18,9,18.8%,30,0,6,22,37,23.95,313,257,39
Polk,Dm 048,Polk Dm 048,947649,6,2,7,7,4,1,14.3%,6,0,4,3,8,5.55,44,44,7
Polk,Dm 049,Polk Dm 049,947650,6,3,18,16,9,0,0.0%,18,0,4,7,11,6.6,106,118,18
