County ,Precinct ,Combined ,Precinct ID,Region,Delegates,Commit Goal ,Commit Goal - 298,Field Goal,Commits,PTG,Difference to Delegate Threshold ,Precinct Captains,MSQ Yang Support -1's ,MSQ Yang Support - 2's,Total Support,Weighted Support,298 Turnout,2020 Turnout Prediction,True Commit Goal 
Dubuque,39,Dubuque 39,946979,1,5,30,31,14,0,0.0%,30,0,2,7,9,5.8,206,199,30
Dubuque,40,Dubuque 40,946980,1,4,17,33,8,0,0.0%,17,0,0,6,6,3,214,109,16
Dubuque,41,Dubuque 41,946981,1,7,51,79,24,0,0.0%,51,0,2,13,15,8.3,524,335.36,50
Dubuque,42,Dubuque 42,946982,1,7,39,56,18,0,0.0%,39,0,1,13,14,7.4,367,256,38
Dubuque,43,Dubuque 43,946983,1,9,50,56,23,2,3.6%,48,2,8,18,28,16.6,370,327,49
Dubuque,44,Dubuque 44,946984,1,1,7,10,4,0,0.0%,7,0,1,0,1,0.9,65,44,7
Dubuque,45,Dubuque 45,946985,1,6,34,38,16,1,2.6%,33,1,3,9,13,7.15,251,222,33
Emmet,1,Emmet 01,946989,2,4,12,9,6,0,0.0%,12,0,3,3,6,4.2,55,79,12
Emmet,2,Emmet 02,946992,2,1,4,3,2,0,0.0%,4,0,0,3,3,1.5,15,25,4
Emmet,3,Emmet 03,946993,2,2,8,5,4,0,0.0%,8,0,0,2,2,1,31,47,7
Emmet,4,Emmet 04,946994,2,1,4,2,2,0,0.0%,4,0,0,2,2,1,13,23,3
Emmet,5,Emmet 05,946995,2,2,7,4,4,0,0.0%,7,0,0,3,3,1.5,21,43,6
Emmet,6,Emmet 06,946996,2,5,16,14,8,0,0.0%,16,0,0,2,2,1,90,104,16
Emmet,7,Emmet 07,946997,2,5,14,8,7,0,0.0%,14,0,0,1,1,1,52,92,14
Emmet,8,Emmet 08,946998,2,6,15,12,7,9,75.0%,6,0,3,20,32,20.75,80,95,14
Emmet,9,Emmet 09,946999,2,4,12,9,6,0,0.0%,12,0,0,2,2,1,55,78,12
Emmet,10,Emmet 10,946990,2,3,11,5,5,0,0.0%,11,0,0,1,1,0.5,33,70,11
Emmet,11,Emmet 11,946991,2,2,7,6,3,0,0.0%,7,0,0,0,0,0,34,42,6
Fayette,Au,Fayette Au,947000,1,2,6,5,3,0,0.0%,6,0,0,0,0,0,29,37,6
Fayette,Bf,Fayette Bf,948261,1,4,9,6,4,0,0.0%,9,0,1,2,3,1.9,36,57,9
Fayette,Bw,Fayette Bw,948262,1,4,10,10,5,0,0.0%,10,0,1,1,2,1.4,60,63,9
Fayette,Ce,Fayette Ce,947002,1,1,3,4,2,0,0.0%,3,0,0,1,1,0.5,21,18,3
Fayette,Cl,Fayette Cl,947001,1,4,8,10,4,0,0.0%,8,0,0,2,2,1,60,51,8
Fayette,Dv,Fayette Dv,947003,1,2,6,6,3,0,0.0%,6,0,0,1,1,0.5,39,35,5
Fayette,Ed,Fayette Ed,947004,1,2,5,5,3,0,0.0%,5,0,0,4,4,2,28,30,5
Fayette,Fb,Fayette Fb,947005,1,3,4,8,2,0,0.0%,4,0,1,1,2,0.9,52,25,4
Fayette,Fp,Fayette Fp,948263,1,4,9,7,4,0,0.0%,9,0,0,3,3,1.5,46,55,8
Fayette,Hl,Fayette Hl,947006,1,4,9,12,5,0,0.0%,9,0,1,2,3,1.9,80,59,9
Fayette,Il,Fayette Il,947007,1,3,6,8,3,0,0.0%,6,0,0,1,1,0.5,52,35,5
Fayette,Jf,Fayette Jf,947008,1,3,6,6,3,0,0.0%,6,0,1,1,2,0.9,34,38,6
Fayette,Oe1,Fayette Oe1,947009,1,8,19,23,9,0,0.0%,19,0,1,4,5,2.9,149,122,18
Fayette,Oe2,Fayette Oe2,947010,1,7,16,13,8,0,0.0%,16,0,1,2,3,1.9,82,101,15
Fayette,Oe3,Fayette Oe3,947011,1,9,16,15,8,0,0.0%,16,0,1,3,4,2.9,96,101,15
Fayette,Oe4,Fayette Oe4,947012,1,11,21,27,10,1,3.7%,20,1,3,5,9,6.15,176,136,20
Fayette,Or,Fayette Or,947013,1,2,5,5,3,0,0.0%,5,0,1,1,2,1.4,33,32,5
Fayette,Pl,Fayette Pl,947014,1,5,11,12,5,0,0.0%,11,0,0,4,4,2,73,68,10
Fayette,Sc,Fayette Sc,947015,1,1,2,3,1,0,0.0%,2,0,0,0,0,0,15,13,2
Fayette,Sf,Fayette Sf,947016,1,1,3,3,2,0,0.0%,3,0,0,1,1,0.5,16,15,2
Fayette,Un,Fayette Un,947017,1,1,5,7,3,0,0.0%,5,0,0,0,0,0,41,32,5
Fayette,We1,Fayette We1,947019,1,5,9,11,5,1,9.1%,8,1,0,1,2,0.95,72,58,9
Fayette,We2,Fayette We2,947020,1,3,8,8,4,0,0.0%,8,0,0,0,0,0,49,48,7
Fayette,We3,Fayette We3,947021,1,4,8,9,4,0,0.0%,8,0,0,0,0,0,59,49,7
Fayette,Wf,Fayette Wf,947018,1,7,18,19,9,0,0.0%,18,0,2,4,6,3.8,124,118,18
Floyd,Cc1,Floyd Cc1,947022,1,14,31,24,15,2,8.3%,29,2,14,20,36,23,160,201,50
Floyd,Cc2,Floyd Cc2,947023,1,17,36,21,17,5,23.8%,31,0,5,21,31,20.25,134,234,59
Floyd,Cc3,Floyd Cc3,947024,1,15,33,20,15,3,15.0%,30,1,6,20,29,18.75,132,214,54
Floyd,Flceni,Floyd Flceni,948264,1,8,20,12,10,1,8.3%,19,0,0,12,13,6.95,75,131,33
Floyd,Rful,Floyd Rful,948265,1,8,17,10,8,0,0.0%,17,0,0,4,4,3,64,110,28
Floyd,Rgru,Floyd Rgru,948266,1,13,27,17,13,1,5.9%,26,0,5,9,15,9.95,113,178,45
Floyd,Scrv,Floyd Scrv,948267,1,10,24,17,12,1,5.9%,23,0,4,14,19,12.55,108,160,40
Floyd,Scunpg,Floyd Scunpg,948268,1,5,13,6,7,0,0.0%,13,0,5,4,9,6,38,86,22
Franklin,Gnigem,Franklin Gnigem,1593558,1,6,8,6,4,0,0.0%,8,0,0,1,1,0.5,38,49,7
Franklin,Groc,Franklin Groc,1593559,1,4,6,5,3,0,0.0%,6,0,0,0,0,0,33,35,5
Franklin,Hllerv,Franklin Hllerv,1593560,1,5,7,4,4,0,0.0%,7,0,0,1,1,0.5,21,46,7
Franklin,Hp1,Franklin Hp1,947028,1,8,8,6,4,0,0.0%,8,0,0,1,1,0.5,36,53,8
Franklin,Hp2,Franklin Hp2,947029,1,10,12,8,6,0,0.0%,12,0,2,2,4,2.8,51,74,11
Franklin,Hp3,Franklin Hp3,947030,1,12,13,9,6,0,0.0%,13,0,0,2,2,1,59,85,13
Franklin,Hp4,Franklin Hp4,947031,1,11,12,9,6,0,0.0%,12,0,1,2,3,1.9,54,79,12
Franklin,Ma,Franklin Ma,1593561,1,5,6,4,3,0,0.0%,6,0,0,2,2,1,24,38,6
Franklin,Okmg,Franklin Okmg,948272,1,5,6,4,3,0,0.0%,6,0,0,3,3,1.5,24,40,6
Franklin,Rlrswf,Franklin Rlrswf,1593562,1,16,18,15,9,1,6.7%,17,0,0,1,2,1.45,100,117,18
Franklin,Wmo,Franklin Wmo,1593563,1,4,5,6,3,0,0.0%,5,0,0,1,1,0.5,38,31,5
Franklin,Wrsc,Franklin Wrsc,948274,1,4,5,4,3,0,0.0%,5,0,0,1,1,0.5,21,30,5
Fremont,Fg,Fremont Fg,947034,3,8,13,15,6,0,0.0%,13,0,0,1,1,0.5,100,85,13
Fremont,Gnrssc,Fremont Gnrssc,948276,3,11,18,14,9,0,0.0%,18,0,1,8,9,4.9,90,120,18
Fremont,Hb,Fremont Hb,947035,3,7,12,13,6,5,38.5%,7,0,10,23,38,22.75,86,80,12
Fremont,Rt,Fremont Rt,947038,3,3,4,5,2,0,0.0%,4,0,2,1,3,2.3,28,26,4
Fremont,Sn,Fremont Sn,947039,3,12,23,30,11,0,0.0%,23,0,3,5,8,4.7,199,150,23
Greene,Central,Greene Central,948277,2,5,15,18,7,4,22.2%,11,0,0,6,10,5.3,116,95,14
Greene,East,Greene East,948278,2,7,17,16,8,2,12.5%,15,0,2,7,11,6.2,101,109,16
Greene,J1,Greene J1,947040,2,8,18,19,9,4,21.1%,14,0,5,11,20,11.3,121,119,18
Greene,J2,Greene J2,947041,2,8,17,14,8,2,14.3%,15,0,3,4,9,6.6,91,108,16
Greene,J3,Greene J3,947042,2,12,24,35,12,3,8.6%,21,0,3,21,27,14.55,228,158,24
Greene,North,Greene North,948279,2,6,14,13,7,0,0.0%,14,0,1,4,5,2.9,83,92,14
Greene,West,Greene West,948280,2,4,12,10,6,0,0.0%,12,0,0,1,1,0.5,62,75,11
Grundy,P1,Grundy P1,947043,1,9,19,19,9,1,5.3%,18,0,2,6,9,5.75,126,124,19
Grundy,P2,Grundy P2,947044,1,3,8,8,4,0,0.0%,8,0,0,1,1,0.5,51,53,8
Grundy,P3,Grundy P3,947045,1,4,14,8,7,0,0.0%,14,0,0,3,3,1.5,49,89,13
Grundy,P4,Grundy P4,947046,1,3,10,4,5,0,0.0%,10,0,1,3,4,2.4,24,64,10
Grundy,P5,Grundy P5,947047,1,14,29,22,14,4,18.2%,25,1,2,10,16,9.6,140,190,29
Grundy,P6,Grundy P6,947048,1,13,25,24,12,0,0.0%,25,0,1,10,11,5.9,153,166,25
Grundy,P7,Grundy P7,947049,1,14,27,27,13,0,0.0%,27,0,5,10,15,10,176,176,26
Guthrie,1,Guthrie 01,947050,2,5,9,9,5,1,11.1%,8,0,0,2,3,1.95,55,58,9
Guthrie,2,Guthrie 02,947051,2,16,29,25,14,1,4.0%,28,0,0,4,5,2.45,166,191,29
Guthrie,3,Guthrie 03,947052,2,6,12,13,6,0,0.0%,12,0,0,3,3,1.5,82,76,11
Guthrie,4,Guthrie 04,947053,2,14,24,32,12,0,0.0%,24,0,1,5,6,3.4,212,160,24
Guthrie,5,Guthrie 05,948281,2,8,14,10,7,0,0.0%,14,0,1,0,1,0.9,60,88,13
Guthrie,6,Guthrie 06,947054,2,16,28,32,13,2,6.3%,26,2,0,11,13,6.9,209,181,27
Guthrie,7,Guthrie 07,947055,2,3,9,8,4,0,0.0%,9,0,0,2,2,1,52,55,8
Guthrie,8,Guthrie 08,947056,2,2,5,4,2,0,0.0%,5,0,0,1,1,0.5,23,27,4
Hamilton,Pct 1,Hamilton Pct 1,1593564,1,7,17,14,8,0,0.0%,17,0,0,6,6,3,93,110,17
Hamilton,Pct 2,Hamilton Pct 2,1593565,1,5,12,11,6,0,0.0%,12,0,0,4,4,2,72,74,11
Hamilton,Pct 3,Hamilton Pct 3,1593566,1,11,25,22,12,0,0.0%,25,0,2,8,10,5.3,145,161,24
Hamilton,Pct 4,Hamilton Pct 4,1593567,1,12,24,19,11,0,0.0%,24,0,1,2,3,2.4,122,156,23
Hamilton,Pct 5,Hamilton Pct 5,1593568,1,6,13,11,6,0,0.0%,13,0,0,2,2,1,67,81,12
Hamilton,Wc1,Hamilton Wc1,947066,1,17,33,37,16,1,2.7%,32,2,2,10,13,7.25,245,219,33
Hamilton,Wc2,Hamilton Wc2,947067,1,20,36,41,17,0,0.0%,36,0,0,6,6,3,271,239,36
Hamilton,Wc3,Hamilton Wc3,947068,1,12,24,22,12,0,0.0%,24,0,1,5,6,3.4,142,160,24
Hancock,1,Hancock 01,947070,1,6,15,9,7,2,22.2%,13,0,1,5,8,4.8,59,94,14
Hancock,2,Hancock 02,947071,1,2,5,4,2,0,0.0%,5,0,1,0,1,0.9,23,28,4
Hancock,3,Hancock 03,947072,1,2,5,4,2,0,0.0%,5,0,0,0,0,0.5,23,28,4
Hancock,4,Hancock 04,947073,1,10,27,15,13,0,0.0%,27,0,0,4,4,2,100,176,26
Hancock,5,Hancock 05,947074,1,1,3,3,2,0,0.0%,3,0,0,0,0,0,18,18,3
Hancock,6,Hancock 06,947075,1,17,38,22,18,0,0.0%,38,0,1,2,3,1.9,140,247,37
Hancock,7,Hancock 07,947076,1,4,10,6,5,0,0.0%,10,0,0,2,2,1,39,61,9
Hancock,8,Hancock 08,947077,1,2,7,5,3,0,0.0%,7,0,2,4,6,3.3,28,41,6
Hancock,9,Hancock 09,947078,1,4,10,8,5,0,0.0%,10,0,2,1,3,2.3,47,64,10
Hancock,10,Hancock 10,947079,1,2,4,4,2,0,0.0%,4,0,0,1,1,0.5,23,21,3
Hardin,Al,Hardin Al,947080,1,10,14,14,7,0,0.0%,14,0,2,3,5,3.3,88,93,14
Hardin,Cc,Hardin Cc,947081,1,16,20,19,10,0,0.0%,20,1,2,2,4,2.8,126,130,20
Hardin,El,Hardin El,947083,1,12,18,14,9,0,0.0%,18,0,2,2,4,2.3,88,118,18
Hardin,Elc,Hardin Elc,1593569,1,17,28,26,13,0,0.0%,28,0,0,3,3,1.5,170,181,27
Hardin,Et,Hardin Et,947084,1,17,25,22,12,0,0.0%,25,0,0,3,3,2,145,161,24
Hardin,Ha,Hardin Ha,947085,1,12,20,19,10,0,0.0%,20,0,3,4,7,4.7,121,129,19
Hardin,If1,Hardin If1,947086,1,19,29,35,14,1,2.9%,28,0,4,10,15,8.05,232,192,29
Hardin,If2,Hardin If2,947087,1,22,36,34,17,1,2.9%,35,0,2,11,14,7.25,225,239,36
Harrison,Bo,Harrison Bo,947088,3,3,6,3,3,0,0.0%,6,0,0,3,3,1.5,18,37,6
Harrison,Hs,Harrison Hs,947089,3,9,17,16,8,3,18.8%,14,2,3,5,11,7.05,103,111,17
Harrison,Ja,Harrison Ja,947090,3,3,7,6,3,0,0.0%,7,0,0,3,3,1.5,34,42,6
Harrison,Jf,Harrison Jf,947091,3,3,9,6,5,0,0.0%,9,0,1,1,2,1.4,34,60,9
Harrison,Lo,Harrison Lo,947092,3,8,13,11,6,1,9.1%,12,0,1,6,8,3.85,72,85,13
Harrison,Ls,Harrison Ls,947093,3,2,3,3,2,0,0.0%,3,0,0,0,0,0,15,18,3
Harrison,Ma,Harrison Ma,947094,3,5,11,6,5,0,0.0%,11,0,1,1,2,0.9,39,69,10
Harrison,Mr,Harrison Mr,947095,3,4,7,5,3,0,0.0%,7,0,0,0,0,0,29,42,6
Harrison,Mv,Harrison Mv,947096,3,14,24,16,12,0,0.0%,24,0,2,8,10,5.8,106,158,24
Harrison,Sj,Harrison Sj,947097,3,7,15,8,7,2,25.0%,13,1,0,1,3,1.9,47,94,14
Harrison,Ta,Harrison Ta,947098,3,5,8,7,4,0,0.0%,8,0,0,2,2,1,46,49,7
Harrison,Wb,Harrison Wb,947099,3,8,13,13,6,0,0.0%,13,0,1,2,3,1.9,82,85,13
Harrison,Ws,Harrison Ws,947100,3,4,11,7,5,0,0.0%,11,0,0,1,1,0.5,42,69,10
Henry,Ce,Henry Ce,947101,4,20,35,28,17,3,10.7%,32,0,1,11,15,9.25,181,230,35
Henry,Mp1,Henry Mp1,947102,4,16,26,18,12,1,5.6%,25,1,4,9,14,9.05,116,168,25
Henry,Mp2,Henry Mp2,947103,4,18,26,16,13,1,6.3%,25,3,3,11,15,8.65,103,172,26
Henry,Mp3,Henry Mp3,947104,4,17,27,20,13,0,0.0%,27,0,7,11,18,11.3,131,178,27
Henry,Mp4,Henry Mp4,947105,4,13,20,21,10,1,4.8%,19,0,2,11,14,7.25,135,130,20
Henry,Ne,Henry Ne,948323,4,13,20,16,10,0,0.0%,20,0,2,4,6,3.3,101,130,20
Henry,Nw,Henry Nw,948324,4,13,22,16,11,1,6.3%,21,0,0,8,9,4.45,104,143,21
Henry,Se,Henry Se,948325,4,30,41,32,20,1,3.1%,40,0,1,16,18,9.35,212,273,41
Henry,Sw,Henry Sw,948326,4,10,19,14,9,0,0.0%,19,0,1,5,6,3.9,88,121,18
Howard,Af,Howard Af,947106,1,6,15,15,7,0,0.0%,15,0,1,14,15,7.4,98,96,24
Howard,Al,Howard Al,947107,1,3,10,9,5,0,0.0%,10,0,2,2,4,2.8,57,62,16
Howard,Cr1a,Howard Cr1a,947109,1,2,8,6,4,1,16.7%,7,0,2,4,7,4.25,34,47,12
Howard,Cr1b,Howard Cr1b,947110,1,5,15,8,7,2,25.0%,13,1,5,10,17,11.4,47,98,25
Howard,Cr2,Howard Cr2,947111,1,6,16,15,8,1,6.7%,15,1,10,23,34,21.45,95,102,26
Howard,Cr3,Howard Cr3,947112,1,5,15,9,7,2,22.2%,13,0,3,12,17,12.1,54,97,24
Howard,No,Howard No,947114,1,3,8,5,4,1,20.0%,7,1,2,6,9,5.25,31,49,12
Howard,Rjo,Howard Rjo,1825047,1,2,8,6,4,1,16.7%,7,0,1,7,9,4.85,38,47,12
Howard,Shc,Howard Shc,1825048,1,3,7,8,4,0,0.0%,7,0,3,3,6,3.2,49,43,11
Humboldt,A-Nw,Humboldt A-Nw,1593570,2,3,6,6,3,1,16.7%,5,0,1,1,3,1.85,36,34,5
Humboldt,D-W-Nr,Humboldt D-W-Nr,1593571,2,3,7,7,4,0,0.0%,7,0,0,5,5,2.5,44,44,7
Humboldt,Dc-Gr,Humboldt Dc-Gr,947118,2,5,12,8,6,0,0.0%,12,0,1,5,6,3.4,47,80,12
Humboldt,H-Wv,Humboldt H-Wv,1593572,2,2,6,4,3,0,0.0%,6,0,1,0,1,0.9,24,40,6
Humboldt,H1-C-Sw,Humboldt H1-C-Sw,947121,2,10,24,20,12,1,5.0%,23,0,4,5,10,6.55,129,158,24
Humboldt,H2-B-Sn,Humboldt H2-B-Sn,947122,2,9,21,18,10,1,5.6%,20,1,1,10,12,6.35,114,134,20
Humboldt,H3-Sr,Humboldt H3-Sr,947123,2,10,21,20,10,0,0.0%,21,0,3,3,6,3.7,127,137,21
Humboldt,Nl-Ev,Humboldt Nl-Ev,1593573,2,2,5,2,3,0,0.0%,5,0,4,2,6,4.1,10,29,4
Humboldt,Sl-Nn,Humboldt Sl-Nn,1593574,2,1,3,3,2,0,0.0%,3,0,1,2,3,1.4,15,20,3
Ida,Bl,Ida Bl,947127,3,2,7,5,4,1,20.0%,6,1,0,0,1,0.95,29,45,7
Ida,Gg,Ida Gg,947128,3,6,20,17,10,0,0.0%,20,0,2,4,6,3.3,111,131,20
Ida,Gv,Ida Gv,947129,3,1,5,2,3,0,0.0%,5,0,0,0,0,0,11,29,4
Ida,Ig1,Ida Ig1,947130,3,2,6,5,3,0,0.0%,6,0,1,1,2,1.4,28,39,6
Ida,Ig2,Ida Ig2,947131,3,2,7,5,4,0,0.0%,7,0,0,2,2,1,33,46,7
Ida,Ig3,Ida Ig3,947132,3,3,8,6,4,0,0.0%,8,0,0,2,2,1,36,53,8
Ida,Mp,Ida Mp,947133,3,4,15,12,7,0,0.0%,15,0,1,1,2,1.4,77,94,14
Iowa,Da,Iowa Da,947134,5,3,8,10,4,0,0.0%,8,0,1,0,1,0.9,62,48,7
Iowa,En,Iowa En,947135,5,6,14,16,7,2,12.5%,12,0,1,7,10,5.3,104,91,14
Iowa,Fm,Iowa Fm,947136,5,8,17,11,8,0,0.0%,17,0,1,6,7,3.9,70,111,17
Iowa,Hc,Iowa Hc,947137,5,3,9,6,4,0,0.0%,9,0,0,3,3,1.5,38,55,8
Iowa,Hl,Iowa Hl,947138,5,6,13,10,6,0,0.0%,13,0,0,1,1,0.5,64,81,12
Iowa,Hs,Iowa Hs,947139,5,3,8,7,4,0,0.0%,8,0,0,1,1,0.5,42,51,8
Iowa,Ht,Iowa Ht,947140,5,8,17,14,8,2,14.3%,15,3,0,5,7,3.9,88,113,17
Iowa,Lx,Iowa Lx,947141,5,20,39,36,18,2,5.6%,37,0,3,10,15,8.1,233,254,38
Iowa,Mr,Iowa Mr,947142,5,14,29,23,14,2,8.7%,27,0,1,4,7,4.8,152,189,28
Iowa,Pi,Iowa Pi,947143,5,6,15,7,7,0,0.0%,15,0,0,3,3,1.5,41,98,15
Iowa,Wm,Iowa Wm,947144,5,23,44,44,21,0,0.0%,44,0,1,6,7,3.4,290,293,44
Jackson,1,Jackson 01,947145,4,13,42,42,20,0,0.0%,42,0,4,6,10,6.6,276,276,41
Jackson,2,Jackson 02,947146,4,3,14,10,7,0,0.0%,14,0,2,1,3,2.3,65,89,13
Jackson,3,Jackson 03,947147,4,3,14,13,7,0,0.0%,14,0,0,2,2,1,86,88,13
Jackson,4,Jackson 04,947148,4,4,16,16,8,1,6.3%,15,0,3,7,11,6.15,104,105,16
Jackson,5,Jackson 05,947149,4,3,11,10,5,0,0.0%,11,0,0,1,1,0.5,65,70,11
Jackson,6,Jackson 06,947150,4,4,15,19,7,0,0.0%,15,0,1,3,4,2.4,122,94,14
Jackson,7,Jackson 07,947151,4,6,22,30,11,0,0.0%,22,0,0,5,5,2.5,196,146,22
Jackson,8,Jackson 08,947152,4,3,9,11,5,0,0.0%,9,0,0,3,3,1.5,70,60,9
Jackson,9,Jackson 09,947153,4,5,20,18,10,1,5.6%,19,0,1,1,3,2.35,114,133,20
Jackson,10,Jackson 10,947154,4,2,9,6,5,0,0.0%,9,0,0,1,1,1,34,59,9
Jackson,11,Jackson 11,947155,4,2,10,5,5,0,0.0%,10,0,0,3,3,1.5,33,64,10
Jackson,12,Jackson 12,947156,4,4,14,11,7,0,0.0%,14,0,1,5,6,2.9,67,92,14
Jackson,13,Jackson 13,947157,4,3,12,14,6,1,7.1%,11,0,0,1,2,1.45,91,78,12
Jackson,14,Jackson 14,947158,4,4,15,11,7,0,0.0%,15,0,2,4,6,4.3,72,99,15
Jackson,15,Jackson 15,947159,4,5,19,23,9,0,0.0%,19,0,0,2,2,1,149,125,19
Jackson,16,Jackson 16,947160,4,6,20,28,10,0,0.0%,20,0,4,6,10,6.1,186,133,20
Jasper,Cf-1,Jasper Cf-1,947161,6,4,9,7,4,1,14.3%,8,0,1,6,8,4.35,46,54,8
Jasper,Cf-2,Jasper Cf-2,947164,6,5,11,12,5,1,8.3%,10,0,0,7,8,3.95,75,69,10
Jasper,Cf-3,Jasper Cf-3,947167,6,4,9,8,4,1,12.5%,8,1,5,9,15,9.95,52,57,9
Jasper,Cp,Jasper Cp,947173,6,9,23,25,11,0,0.0%,23,0,0,10,10,5,166,153,23
Jasper,Dm,Jasper Dm,947174,6,11,26,23,12,0,0.0%,26,0,3,14,17,9.2,152,171,26
Jasper,El,Jasper El,1593575,6,4,22,11,10,0,0.0%,22,0,3,8,11,6.7,69,142,21
Jasper,Fv,Jasper Fv,947175,6,13,29,35,14,0,0.0%,29,0,1,15,16,7.9,227,191,29
Jasper,Hr,Jasper Hr,947176,6,17,45,45,21,3,6.7%,42,0,3,12,18,11.55,294,296,44
Jasper,Imm,Jasper Imm,1593576,6,12,28,36,14,8,22.2%,20,1,3,10,21,14.8,240,186,28
Jasper,Mw,Jasper Mw,947179,6,6,18,22,9,0,0.0%,18,0,1,5,6,3.4,140,115,17
Jasper,Ns,Jasper Ns,947180,6,13,32,35,15,4,11.4%,28,1,5,14,23,14.3,228,213,32
Jasper,Nt1-1,Jasper Nt1-1,947162,6,13,26,35,13,2,5.7%,24,0,1,17,20,11.3,230,173,26
Jasper,Nt1-2,Jasper Nt1-2,947163,6,10,23,33,11,0,0.0%,23,0,1,14,15,7.9,219,152,23
Jasper,Nt2-1,Jasper Nt2-1,947165,6,14,32,44,15,0,0.0%,32,0,1,13,14,6.9,292,209,31
Jasper,Nt2-2,Jasper Nt2-2,947166,6,11,26,39,13,1,2.6%,25,0,3,15,19,11.15,255,173,26
Jasper,Nt3-1,Jasper Nt3-1,947168,6,14,33,44,15,1,2.3%,32,0,11,20,32,20.35,289,214,32
Jasper,Nt3-2,Jasper Nt3-2,947169,6,10,22,29,10,2,6.9%,20,0,1,7,10,7.3,189,142,21
Jasper,Nt4-1,Jasper Nt4-1,947170,6,16,40,50,19,2,4.0%,38,2,3,16,21,11.6,330,261,39
Jasper,Nt4-2,Jasper Nt4-2,947171,6,9,22,26,10,2,7.7%,20,0,0,10,12,6.9,173,141,21
Jasper,Pa,Jasper Pa,947181,6,5,13,15,6,2,13.3%,11,0,2,13,17,9.2,96,83,12
Jefferson,Bh-Po,Jefferson Bh-Po,947182,4,1,10,11,5,0,0.0%,10,0,0,1,1,0.5,70,61,9
Jefferson,Bu,Jefferson Bu,947183,4,2,11,11,5,1,9.1%,10,1,0,3,4,1.95,67,68,10
Jefferson,Ct,Jefferson Ct,947184,4,8,56,88,27,3,3.4%,53,0,6,14,23,12.75,581,371.84,56
Jefferson,Dm,Jefferson Dm,947185,4,1,10,6,5,0,0.0%,10,0,0,8,8,4,34,65,10
Jefferson,Ff1,Jefferson Ff1,947186,4,9,53,82,25,1,1.2%,52,1,7,28,36,19.25,545,348.8,52
Jefferson,Ff2,Jefferson Ff2,947187,4,11,87,135,41,11,8.1%,76,2,20,42,73,42.95,898,574.72,86
Jefferson,Ff3,Jefferson Ff3,947188,4,4,20,26,9,3,11.5%,17,1,1,12,16,5.75,171,127,19
Jefferson,Ff4,Jefferson Ff4,947189,4,8,50,78,24,9,11.5%,41,4,12,62,83,48.85,519,332.16,50
Jefferson,Ff5,Jefferson Ff5,947190,4,7,29,55,14,6,10.9%,23,2,8,21,35,19.4,364,192,29
Jefferson,Lg,Jefferson Lg,947191,4,1,9,7,4,0,0.0%,9,0,0,0,0,0,44,57,9
Jefferson,Pn,Jefferson Pn,1593577,4,1,6,7,3,0,0.0%,6,0,0,0,0,0,41,34,5
Jefferson,Wlr,Jefferson Wlr,1593578,4,2,11,7,5,0,0.0%,11,0,0,0,0,0.5,46,67,10
Johnson,Bg,Johnson Bg,947194,5,4,33,45,16,0,0.0%,33,0,2,11,13,6.8,295,215,32
Johnson,Cc,Johnson Cc,947195,5,8,65,70,31,7,10.0%,58,1,10,21,38,22.65,465,433,65
Johnson,Ce,Johnson Ce,947196,5,1,12,20,6,1,5.0%,11,0,1,4,6,3.35,132,76,11
Johnson,Cv.01,Johnson Cv.01,947197,5,9,61,84,29,7,8.3%,54,1,7,34,48,27.95,555,406,61
Johnson,Cv.02,Johnson Cv.02,947198,5,8,68,107,32,4,3.7%,64,0,10,49,63,36.3,712,447,67
Johnson,Cv.03,Johnson Cv.03,947199,5,5,36,49,17,6,12.2%,30,1,8,13,27,16.9,322,236,35
Johnson,Cv.04,Johnson Cv.04,947200,5,7,48,58,23,4,6.9%,44,0,9,34,47,27.9,385,318,48
Johnson,Cv.05,Johnson Cv.05,947201,5,7,52,80,25,6,7.5%,46,2,7,20,33,19.5,527,344,52
Johnson,Cv.06,Johnson Cv.06,947202,5,10,84,131,40,10,7.6%,74,1,23,55,88,48.2,871,557.44,84
Johnson,Cv.07,Johnson Cv.07,1593579,5,9,70,115,33,11,9.6%,59,4,14,59,84,49.55,761,462,69
Johnson,Fr,Johnson Fr,947203,5,4,27,36,13,1,2.8%,26,0,0,11,12,5.95,235,176,26
Johnson,Gr,Johnson Gr,947204,5,1,12,20,6,0,0.0%,12,0,0,1,1,0.5,127,77,12
Johnson,Hd,Johnson Hd,947205,5,1,11,16,5,1,6.3%,10,1,0,2,3,1.95,101,70,11
Johnson,Hs,Johnson Hs,1593580,5,2,13,27,6,0,0.0%,13,0,4,5,9,6.1,176,82,12
Johnson,Ic.01,Johnson Ic.01,947206,5,12,110,171,52,6,3.5%,104,1,5,75,86,46.7,1139,728.96,109
Johnson,Ic.02,Johnson Ic.02,947207,5,10,86,134,40,5,3.7%,81,2,8,38,51,27.95,888,568.32,85
Johnson,Ic.03,Johnson Ic.03,947208,5,7,39,27,18,10,37.0%,29,1,8,26,44,30.7,178,257,39
Johnson,Ic.04,Johnson Ic.04,947209,5,10,84,126,39,4,3.2%,80,0,12,44,60,32.1,836,554,83
Johnson,Ic.05,Johnson Ic.05,947210,5,9,44,30,21,12,40.0%,32,1,8,32,52,33.6,199,287,43
Johnson,Ic.06,Johnson Ic.06,947211,5,11,83,130,39,3,2.3%,80,1,12,51,66,35.65,862,551.68,83
